TIMESTAMP,PRICK_OPEN_PRICE_USD,PRICK_HIGH_PRICE_USD,PRICK_LOW_PRICE_USD,PRICK_CLOSE_PRICE_USD,PRICK_VOLUME_USD,PRICK_DIVIDENDS_USD,PRICK_STOCK_SPLITS_USD
2024-06-05 00:00:00+00:00,0.002056000055745244,0.003361999988555908,0.0018579999450594187,0.0025279999244958162,902392,0.0,0.0
2024-06-06 00:00:00+00:00,0.0026940000243484974,0.006725000217556953,0.0026940000243484974,0.006541999988257885,2741144,0.0,0.0
2024-06-07 00:00:00+00:00,0.006178999785333872,0.008901000022888184,0.004387000110000372,0.006366000045090914,2799848,0.0,0.0
2024-06-08 00:00:00+00:00,0.006366000045090914,0.008046000264585018,0.00493700010702014,0.005880999844521284,1227898,0.0,0.0
2024-06-09 00:00:00+00:00,0.005880999844521284,0.008244000375270844,0.005375999957323074,0.0067819999530911446,960082,0.0,0.0
2024-06-10 00:00:00+00:00,0.0067819999530911446,0.014971000142395496,0.0066709998063743114,0.011629000306129456,2437171,0.0,0.0
2024-06-11 00:00:00+00:00,0.011628000065684319,0.017490999773144722,0.010821999981999397,0.014100999571383,4140761,0.0,0.0
2024-06-12 00:00:00+00:00,0.014016999863088131,0.015080999583005905,0.009158000349998474,0.011358000338077545,2455994,0.0,0.0
2024-06-13 00:00:00+00:00,0.011358000338077545,0.012079999782145023,0.005799000151455402,0.008375000208616257,2733710,0.0,0.0
2024-06-14 00:00:00+00:00,0.008375000208616257,0.009314999915659428,0.0062500000931322575,0.006837999913841486,1885850,0.0,0.0
2024-06-15 00:00:00+00:00,0.006839999929070473,0.00865700002759695,0.006632000207901001,0.00810800027102232,1380952,0.0,0.0
2024-06-16 00:00:00+00:00,0.00810800027102232,0.008395999670028687,0.007528999820351601,0.008178000338375568,1291777,0.0,0.0
2024-06-17 00:00:00+00:00,0.008178000338375568,0.008334999904036522,0.007424000184983015,0.00749799981713295,1220843,0.0,0.0
