TIMESTAMP,CHILLGUY34362_OPEN_PRICE_USD,CHILLGUY34362_HIGH_PRICE_USD,CHILLGUY34362_LOW_PRICE_USD,CHILLGUY34362_CLOSE_PRICE_USD,CHILLGUY34362_VOLUME_USD,CHILLGUY34362_DIVIDENDS_USD,CHILLGUY34362_STOCK_SPLITS_USD
2024-12-23 00:00:00+00:00,0.0018279999494552612,0.003435000078752637,0.0017509999452158809,0.0025130000431090593,445638,0.0,0.0
2024-12-24 00:00:00+00:00,0.0025130000431090593,0.0029730000533163548,0.001680999994277954,0.0018210000125691295,191948,0.0,0.0
2024-12-25 00:00:00+00:00,0.0018210000125691295,0.0026000000070780516,0.0017790000420063734,0.0021100000012665987,209877,0.0,0.0
2024-12-26 00:00:00+00:00,0.0021100000012665987,0.002211000071838498,0.0014639999717473984,0.001626000041142106,86959,0.0,0.0
2024-12-27 00:00:00+00:00,0.001626000041142106,0.0018319999799132347,0.001290000043809414,0.0014410000294446945,115456,0.0,0.0
2024-12-28 00:00:00+00:00,0.0014410000294446945,0.001998000079765916,0.0014319999609142542,0.0017679999582469463,103759,0.0,0.0
2024-12-29 00:00:00+00:00,0.0017679999582469463,0.002102999947965145,0.0015810000477358699,0.0019069999689236283,60275,0.0,0.0
2024-12-30 00:00:00+00:00,0.0019069999689236283,0.0019069999689236283,0.0015170000260695815,0.0016789999790489674,63346,0.0,0.0
2024-12-31 00:00:00+00:00,0.0016789999790489674,0.0025259999092668295,0.001563000027090311,0.002360000042244792,178717,0.0,0.0
2025-01-01 00:00:00+00:00,0.002360000042244792,0.0026539999525994062,0.001858999952673912,0.001858999952673912,115170,0.0,0.0
2025-01-02 00:00:00+00:00,0.001858999952673912,0.0025390000082552433,0.0018530000234022737,0.0020810000132769346,78740,0.0,0.0
2025-01-03 00:00:00+00:00,0.0020810000132769346,0.002217999892309308,0.0014979999978095293,0.0017529999604448676,191008,0.0,0.0
2025-01-04 00:00:00+00:00,0.0017529999604448676,0.0017869999865069985,0.001155999954789877,0.0013650000328198075,183791,0.0,0.0
2025-01-05 00:00:00+00:00,0.0013680000556632876,0.0014029999729245901,0.0010470000561326742,0.0012499999720603228,128067,0.0,0.0
2025-01-06 00:00:00+00:00,0.0012499999720603228,0.0013310000067576766,0.0009820000268518925,0.0009820000268518925,58856,0.0,0.0
2025-01-07 00:00:00+00:00,0.0009820000268518925,0.001075000036507845,0.0004980000085197389,0.0009159999899566174,227671,0.0,0.0
2025-01-08 00:00:00+00:00,0.0009159999899566174,0.0010999999940395355,0.0007999999797903001,0.0008559999987483025,45877,0.0,0.0
2025-01-09 00:00:00+00:00,0.0008559999987483025,0.0013419999741017818,0.0007820000173524022,0.0009660000214353204,146654,0.0,0.0
