TIMESTAMP,SIMPSON36097_OPEN_PRICE_USD,SIMPSON36097_HIGH_PRICE_USD,SIMPSON36097_LOW_PRICE_USD,SIMPSON36097_CLOSE_PRICE_USD,SIMPSON36097_VOLUME_USD,SIMPSON36097_DIVIDENDS_USD,SIMPSON36097_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,3151,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,2246,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,4552,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,1258,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,489,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,1094,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,712,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,203,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,938,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,1359,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,134,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,581,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,182,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,401,0.0,0.0
2025-06-01 00:00:00+00:00,2.4120000091730313e-14,2.4120000091730313e-14,2.3865000822959406e-14,2.391638861780343e-14,3,0.0,0.0
