TIMESTAMP,BGEO_OPEN_PRICE_USD,BGEO_HIGH_PRICE_USD,BGEO_LOW_PRICE_USD,BGEO_CLOSE_PRICE_USD,BGEO_VOLUME_USD,BGEO_DIVIDENDS_USD,BGEO_STOCK_SPLITS_USD
2025-03-14 00:00:00+00:00,1.7037990093231201,1.7071419954299927,1.4702149629592896,1.4702149629592896,13925,0.0,0.0
2025-03-15 00:00:00+00:00,1.4702149629592896,1.7801799774169922,1.221655011177063,1.6747829914093018,15509,0.0,0.0
2025-03-16 00:00:00+00:00,1.6747829914093018,1.8999780416488647,1.3750849962234497,1.62191903591156,70675,0.0,0.0
2025-03-17 00:00:00+00:00,1.62191903591156,1.6739000082015991,1.4498599767684937,1.5569820404052734,75092,0.0,0.0
2025-03-18 00:00:00+00:00,1.5569820404052734,2.5035369396209717,1.5366499423980713,2.1426761150360107,68887,0.0,0.0
2025-03-19 00:00:00+00:00,2.1426761150360107,2.1972908973693848,1.7031810283660889,1.8194429874420166,54765,0.0,0.0
2025-03-20 00:00:00+00:00,1.8194429874420166,1.8618860244750977,1.4201719760894775,1.7761939764022827,24216,0.0,0.0
2025-03-21 00:00:00+00:00,1.7761939764022827,1.7883650064468384,1.702170968055725,1.766355037689209,9119,0.0,0.0
2025-03-22 00:00:00+00:00,1.766355037689209,1.8603349924087524,1.6993550062179565,1.8339149951934814,6664,0.0,0.0
2025-03-23 00:00:00+00:00,1.8339149951934814,1.8438819646835327,1.4777170419692993,1.800184965133667,92618,0.0,0.0
2025-03-24 00:00:00+00:00,1.800184965133667,1.8303890228271484,1.4302630424499512,1.6202139854431152,36078,0.0,0.0
2025-03-25 00:00:00+00:00,1.6202139854431152,1.7470849752426147,1.4410459995269775,1.47524094581604,115796,0.0,0.0
2025-03-26 00:00:00+00:00,1.47524094581604,1.5980989933013916,1.438228964805603,1.5980989933013916,22212,0.0,0.0
2025-03-27 00:00:00+00:00,1.5980989933013916,1.999701976776123,1.5101850032806396,1.8796930313110352,87699,0.0,0.0
2025-03-28 00:00:00+00:00,1.8796930313110352,2.0000979900360107,1.5492459535598755,1.5602459907531738,123910,0.0,0.0
2025-03-29 00:00:00+00:00,1.5602459907531738,1.9763239622116089,1.550104022026062,1.9491729736328125,184838,0.0,0.0
2025-03-30 00:00:00+00:00,1.9491729736328125,1.9494609832763672,1.5496230125427246,1.70967698097229,232243,0.0,0.0
