TIMESTAMP,KODA_OPEN_PRICE_USD,KODA_HIGH_PRICE_USD,KODA_LOW_PRICE_USD,KODA_CLOSE_PRICE_USD,KODA_VOLUME_USD,KODA_DIVIDENDS_USD,KODA_STOCK_SPLITS_USD
2021-11-24 00:00:00+00:00,0.0009050000226125121,0.0014560000272467732,0.0009050000226125121,0.001246000058017671,505198,0.0,0.0
2021-11-25 00:00:00+00:00,0.0012469999492168427,0.0015020000282675028,0.0012400000123307109,0.0013269999762997031,524219,0.0,0.0
2021-11-26 00:00:00+00:00,0.0014860000228509307,0.0015330000314861536,0.001259000040590763,0.0012600000482052565,303622,0.0,0.0
2021-11-27 00:00:00+00:00,0.001259000040590763,0.0013150000013411045,0.0012469999492168427,0.001256000017747283,166978,0.0,0.0
2021-11-28 00:00:00+00:00,0.001256000017747283,0.0012679999927058816,0.0011620000004768372,0.001196000026538968,96141,0.0,0.0
2021-11-29 00:00:00+00:00,0.001196000026538968,0.0012390000047162175,0.0011739999754354358,0.001234999974258244,94619,0.0,0.0
2021-11-30 00:00:00+00:00,0.0012339999666437507,0.0012519999872893095,0.001171999960206449,0.0011790000135079026,85037,0.0,0.0
2021-12-01 00:00:00+00:00,0.0011769999982789159,0.0012169999536126852,0.000999000039882958,0.0010179999517276883,231841,0.0,0.0
2021-12-02 00:00:00+00:00,0.0010160000529140234,0.0011729999678209424,0.0008559999987483025,0.0011729999678209424,436376,0.0,0.0
2021-12-03 00:00:00+00:00,0.0011729999678209424,0.001246000058017671,1.1000000085914508e-05,0.0011390000581741333,317411,0.0,0.0
2021-12-04 00:00:00+00:00,0.00113800005055964,0.0011439999798312783,0.0009619999909773469,0.0010529999854043126,79126,0.0,0.0
2021-12-05 00:00:00+00:00,0.0010529999854043126,0.0010870000114664435,0.0010029999539256096,0.0010420000180602074,56784,0.0,0.0
2021-12-06 00:00:00+00:00,0.001044000033289194,0.0010979999788105488,0.0009980000322684646,0.0010860000038519502,53295,0.0,0.0
2021-12-07 00:00:00+00:00,0.0010870000114664435,0.0011060000397264957,0.001032999949529767,0.0010649999603629112,57266,0.0,0.0
2021-12-08 00:00:00+00:00,0.001066999975591898,0.0010789999505504966,0.0009929999941959977,0.001057000015862286,66168,0.0,0.0
2021-12-09 00:00:00+00:00,0.0010550000006332994,0.00108299998100847,0.0009389999904669821,0.0009469999931752682,44351,0.0,0.0
2021-12-10 00:00:00+00:00,0.0009449999779462814,0.0009619999909773469,0.0009030000073835254,0.0009030000073835254,33264,0.0,0.0
2021-12-11 00:00:00+00:00,0.000901999999769032,0.0009219999774359167,0.0008829999715089798,0.0008989999769255519,21874,0.0,0.0
2021-12-12 00:00:00+00:00,0.0008989999769255519,0.0009289999725297093,0.0008829999715089798,0.0008999999845400453,30293,0.0,0.0
2021-12-13 00:00:00+00:00,0.0008999999845400453,0.000901999999769032,0.0007970000151544809,0.0008030000026337802,31119,0.0,0.0
2021-12-14 00:00:00+00:00,0.0008019999950192869,0.0008219999726861715,0.0007740000146441162,0.0007919999770820141,31300,0.0,0.0
2021-12-15 00:00:00+00:00,0.0007919999770820141,0.0008280000183731318,0.0007639999967068434,0.0008140000281855464,34985,0.0,0.0
