TIMESTAMP,XOLO23058_OPEN_PRICE_USD,XOLO23058_HIGH_PRICE_USD,XOLO23058_LOW_PRICE_USD,XOLO23058_CLOSE_PRICE_USD,XOLO23058_VOLUME_USD,XOLO23058_DIVIDENDS_USD,XOLO23058_STOCK_SPLITS_USD
2022-12-23 00:00:00+00:00,0.0002469999890308827,0.0011399999493733048,0.0002469999890308827,0.0010969999711960554,728131,0.0,0.0
2022-12-24 00:00:00+00:00,0.0010969999711960554,0.0011360000353306532,0.00010399999882793054,0.00010399999882793054,1925779,0.0,0.0
2022-12-25 00:00:00+00:00,0.00010399999882793054,0.0007229999755509198,0.00010399999882793054,0.0003110000106971711,2862339,0.0,0.0
2022-12-26 00:00:00+00:00,0.0003110000106971711,0.0006319999811239541,0.0001230000052601099,0.00015999999595806003,2283070,0.0,0.0
2022-12-27 00:00:00+00:00,0.00015999999595806003,0.000590000010561198,0.00012599999899975955,0.00056900002527982,2492666,0.0,0.0
2022-12-28 00:00:00+00:00,0.00056900002527982,0.0019519999623298645,0.0004689999914262444,0.0010509999701753259,837191,0.0,0.0
2022-12-29 00:00:00+00:00,0.0010509999701753259,0.001151000033132732,0.0002519999979995191,0.0002579999854788184,5176481,0.0,0.0
2022-12-30 00:00:00+00:00,0.0002579999854788184,0.0002579999854788184,0.00016799999866634607,0.00018400000408291817,1421774,0.0,0.0
2022-12-31 00:00:00+00:00,0.00018400000408291817,0.0006259999936446548,0.00017499999376013875,0.0005760000203736126,614810,0.0,0.0
2023-01-01 00:00:00+00:00,0.0005760000203736126,0.0005760000203736126,0.00027799999224953353,0.00030300000798888505,3254336,0.0,0.0
2023-01-02 00:00:00+00:00,0.00030300000798888505,0.00030300000798888505,0.00016999999934341758,0.00019299999985378236,524781,0.0,0.0
2023-01-03 00:00:00+00:00,0.00019299999985378236,0.0001939999929163605,0.00011999999696854502,0.0001449999981559813,695057,0.0,0.0
2023-01-04 00:00:00+00:00,0.0001449999981559813,0.00016399999731220305,0.0001140000022132881,0.00013899999612476677,867863,0.0,0.0
2023-01-05 00:00:00+00:00,0.00013899999612476677,0.00033000000985339284,0.00011600000289035961,0.00015999999595806003,1703066,0.0,0.0
2023-01-06 00:00:00+00:00,0.00015999999595806003,0.00015999999595806003,0.00010900000052060932,0.00011999999696854502,1034750,0.0,0.0
2023-01-07 00:00:00+00:00,0.00011999999696854502,0.00020500000391621143,0.00010900000052060932,0.00019700000120792538,405667,0.0,0.0
2023-01-08 00:00:00+00:00,0.00019700000120792538,0.0003260000084992498,0.000155999994603917,0.00031400000443682075,1335579,0.0,0.0
2023-01-09 00:00:00+00:00,0.00031400000443682075,0.00036899998667649925,9.999999747378752e-05,0.00024300000222865492,1033827,0.0,0.0
2023-01-10 00:00:00+00:00,0.00024300000222865492,0.00024300000222865492,8.099999831756577e-05,8.499999967170879e-05,1125792,0.0,0.0
2023-01-11 00:00:00+00:00,8.499999967170879e-05,0.00021699999342672527,7.999999797903001e-05,0.00016799999866634607,647158,0.0,0.0
2023-01-12 00:00:00+00:00,0.00016799999866634607,0.00019099999917671084,5.900000178371556e-05,6.70000008540228e-05,98039,0.0,0.0
2023-01-13 00:00:00+00:00,6.70000008540228e-05,7.200000254670158e-05,5.8000001445179805e-05,6.0999998822808266e-05,50125,0.0,0.0
2023-01-14 00:00:00+00:00,6.0999998822808266e-05,0.00022899999748915434,6.0999998822808266e-05,0.0002209999947808683,1972200,0.0,0.0
2023-01-15 00:00:00+00:00,0.0002209999947808683,0.000522000016644597,0.00011000000085914508,0.0005210000090301037,1227269,0.0,0.0
2023-01-16 00:00:00+00:00,0.0005210000090301037,0.0005249999812804163,0.00013600000238511711,0.0004780000017490238,949640,0.0,0.0
2023-01-17 00:00:00+00:00,0.0004780000017490238,0.0004780000017490238,6.600000051548705e-05,7.100000220816582e-05,1074970,0.0,0.0
