TIMESTAMP,YOCO_OPEN_PRICE_USD,YOCO_HIGH_PRICE_USD,YOCO_LOW_PRICE_USD,YOCO_CLOSE_PRICE_USD,YOCO_VOLUME_USD,YOCO_DIVIDENDS_USD,YOCO_STOCK_SPLITS_USD
2021-09-23 00:00:00+00:00,0.015478000044822693,0.016992000862956047,0.010118000209331512,0.016882000491023064,88484,0.0,0.0
2021-09-24 00:00:00+00:00,0.01687600091099739,0.01702900044620037,0.014144999906420708,0.014937999658286572,92998,0.0,0.0
2021-09-25 00:00:00+00:00,0.014941000379621983,0.015522000379860401,0.014720999635756016,0.015402999706566334,26769,0.0,0.0
2021-09-26 00:00:00+00:00,0.015401000156998634,0.016533000394701958,0.013803999871015549,0.014897000044584274,13619,0.0,0.0
2021-09-27 00:00:00+00:00,0.014895999804139137,0.015227999538183212,0.01422099955379963,0.014476999640464783,16661,0.0,0.0
2021-09-28 00:00:00+00:00,0.014479000121355057,0.014724000357091427,0.013782000169157982,0.013805000111460686,19927,0.0,0.0
2021-09-29 00:00:00+00:00,0.013799999840557575,0.014537000097334385,0.013786000199615955,0.014127999544143677,9585,0.0,0.0
2021-09-30 00:00:00+00:00,0.014127999544143677,0.015782000496983528,0.014027000404894352,0.015747999772429466,22628,0.0,0.0
2021-10-01 00:00:00+00:00,0.015749000012874603,0.016656000167131424,0.015651000663638115,0.016594000160694122,23911,0.0,0.0
2021-10-02 00:00:00+00:00,0.016597000882029533,0.01810700073838234,0.01575000025331974,0.018098000437021255,14170,0.0,0.0
2021-10-03 00:00:00+00:00,0.018094999715685844,0.019696999341249466,0.018094999715685844,0.01909700036048889,24102,0.0,0.0
2021-10-04 00:00:00+00:00,0.019092999398708344,0.01911200024187565,0.01845099963247776,0.018835999071598053,26372,0.0,0.0
2021-10-05 00:00:00+00:00,0.018838999792933464,0.01949699968099594,0.018828999251127243,0.019394999369978905,7860,0.0,0.0
2021-10-06 00:00:00+00:00,0.019393999129533768,0.01943100057542324,0.015386000275611877,0.017090000212192535,17819,0.0,0.0
2021-10-07 00:00:00+00:00,0.01709599979221821,0.01765199936926365,0.016790000721812248,0.0170499999076128,14205,0.0,0.0
