TIMESTAMP,PX_OPEN_PRICE_USD,PX_HIGH_PRICE_USD,PX_LOW_PRICE_USD,PX_CLOSE_PRICE_USD,PX_VOLUME_USD,PX_DIVIDENDS_USD,PX_STOCK_SPLITS_USD
2025-03-11 00:00:00+00:00,0.04373300075531006,0.047304000705480576,0.03988900035619736,0.044881001114845276,165227,0.0,0.0
2025-03-12 00:00:00+00:00,0.044881001114845276,0.048193998634815216,0.043032001703977585,0.0466810017824173,94965,0.0,0.0
2025-03-13 00:00:00+00:00,0.0466810017824173,0.04896799847483635,0.04488399997353554,0.046647001057863235,70096,0.0,0.0
2025-03-14 00:00:00+00:00,0.046647001057863235,0.05298899859189987,0.04552699998021126,0.052177999168634415,113838,0.0,0.0
2025-03-15 00:00:00+00:00,0.052177999168634415,0.0634630024433136,0.04999399930238724,0.061875998973846436,229277,0.0,0.0
2025-03-16 00:00:00+00:00,0.061875998973846436,0.06269200146198273,0.055132001638412476,0.05654599890112877,121009,0.0,0.0
2025-03-17 00:00:00+00:00,0.057406000792980194,0.06707199662923813,0.05688299983739853,0.063400998711586,169065,0.0,0.0
2025-03-18 00:00:00+00:00,0.063400998711586,0.06752700358629227,0.0612419992685318,0.062098000198602676,143368,0.0,0.0
2025-03-19 00:00:00+00:00,0.062098000198602676,0.07186099886894226,0.06194999814033508,0.06701599806547165,138091,0.0,0.0
2025-03-20 00:00:00+00:00,0.06672400236129761,0.07331400364637375,0.0641769990324974,0.07317999750375748,187101,0.0,0.0
2025-03-21 00:00:00+00:00,0.07317999750375748,0.07722000032663345,0.06768999993801117,0.07359500229358673,265170,0.0,0.0
2025-03-22 00:00:00+00:00,0.07359500229358673,0.08684399724006653,0.07181499898433685,0.08646900206804276,197066,0.0,0.0
2025-03-23 00:00:00+00:00,0.08647099882364273,0.09924499690532684,0.08074100315570831,0.09403800219297409,400552,0.0,0.0
2025-03-24 00:00:00+00:00,0.09403800219297409,0.13587799668312073,0.0918160006403923,0.1111069992184639,1378679,0.0,0.0
