,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,5388,26997.86,22033.69,2919.00,4077.12,8519.94,20139.90,42017.47,67031.80,106808.31
\emph{BTC}/\emph{USDT} HP,5388,27451.89,22371.60,3249.00,4145.04,8691.11,20438.49,42616.15,67806.50,108353.00
\emph{BTC}/\emph{USDT} LP,5388,26506.90,21680.89,2817.00,3974.07,8292.99,19798.97,41309.08,66215.63,105657.34
\emph{BTC}/\emph{USDT} CP,5388,27014.43,22050.17,2919.00,4077.12,8523.02,20149.52,42031.54,67041.20,106808.31
