,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,16163,26999.38,22036.03,2919.00,4041.33,8514.49,20131.46,42013.29,66993.30,106866.49
\emph{BTC}/\emph{USDT} HP,16163,27257.87,22225.82,3148.00,4105.11,8598.39,20337.84,42356.57,67496.90,108353.00
\emph{BTC}/\emph{USDT} LP,16163,26724.62,21839.15,2817.00,4002.20,8401.15,19943.00,41627.23,66570.80,106708.86
\emph{BTC}/\emph{USDT} CP,16163,27004.91,22041.52,2919.00,4041.33,8515.51,20140.63,42014.64,67006.61,106866.49
