TIMESTAMP,DUCK_OPEN_PRICE_USD,DUCK_HIGH_PRICE_USD,DUCK_LOW_PRICE_USD,DUCK_CLOSE_PRICE_USD,DUCK_VOLUME_USD,DUCK_DIVIDENDS_USD,DUCK_STOCK_SPLITS_USD
2020-12-14 00:00:00+00:00,0.1206049993634224,0.12612999975681305,0.10693000257015228,0.11304999887943268,1043883,0.0,0.0
2020-12-15 00:00:00+00:00,0.11304599791765213,0.13633699715137482,0.09547299891710281,0.10523399710655212,896627,0.0,0.0
2020-12-16 00:00:00+00:00,0.10523799806833267,0.10685800015926361,0.07460799813270569,0.07862400263547897,561447,0.0,0.0
2020-12-17 00:00:00+00:00,0.0786219984292984,0.10354200005531311,0.07757700234651566,0.07834400236606598,661592,0.0,0.0
2020-12-18 00:00:00+00:00,0.0783419981598854,0.07991500198841095,0.06808599829673767,0.07191599905490875,293426,0.0,0.0
2020-12-19 00:00:00+00:00,0.07191500067710876,0.07809700071811676,0.06690400093793869,0.07102800160646439,207322,0.0,0.0
2020-12-20 00:00:00+00:00,0.07102800160646439,0.08863800019025803,0.0684249997138977,0.07077600061893463,474697,0.0,0.0
2020-12-21 00:00:00+00:00,0.07077600061893463,0.07661899924278259,0.05726899951696396,0.06205200031399727,744794,0.0,0.0
2020-12-22 00:00:00+00:00,0.06205099821090698,0.06553500145673752,0.055020999163389206,0.05947599932551384,335221,0.0,0.0
2020-12-23 00:00:00+00:00,0.05947599932551384,0.05973900109529495,0.04106299951672554,0.04291500151157379,260242,0.0,0.0
2020-12-24 00:00:00+00:00,0.04291599988937378,0.042948998510837555,0.03724300116300583,0.04102100059390068,198094,0.0,0.0
2020-12-25 00:00:00+00:00,0.04102100059390068,0.05163300037384033,0.040853001177310944,0.041425999253988266,200660,0.0,0.0
2020-12-26 00:00:00+00:00,0.041425999253988266,0.0422619991004467,0.03679699823260307,0.03931000083684921,93710,0.0,0.0
2020-12-27 00:00:00+00:00,0.0393109992146492,0.040119998157024384,0.02819100022315979,0.029709000140428543,266670,0.0,0.0
2020-12-28 00:00:00+00:00,0.029709000140428543,0.031004000455141068,0.027303000912070274,0.029815999791026115,125240,0.0,0.0
2020-12-29 00:00:00+00:00,0.029815999791026115,0.029858000576496124,0.026630999520421028,0.0270019993185997,93879,0.0,0.0
2020-12-30 00:00:00+00:00,0.0270019993185997,0.028157999739050865,0.02217699959874153,0.025960000231862068,76170,0.0,0.0
2020-12-31 00:00:00+00:00,0.02595899999141693,0.026125000789761543,0.023076999932527542,0.02507600001990795,42053,0.0,0.0
2021-01-01 00:00:00+00:00,0.02507600001990795,0.02607000060379505,0.022290999069809914,0.022362999618053436,63793,0.0,0.0
2021-01-02 00:00:00+00:00,0.022362999618053436,0.024354999884963036,0.020085999742150307,0.02375200018286705,75160,0.0,0.0
