,XRP
XRP,1.0
XLM,0.6835668147381981
ETH,0.5692143801559362
LTC,0.5611744558696486
ZEC,0.5404473297595911
QTUM,0.5280111167725706
IOTA,0.5266275744400714
DASH,0.509099475084342
ETC,0.5036972503927293
BAT,0.487005275906145
BTC,0.484891492836409
XMR,0.4712604870902737
XEM,0.4687777309533864
DGB,0.4542367238211112
BTS,0.4510288482879206
LSK,0.4440919518377541
ZEN,0.4379889407347269
KMD,0.4341793108413825
NEWB,0.4170042646992439
AE,0.4152121424229682
SC,0.4074477548801589
STEEM,0.4057520871070758
DCR,0.3982579178610338
WAVES,0.3938543126713993
RLC,0.3858670871257115
SP,0.3795085183399235
FIRO,0.3748280781719154
GNO,0.374662193192717
ARK,0.3702800414211566
SYS,0.3700924243985679
GAS,0.366203588789321
PIVX,0.3654748657772638
AMBER,0.3449401869234251
JLP,0.3422060582341436
MONA,0.3247640437568915
CYT,0.3066838521761655
GRS,0.2888662148915191
NAV,0.2862749081675249
GBYTE,0.2758176561112145
LAMB,0.2744314023183948
VAL,0.2738482259591409
DOGE,0.2735312180493973
PPC,0.2603023542965708
ANT,0.2598221723317556
VTC,0.2586007821002835
TES,0.2560151656328694
XMS,0.2395561396773056
BTCS,0.2349226529691771
NXS,0.229554286935245
KIN,0.222403873481451
MAID,0.2191367175429491
LBC,0.2165992128513448
LUNC,0.2115577928184204
ZCL,0.2111583621828381
CETI,0.2089181019238521
NMC,0.2081658481653452
2GIVE,0.203916751511443
BLK,0.200025595409184
FTC,0.193567347582016
SNRG,0.1895995437888175
XPX,0.1831440207776489
PKB,0.1821979844822108
AV,0.1821871215579007
EVIL,0.177573177143866
VERI,0.1760734448396804
POST,0.1737463852139684
C2,0.172235755846895
SWING,0.169733086218801
BCDN,0.1695676361138169
HBD,0.1673513018281052
WGR,0.1657566643680987
PLU,0.1632578458549354
ZET,0.1601671611131118
XPY,0.1593603155917965
SPR,0.1579448702085221
XDN,0.1570468671334011
NEOS,0.1551718509614589
IBANK,0.1545376377882241
FOREX,0.1529708884563113
CJ,0.1516074004719835
SKR,0.1500568479564808
XHI,0.1491353461332545
CSC,0.1473985786995452
ENT,0.1472696540418216
NOBL,0.146928795288673
XCP,0.1397770602408534
AXIOM,0.1381416678243462
CRW,0.135209236443387
AGRS,0.1333496705062887
EQB,0.1275410395589473
PXI,0.1270511707200285
ACOIN,0.1268672410208834
BERN,0.1264126427765034
XQN,0.1255998554442458
LUN,0.1250428922732909
ADZ,0.1233379163804666
VLT,0.1223862071122202
XTO,0.121293888816905
ZYD,0.1208662665184261
ZENI,0.1204517511466209
TAJ,0.1138556246922612
CREVA,0.1100773558687614
FRN,0.1095806618392046
HBN,0.1082337817925439
COOL,0.1075432161810572
CAB,0.1073237179856799
RBY,0.1058544759476103
VEC2,0.1053969385715563
BLU,0.1053189192918955
BTB,0.1048695587483763
LKY,0.1040059479265042
BCN,0.1037419387802358
LTCR,0.1034459086975323
HUSH,0.1028943033260136
WINGS,0.1019176960724691
NVC,0.100955998307034
EDRC,0.1005771791851314
IMS,0.097546379829068
SKULL,0.0962165010190228
42,0.0961554912909603
KOBO,0.0960913206811932
PXC,0.0957285311189251
EUC,0.0899150475576991
WBB,0.0898756270418913
HMQ,0.0864231334210755
CLUB,0.0862813120953359
OPAL,0.0854559740383343
BITS,0.0853347501249744
START,0.0852929398713812
QTZ,0.0848898070591586
GLC,0.0845579625065566
CF,0.0841278527078872
TECH,0.0834907772159105
XPM,0.0782081745017116
ICON,0.0781327815815456
SANDG,0.0776504690937823
CANN,0.077137218157838
AMS,0.0766759174452376
CLAM,0.0736821135127315
VIDZ,0.0729901605714225
ICOB,0.0727592364109844
QBC,0.0721457912180423
XBC,0.069504765754429
DCY,0.0692856575589592
LANA,0.0671792028590395
RBIES,0.0662988578816026
DIME,0.06414871252085
DCT,0.0616615653657518
DEM,0.0611739549721705
IRL,0.0611613301221436
DGC,0.0604050565641772
ZOOM,0.0600786812865153
ZER,0.058706663109965
SIGNA,0.0584729734898476
SXC,0.0584527123189924
MST,0.0564597529090343
XWC,0.0562620294436248
ARGUS,0.0561698059558913
SWT,0.0561596801697257
XPTX,0.0558836697301661
IXC,0.0552518568134416
RBT,0.0550053838665306
MCN,0.0548771608040316
PTOY,0.0535805749025329
LOG,0.0530826620570995
CLOAK,0.0528837042526618
USDT,0.0516980793110221
GCC,0.0514350334817432
LDOGE,0.0504989366469868
BSTY,0.0497658499878858
HVCO,0.0477572862247753
BLAZR,0.0470677295033517
MAY,0.0466188120778354
XST,0.0442134767859282
SIB,0.0436152990618147
PUT,0.0435412464195775
PZM,0.0431294411630082
ILC,0.0424446367633191
RRT,0.0421525393234581
PIE,0.0406790162204026
NXT,0.0396744160944413
MOTO,0.0392748376742407
SLS,0.0371324477576583
UNIT,0.0359315240444002
OZO,0.0356715936329379
CARBON,0.035413914497282
ACES,0.0353795772072897
JKC,0.0350770261528387
ALIAS,0.0349718023638941
XBY,0.034540100831031
PAK,0.0318240418926135
KURT,0.0317892292183629
HNC,0.031525047430284
PHR,0.0304671984140486
ADC,0.0283932158787852
WDC,0.0274591949857661
POT,0.0270420421801799
SILK,0.0267231712284196
BIS,0.0262065028930616
NETKO,0.0259837008945874
SWIFT,0.0258644109325216
BOLI,0.0242663823392507
FRC,0.0215644659677867
OK,0.018170453391003
MNTC,0.0157751516271024
IFC,0.0122156006063783
PASC,0.0114933373274735
TAB,0.0114631018399167
NEVA,0.0099955008864828
TRST,0.0079914881598217
NYC,0.0067276165017661
CKC,0.0062899518739839
CNT,0.0060724802913915
INF,0.005619311302809
SONG,0.0055299870099699
LOOK,0.0039060995231194
RDD,0.0005907079808135
ZUR,-0.0010142691415094
WYZ,-0.0023259787057158
SHND,-0.0026418738932499
BS,-0.0111969329654321
BRIT,-0.0122306557524226
EFL,-0.0148609996263561
BTA,-0.0155378206157391
LMC,-0.0401456217999387
WC,-0.0470957452444716
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
