,XRP
XLM,0.6941091510516878
ETH,0.5838070953743202
LTC,0.5771419039013159
ZEC,0.5604954005019441
QTUM,0.5476549294315416
ETC,0.524815702736621
IOTA,0.5240713058181697
DASH,0.5170815276934179
BAT,0.5020497655430235
BTC,0.5012287982637996
XMR,0.4802197489955692
DGB,0.4749318826258115
LSK,0.4652500058145807
XEM,0.4611839695630998
SC,0.4563048364874222
KMD,0.4548888882521069
ZEN,0.4539767814385424
BTS,0.4499907171514892
NEWB,0.4455615795155377
AE,0.4242148420782705
DCR,0.4186858327831004
RLC,0.4167807197128329
FIRO,0.412297791691924
WAVES,0.4111731008146971
STEEM,0.410839542299489
PIVX,0.4097309964728933
ARK,0.3988187706507983
SP,0.3961689952901923
GNO,0.3919240086923742
SYS,0.3915405452893076
GAS,0.3905863096754349
CYT,0.3510329663250894
AMBER,0.3412795068037829
NAV,0.3357393126735991
MONA,0.3239718951650659
JLP,0.3159694646270088
PPC,0.3035216384320967
VAL,0.2968570539168219
GRS,0.2938001734386478
GBYTE,0.2914704603181478
LAMB,0.2873189621566325
TES,0.2783239508101967
NXS,0.2724371138706097
VTC,0.2676133949319712
MAID,0.2616289357049912
ANT,0.2556942178537565
XMS,0.2523418125549853
CETI,0.2417714431846686
DOGE,0.2405308523356852
NMC,0.2404280976899962
WGR,0.2403131527633463
BLK,0.2402173536877444
ZCL,0.2390974827921544
KIN,0.2358660557438071
LUNC,0.2276359230888682
FTC,0.2212888008532444
LBC,0.2186228704192837
2GIVE,0.2175080554623261
BTCS,0.2067790630952654
FOREX,0.2020052342901095
XPX,0.2007585015807824
PKB,0.1988654199327944
PLU,0.1983427704142598
VERI,0.1922980721677835
C2,0.1894062526631406
XDN,0.1890612203625648
SNRG,0.1886333505810514
EQB,0.1815102071382999
SWING,0.1799067057005434
AV,0.1791762370326974
EVIL,0.1749397810040258
SPR,0.1743021075632847
POST,0.1741868049525111
NOBL,0.1727731474538171
BCDN,0.1719616501354146
XCP,0.1657942030596436
CJ,0.1601273046018183
ENT,0.1514473156606274
ZET,0.1512510611802251
AGRS,0.1508418644204941
CRW,0.1502177210155705
XPY,0.1481222926668512
HBD,0.1468242762541885
XHI,0.1465977709237387
WINGS,0.1447493295974799
AXIOM,0.1435294234031336
PXI,0.1429583575738015
SKR,0.1402242076804327
BERN,0.1377082485962932
42,0.1361480050767121
LUN,0.134957262929497
SKULL,0.1336164201196333
BTB,0.131432423165925
TAJ,0.1279401560694955
ACOIN,0.127447473756811
ZYD,0.1267479132073721
GLC,0.1262044557324785
EDRC,0.1209922668230679
ADZ,0.1195228967444515
ZENI,0.1194580195449134
VLT,0.1157744424765722
WBB,0.1150501584239366
CSC,0.114729690718922
HBN,0.1137010805677485
COOL,0.1106545233837125
XQN,0.1091455988708447
VEC2,0.1088584337497873
VIDZ,0.1080532031147031
TECH,0.1063530491787276
BLU,0.1060250431168014
IBANK,0.105905228889709
CAB,0.1052096828263864
CREVA,0.1040020052604657
QTZ,0.1018123809081158
LTCR,0.1013120328165946
XPM,0.0996811363199986
EUC,0.098528722661238
KOBO,0.0984517768657692
CLUB,0.097958802351326
CF,0.0979375736252214
OPAL,0.0970022988857748
PXC,0.0945910471157374
DCY,0.0937096510693599
XTO,0.0933764765430827
RBY,0.0928808329177049
SANDG,0.0921772158509664
XBC,0.0912609048329264
BITS,0.0882431320819984
ILC,0.0874708253043856
HMQ,0.0857905657966483
AMS,0.0852710970551172
PUT,0.083788209227345
DIME,0.0837833868031923
CANN,0.0836228486692388
START,0.0827272644670632
HUSH,0.0818872205258248
FRN,0.0809301900224588
IMS,0.0798896470845692
DEM,0.0791992525550763
CLAM,0.0767014278525448
ICON,0.0740074920185152
SIGNA,0.0723886322587722
BCN,0.0709629582864302
DCT,0.0692149822315382
LANA,0.0687588123245236
ICOB,0.0687409891452489
QBC,0.0682792531382201
MST,0.0681826378346514
DGC,0.0664461640359205
ARGUS,0.0636416609811069
MOTO,0.0635547904441112
RBIES,0.0628043165135113
BSTY,0.0616535920677398
XWC,0.0606885807816025
LOG,0.0599939154526031
NVC,0.0579645566816594
ZOOM,0.0573803717017028
RBT,0.0565938812645081
HVCO,0.0556039565009122
ZER,0.0546146456088005
SWT,0.0544928251436378
XPTX,0.0536543533245472
PTOY,0.0528635591262838
LKY,0.0528535944207719
LDOGE,0.0515426263915932
TRST,0.0504477615111728
JKC,0.0504042467664775
MCN,0.0500344617462037
OZO,0.048857996079955
IXC,0.0487964156656306
PZM,0.0474919891159956
GCC,0.0469704731495264
IRL,0.0431029011562731
SIB,0.0428508007516298
SXC,0.042684727624462
CLOAK,0.0416241957290883
BLAZR,0.0408754389461713
IFC,0.0365745552165883
TAB,0.0359687200516471
BOLI,0.0359428623985252
MNTC,0.0354612285080292
PHR,0.0350482579463392
HNC,0.034870259246224
PIE,0.033362181691657
ALIAS,0.0332354860840493
MAY,0.0328181607756587
SILK,0.0324803420388512
RRT,0.0322479361845773
XST,0.0320705813895252
SLS,0.0302342304729388
KURT,0.0292205870628283
UNIT,0.028307830489044
NETKO,0.0269803587989038
ADC,0.026639550829542
POT,0.0261954329079266
PAK,0.0249296053107692
FRC,0.0247801698771203
OK,0.024045216706221
XBY,0.0227635655486635
SWIFT,0.0224672577977956
ACES,0.0200992547992296
CNT,0.0199835883123615
NXT,0.0186316852866959
CARBON,0.0153247668767111
BIS,0.0131622802680583
PASC,0.0106592305000975
NEVA,0.0106553829507313
SONG,0.0071937603245247
ZUR,0.0064452709790959
LOOK,0.0041672469660795
NYC,0.0032178690955011
RDD,-0.0007930637225287
CKC,-0.0019192887776317
EFL,-0.0021523042389613
WDC,-0.0031479885415401
SHND,-0.0099318442991925
INF,-0.016091562524103
BS,-0.0198959139561124
