TIMESTAMP,DAO26640_OPEN_PRICE_USD,DAO26640_HIGH_PRICE_USD,DAO26640_LOW_PRICE_USD,DAO26640_CLOSE_PRICE_USD,DAO26640_VOLUME_USD,DAO26640_DIVIDENDS_USD,DAO26640_STOCK_SPLITS_USD
2023-06-17 00:00:00+00:00,1.2480239868164062,1.3319979906082153,1.1415410041809082,1.179960012435913,511118,0.0,0.0
2023-06-18 00:00:00+00:00,1.1798850297927856,1.2684799432754517,1.1510260105133057,1.2274210453033447,350926,0.0,0.0
2023-06-19 00:00:00+00:00,1.2274210453033447,1.2275569438934326,1.1621010303497314,1.205104947090149,355891,0.0,0.0
2023-06-20 00:00:00+00:00,1.2050069570541382,1.224392056465149,1.1314270496368408,1.1885169744491577,391746,0.0,0.0
2023-06-21 00:00:00+00:00,1.1885730028152466,1.1990760564804077,0.5631070137023926,0.5873079895973206,570900,0.0,0.0
2023-06-22 00:00:00+00:00,0.5872020125389099,0.8281350135803223,0.556073009967804,0.6052560210227966,559511,0.0,0.0
2023-06-23 00:00:00+00:00,0.6052349805831909,0.610850989818573,0.5307409763336182,0.5976870059967041,379399,0.0,0.0
2023-06-24 00:00:00+00:00,0.5976330041885376,0.6126220226287842,0.5489670038223267,0.5549010038375854,372560,0.0,0.0
2023-06-25 00:00:00+00:00,0.5548989772796631,0.5874199867248535,0.522566020488739,0.5226479768753052,333749,0.0,0.0
2023-06-26 00:00:00+00:00,0.5226320028305054,0.532850980758667,0.45671600103378296,0.4629339873790741,321064,0.0,0.0
2023-06-27 00:00:00+00:00,0.463003009557724,0.4631739854812622,0.3615739941596985,0.39566901326179504,343377,0.0,0.0
2023-06-28 00:00:00+00:00,0.39570799469947815,0.8349369764328003,0.39098799228668213,0.8136600255966187,278278,0.0,0.0
2023-06-29 00:00:00+00:00,0.8136940002441406,0.8383150100708008,0.37977999448776245,0.8111770153045654,309342,0.0,0.0
2023-06-30 00:00:00+00:00,0.811145007610321,0.8391739726066589,0.36539798974990845,0.8244680166244507,298638,0.0,0.0
2023-07-01 00:00:00+00:00,0.8244760036468506,0.8379449844360352,0.3416390120983124,0.346233993768692,327489,0.0,0.0
2023-07-02 00:00:00+00:00,0.8269910216331482,0.8396660089492798,0.3216260075569153,0.32169198989868164,300343,0.0,0.0
2023-07-03 00:00:00+00:00,0.321723997592926,0.8393229842185974,0.3052769899368286,0.8079410195350647,71352,0.0,0.0
2023-07-04 00:00:00+00:00,0.3148980140686035,0.8251799941062927,0.3038559854030609,0.31153398752212524,313672,0.0,0.0
