TIMESTAMP,SUNWUKONG_OPEN_PRICE_USD,SUNWUKONG_HIGH_PRICE_USD,SUNWUKONG_LOW_PRICE_USD,SUNWUKONG_CLOSE_PRICE_USD,SUNWUKONG_VOLUME_USD,SUNWUKONG_DIVIDENDS_USD,SUNWUKONG_STOCK_SPLITS_USD
2024-09-13 00:00:00+00:00,0.010029999539256096,0.010363000445067883,0.009380999952554703,0.010261000134050846,4544294,0.0,0.0
2024-09-14 00:00:00+00:00,0.010262999683618546,0.010371999815106392,0.007992000319063663,0.008276999928057194,4500458,0.0,0.0
2024-09-15 00:00:00+00:00,0.008276999928057194,0.012463999912142754,0.007317999843508005,0.01005799975246191,8683614,0.0,0.0
2024-09-16 00:00:00+00:00,0.010053000412881374,0.011421999894082546,0.008453000336885452,0.008860000409185886,5675410,0.0,0.0
2024-09-17 00:00:00+00:00,0.008847000077366829,0.00964100006967783,0.008449000306427479,0.008983000181615353,3805216,0.0,0.0
2024-09-18 00:00:00+00:00,0.008981999941170216,0.012922000139951706,0.008806999772787094,0.012361000292003155,8462171,0.0,0.0
2024-09-19 00:00:00+00:00,0.012361000292003155,0.013631000183522701,0.008484000340104103,0.009019000455737114,7265499,0.0,0.0
2024-09-20 00:00:00+00:00,0.009026999585330486,0.010263999924063683,0.00865000020712614,0.009146000258624554,4738390,0.0,0.0
2024-09-21 00:00:00+00:00,0.009146000258624554,0.009196000173687935,0.008262000046670437,0.008289000019431114,2485474,0.0,0.0
2024-09-22 00:00:00+00:00,0.008289000019431114,0.00876300036907196,0.007552000228315592,0.00786800030618906,2793560,0.0,0.0
2024-09-23 00:00:00+00:00,0.00786800030618906,0.008863000199198723,0.007672999985516071,0.008018000051379204,2848369,0.0,0.0
2024-09-24 00:00:00+00:00,0.008018000051379204,0.008139999583363533,0.007182000204920769,0.007230000104755163,2290290,0.0,0.0
2024-09-25 00:00:00+00:00,0.007230000104755163,0.007536000106483698,0.006099999882280827,0.006670000031590462,3234865,0.0,0.0
2024-09-26 00:00:00+00:00,0.006670000031590462,0.007830999791622162,0.006384000182151794,0.006568999961018562,2798726,0.0,0.0
2024-09-27 00:00:00+00:00,0.006568999961018562,0.007331999950110912,0.006339999847114086,0.00671500014141202,2799685,0.0,0.0
2024-09-28 00:00:00+00:00,0.00671500014141202,0.007137000095099211,0.006351000163704157,0.006643000058829784,1883537,0.0,0.0
2024-09-29 00:00:00+00:00,0.006643000058829784,0.007912999950349331,0.006461000069975853,0.007331000175327063,2838185,0.0,0.0
2024-09-30 00:00:00+00:00,0.007331000175327063,0.00785799976438284,0.006699000019580126,0.00785799976438284,3057985,0.0,0.0
2024-10-01 00:00:00+00:00,0.00785799976438284,0.008604000322520733,0.006858999840915203,0.007054000161588192,3202607,0.0,0.0
2024-10-02 00:00:00+00:00,0.007054000161588192,0.007323999889194965,0.006856999825686216,0.006988000124692917,1853440,0.0,0.0
2024-10-03 00:00:00+00:00,0.006988000124692917,0.006996000185608864,0.006151000037789345,0.006560999900102615,2049153,0.0,0.0
2024-10-04 00:00:00+00:00,0.006560999900102615,0.006587999872863293,0.0056039998307824135,0.006422999780625105,2646338,0.0,0.0
2024-10-05 00:00:00+00:00,0.006422999780625105,0.006537000183016062,0.00571999978274107,0.005733999889343977,1636477,0.0,0.0
2024-10-06 00:00:00+00:00,0.005733999889343977,0.006508999969810247,0.005727000068873167,0.00596500001847744,1749192,0.0,0.0
2024-10-07 00:00:00+00:00,0.00596500001847744,0.006310000084340572,0.005793999880552292,0.0058929999358952045,1607733,0.0,0.0
2024-10-08 00:00:00+00:00,0.0058929999358952045,0.00612299982458353,0.0055610002018511295,0.0055610002018511295,1764096,0.0,0.0
2024-10-09 00:00:00+00:00,0.0055610002018511295,0.0057230000384151936,0.004792000167071819,0.005034999921917915,1733700,0.0,0.0
2024-10-10 00:00:00+00:00,0.005034999921917915,0.005049999803304672,0.003986999858170748,0.004300999920815229,1877193,0.0,0.0
2024-10-11 00:00:00+00:00,0.004300999920815229,0.005528999958187342,0.004244000185281038,0.00494999997317791,1909251,0.0,0.0
2024-10-12 00:00:00+00:00,0.00494999997317791,0.005375999957323074,0.004798999987542629,0.005330000072717667,1401961,0.0,0.0
2024-10-13 00:00:00+00:00,0.005330000072717667,0.005330000072717667,0.004925000015646219,0.005146999843418598,1121601,0.0,0.0
2024-10-14 00:00:00+00:00,0.005146999843418598,0.00518900016322732,0.004418000113219023,0.004912000149488449,1603594,0.0,0.0
2024-10-15 00:00:00+00:00,0.004914000164717436,0.00495699979364872,0.004023999907076359,0.004126999992877245,1522700,0.0,0.0
