,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.011151917025063999,0.10560261351574074,0.0835077661092279,0.04278853330406216,3294794.959882054,1815.1565965035477,1435.3779774305558,0.040465979623827565,0.3999069654159255
1,0.0039251738415159,0.06265114789000577,0.05100087292782393,0.02678465405146117,1159679.786033474,1076.883265719965,876.6316801075264,0.025292423498221233,0.8787734193286139
2,0.007315773094274166,0.085532250471901,0.06992698812126487,0.0276159931434159,2161420.70063513,1470.1763723720123,1201.9441885080644,0.026446278311708635,0.7899052812069113
3,0.011359080741402834,0.10657896382612293,0.07913371947323851,0.031360281831940166,3356001.9774097316,1831.9389830996981,1360.1948784722217,0.030029567086628666,0.648030528824999
4,0.0135264767666042,0.11630336529505754,0.09278546720398767,0.02873722973942433,4023063.654480389,2005.7573304563637,1600.1697681451606,0.0277737535130763,0.8372458894564782
5,0.008767393991504334,0.0936343391189823,0.07298846664969923,0.026736110154623266,3937923.271502348,1984.4196223141196,1546.8656493055548,0.025875842790706868,0.6948651568033287
6,0.0018351655522307001,0.04283883098563813,0.031012982022632935,0.025572359098827237,2744067.487968412,1656.5226592129368,1199.2321925403223,0.024567517324406703,0.6138246253543387
7,0.0008729192295441,0.029545205774834864,0.02050983515733283,0.0205956630945535,1305249.8189796444,1142.4752738091506,793.0889633736557,0.019611843279284332,0.8880740191807276
8,0.0009784578443254334,0.03128030926756566,0.021634197495252635,0.030919644945980502,3013294.359027045,1735.884230562041,1200.5781715029757,0.0294614790740956,0.5173468125229282
9,0.0005087672740988,0.0225558676956191,0.017137554322593635,0.025671563532103665,1787524.179498828,1336.9830982008723,1015.8164280913978,0.024482471728969835,0.7864354028083032
10,0.00030271980582449997,0.017398843505532235,0.014113986143424033,0.022355841225555933,1150959.641311049,1072.8277818084518,870.28075,0.021304888032863203,0.8159338008939038
11,0.0004956025328442666,0.0222621237181663,0.016783995532227435,0.034783300501256366,1884312.9107605803,1372.7022489973913,1034.9161063508068,0.032661078146426804,0.8342131633442106
Mean,0.005086620641602769,0.06134865508876388,0.0475446525965588,0.02866009788526702,2484857.7289573904,1541.810621921379,1177.9247294856866,0.027331093534184645,0.7253795887617223
