TIMESTAMP,SWOL_OPEN_PRICE_USD,SWOL_HIGH_PRICE_USD,SWOL_LOW_PRICE_USD,SWOL_CLOSE_PRICE_USD,Adj Close,SWOL_VOLUME_USD,SWOL_DIVIDENDS_USD,SWOL_STOCK_SPLITS_USD
,5.0019916670862585e-06,0.00024013211077544838,5.000769760954427e-06,0.00024007957836147398,,1503916.0,0.0,0.0
