,ETH,Lag
XRP,5.822817059332079e-07,9
QTUM,2.868471440790171e-06,26
ETC,0.000100498767778,1
BTC,0.0002023407546234,28
USDT,0.0012463425023185,2
DOGE,0.001330370966584,25
GNO,0.0029521726789127,5
LTC,0.0115183547263895,28
DCR,0.023195793937797,1
ZEC,0.0275948097201255,1
IOTA,0.0637666967442062,14
XMR,0.1186093476954166,1
XLM,0.1752272662160073,13
DASH,0.3340309613700788,30
BAT,0.6922453799336858,4
