TIMESTAMP,CBLP_OPEN_PRICE_USD,CBLP_HIGH_PRICE_USD,CBLP_LOW_PRICE_USD,CBLP_CLOSE_PRICE_USD,CBLP_VOLUME_USD,CBLP_DIVIDENDS_USD,CBLP_STOCK_SPLITS_USD
2024-12-24 00:00:00+00:00,0.003289999905973673,0.003289999905973673,0.003000000026077032,0.0032599999103695154,476,0.0,0.0
2024-12-25 00:00:00+00:00,0.0032599999103695154,0.0033209999091923237,0.0032160000409930944,0.0033209999091923237,7664,0.0,0.0
2024-12-26 00:00:00+00:00,0.0033209999091923237,0.0033209999091923237,0.002839999971911311,0.003019999945536256,11158,0.0,0.0
2024-12-27 00:00:00+00:00,0.003019999945536256,0.0031709999311715364,0.00292599992826581,0.00292599992826581,7771,0.0,0.0
2024-12-28 00:00:00+00:00,0.00292599992826581,0.0031689999159425497,0.0029120000544935465,0.002979000099003315,6240,0.0,0.0
2024-12-29 00:00:00+00:00,0.002979000099003315,0.0032289999071508646,0.0029380000196397305,0.0029380000196397305,10791,0.0,0.0
2024-12-30 00:00:00+00:00,0.0029380000196397305,0.0031240000389516354,0.0028349999338388443,0.0028520000632852316,2888,0.0,0.0
2024-12-31 00:00:00+00:00,0.0028520000632852316,0.00305499997921288,0.0028520000632852316,0.00304599991068244,3606,0.0,0.0
2025-01-01 00:00:00+00:00,0.00304599991068244,0.0032949999440461397,0.0028689999599009752,0.0030950000509619713,1831,0.0,0.0
2025-01-02 00:00:00+00:00,0.0030950000509619713,0.003461000043898821,0.0030950000509619713,0.003215000033378601,10425,0.0,0.0
2025-01-03 00:00:00+00:00,0.003215000033378601,0.0037930000107735395,0.003215000033378601,0.0035639998968690634,6300,0.0,0.0
2025-01-04 00:00:00+00:00,0.0035639998968690634,0.0038320000749081373,0.003536999924108386,0.0037559999618679285,8334,0.0,0.0
2025-01-05 00:00:00+00:00,0.0037559999618679285,0.003837999887764454,0.003585000056773424,0.003837999887764454,2249,0.0,0.0
2025-01-06 00:00:00+00:00,0.003837999887764454,0.003877999959513545,0.0035290000960230827,0.003877999959513545,2460,0.0,0.0
2025-01-07 00:00:00+00:00,0.003877999959513545,0.004000999964773655,0.003756999969482422,0.003756999969482422,469,0.0,0.0
2025-01-08 00:00:00+00:00,0.003756999969482422,0.003756999969482422,0.0031679999083280563,0.0034280000254511833,1273,0.0,0.0
2025-01-09 00:00:00+00:00,0.0034280000254511833,0.0034280000254511833,0.0031129999551922083,0.0031129999551922083,623,0.0,0.0
2025-01-10 00:00:00+00:00,0.0031129999551922083,0.0031129999551922083,0.0031129999551922083,0.0031129999551922083,0,0.0,0.0
2025-01-11 00:00:00+00:00,0.0031129999551922083,0.003237999975681305,0.0031129999551922083,0.003237999975681305,1020,0.0,0.0
2025-01-12 00:00:00+00:00,0.003237999975681305,0.0039889998733997345,0.003237999975681305,0.0036460000555962324,5713,0.0,0.0
2025-01-13 00:00:00+00:00,0.0036460000555962324,0.0036460000555962324,0.003194000106304884,0.003272000001743436,4501,0.0,0.0
2025-01-14 00:00:00+00:00,0.003272000001743436,0.0036269999109208584,0.003272000001743436,0.0034129999112337828,3003,0.0,0.0
2025-01-15 00:00:00+00:00,0.0034129999112337828,0.0040350002236664295,0.0034129999112337828,0.0040350002236664295,11807,0.0,0.0
2025-01-16 00:00:00+00:00,0.0040350002236664295,0.00445100013166666,0.003664999967440963,0.004342000000178814,28365,0.0,0.0
2025-01-17 00:00:00+00:00,0.004342000000178814,0.004569999873638153,0.004228999838232994,0.004284000024199486,17286,0.0,0.0
2025-01-18 00:00:00+00:00,0.004284000024199486,0.004284000024199486,0.003969999961555004,0.004005999770015478,6262,0.0,0.0
