TIMESTAMP,MONG_OPEN_PRICE_USD,MONG_HIGH_PRICE_USD,MONG_LOW_PRICE_USD,MONG_CLOSE_PRICE_USD,MONG_VOLUME_USD,MONG_DIVIDENDS_USD,MONG_STOCK_SPLITS_USD
2023-04-28 00:00:00+00:00,,,,0.0,2420811,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,1310787,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,4419102,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,29865589,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,28763403,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,13907168,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,19728577,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,75568939,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,101122465,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,47023625,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,59993857,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,25842141,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,21951461,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,25682144,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,20849060,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,12343727,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,12293956,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,19567974,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,12124850,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,32150354,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,74983933,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,33731603,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,22068532,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,15566257,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,21398989,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,20957325,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,12766470,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,10521088,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,19866987,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,11159233,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,8594085,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,16667763,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,15135967,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,13512814,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,6126700,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,5403659,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,4846991,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,5841531,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,4504966,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,4848496,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,3162518,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,2277152,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,2511576,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,3173321,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,1966592,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,2140296,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,2395322,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,5984824,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,5003068,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,6508864,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,7168675,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,4293917,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,3586070,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,3486341,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,4488813,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,8119553,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,13583918,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,9402515,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,7381852,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,4348077,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,13649433,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,9328324,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,5815326,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,6296854,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,5028334,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,3117595,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,3712954,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,3269251,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,3158622,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,3194609,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,2993547,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,2365846,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,2419027,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,2447492,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,2554443,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,2428247,0.0,0.0
