TIMESTAMP,WIGL_OPEN_PRICE_USD,WIGL_HIGH_PRICE_USD,WIGL_LOW_PRICE_USD,WIGL_CLOSE_PRICE_USD,WIGL_VOLUME_USD,WIGL_DIVIDENDS_USD,WIGL_STOCK_SPLITS_USD
2024-09-24 00:00:00+00:00,0.11099699884653091,0.11231499910354614,0.11099400371313095,0.11231499910354614,2789,0.0,0.0
2024-09-25 00:00:00+00:00,0.11231499910354614,0.11231499910354614,0.11076699942350388,0.11115600168704987,1915,0.0,0.0
2024-09-26 00:00:00+00:00,0.11115600168704987,0.112295001745224,0.11113599687814713,0.112295001745224,1118,0.0,0.0
2024-09-27 00:00:00+00:00,0.112295001745224,0.11386299878358841,0.112295001745224,0.11343999952077866,3238,0.0,0.0
2024-09-28 00:00:00+00:00,0.11343999952077866,0.11343999952077866,0.11247199773788452,0.1129089966416359,837,0.0,0.0
2024-09-29 00:00:00+00:00,0.1129089966416359,0.112916000187397,0.11221300065517426,0.1125129982829094,1113,0.0,0.0
2024-09-30 00:00:00+00:00,0.1125129982829094,0.1125129982829094,0.11172699928283691,0.11172699928283691,1776,0.0,0.0
2024-10-01 00:00:00+00:00,0.11172699928283691,0.1117440015077591,0.10938599705696106,0.10938599705696106,4587,0.0,0.0
2024-10-02 00:00:00+00:00,0.10938599705696106,0.11030799895524979,0.10828399658203125,0.10828399658203125,3684,0.0,0.0
2024-10-03 00:00:00+00:00,0.10828399658203125,0.10828600078821182,0.10747600346803665,0.10820800065994263,1697,0.0,0.0
2024-10-04 00:00:00+00:00,0.10820800065994263,0.10942299664020538,0.10820800065994263,0.10941299796104431,2566,0.0,0.0
2024-10-05 00:00:00+00:00,0.10941299796104431,0.10947799682617188,0.10901699960231781,0.1090800017118454,70,0.0,0.0
2024-10-06 00:00:00+00:00,0.1090800017118454,0.10958100110292435,0.10904300212860107,0.10944300144910812,503,0.0,0.0
2024-10-07 00:00:00+00:00,0.10944300144910812,0.11031399667263031,0.10749100148677826,0.10789100080728531,5757,0.0,0.0
2024-10-08 00:00:00+00:00,0.10789100080728531,0.10799700021743774,0.10778799653053284,0.10799700021743774,0,0.0,0.0
2024-10-09 00:00:00+00:00,0.10799700021743774,0.10799700021743774,0.10701599717140198,0.10701599717140198,2041,0.0,0.0
2024-10-10 00:00:00+00:00,0.10701599717140198,0.10801400244235992,0.10700000077486038,0.10737500339746475,320,0.0,0.0
2024-10-11 00:00:00+00:00,0.10737500339746475,0.10926499962806702,0.10737500339746475,0.10917200148105621,2471,0.0,0.0
