TIMESTAMP,LODE_OPEN_PRICE_USD,LODE_HIGH_PRICE_USD,LODE_LOW_PRICE_USD,LODE_CLOSE_PRICE_USD,LODE_VOLUME_USD,LODE_DIVIDENDS_USD,LODE_STOCK_SPLITS_USD
2022-11-25 00:00:00+00:00,5.136375904083252,5.280599117279053,5.099041938781738,5.17256498336792,11400,0.0,0.0
2022-11-26 00:00:00+00:00,5.173120021820068,5.251022815704346,5.0016632080078125,5.012989044189453,8155,0.0,0.0
2022-11-27 00:00:00+00:00,5.011469841003418,5.12569522857666,5.003662109375,5.053566932678223,4742,0.0,0.0
2022-11-28 00:00:00+00:00,5.053566932678223,5.069064140319824,4.972289085388184,4.982203006744385,3177,0.0,0.0
2022-11-29 00:00:00+00:00,4.993564128875732,5.326577186584473,4.964004039764404,5.318719863891602,16940,0.0,0.0
2022-11-30 00:00:00+00:00,5.318719863891602,5.560548782348633,4.587189197540283,4.587189197540283,37733,0.0,0.0
2022-12-01 00:00:00+00:00,4.587189197540283,5.390659809112549,3.941032886505127,5.36233377456665,85561,0.0,0.0
2022-12-02 00:00:00+00:00,5.3577880859375,5.629117965698242,5.321002960205078,5.572235107421875,16223,0.0,0.0
2022-12-03 00:00:00+00:00,5.560293197631836,5.579071044921875,5.4259772300720215,5.533523082733154,16453,0.0,0.0
2022-12-04 00:00:00+00:00,5.53278112411499,5.73232889175415,5.523397922515869,5.730205059051514,15398,0.0,0.0
2022-12-05 00:00:00+00:00,5.735073089599609,5.735073089599609,5.285839080810547,5.287271976470947,12127,0.0,0.0
2022-12-06 00:00:00+00:00,5.287271976470947,5.435356140136719,5.10553503036499,5.127028942108154,14287,0.0,0.0
2022-12-07 00:00:00+00:00,5.128600120544434,5.180909156799316,4.94293212890625,4.957429885864258,9065,0.0,0.0
2022-12-08 00:00:00+00:00,4.957429885864258,4.963167190551758,4.825479030609131,4.829224109649658,4554,0.0,0.0
2022-12-09 00:00:00+00:00,4.829224109649658,4.9922380447387695,4.764593124389648,4.769874095916748,14705,0.0,0.0
2022-12-10 00:00:00+00:00,4.769874095916748,4.935000896453857,4.732335090637207,4.935000896453857,5792,0.0,0.0
2022-12-11 00:00:00+00:00,4.935000896453857,5.032083988189697,4.808176040649414,4.852436065673828,24261,0.0,0.0
2022-12-12 00:00:00+00:00,4.852436065673828,4.9708027839660645,4.69605016708374,4.9259419441223145,15815,0.0,0.0
2022-12-13 00:00:00+00:00,4.926395893096924,4.926395893096924,4.456839084625244,4.554397106170654,21048,0.0,0.0
2022-12-14 00:00:00+00:00,4.558976173400879,4.566717147827148,4.277990818023682,4.283958911895752,18615,0.0,0.0
2022-12-15 00:00:00+00:00,4.290369033813477,4.2932538986206055,3.5059590339660645,3.5374090671539307,30261,0.0,0.0
2022-12-16 00:00:00+00:00,3.5379250049591064,4.527634143829346,3.3430519104003906,4.247543811798096,38044,0.0,0.0
2022-12-17 00:00:00+00:00,4.247543811798096,4.247570037841797,3.9946210384368896,3.9989800453186035,6462,0.0,0.0
2022-12-18 00:00:00+00:00,3.997788906097412,4.006907939910889,3.9062869548797607,3.9240119457244873,2876,0.0,0.0
2022-12-19 00:00:00+00:00,3.9240119457244873,3.930267095565796,2.420417070388794,2.422502040863037,42784,0.0,0.0
2022-12-20 00:00:00+00:00,2.422502040863037,2.42556095123291,2.121946096420288,2.1241719722747803,17505,0.0,0.0
2022-12-21 00:00:00+00:00,2.1241719722747803,5.0463128089904785,1.908486008644104,4.824563980102539,59053,0.0,0.0
2022-12-22 00:00:00+00:00,4.825929164886475,4.937457084655762,4.3350090980529785,4.85988187789917,78331,0.0,0.0
2022-12-23 00:00:00+00:00,4.860630989074707,4.863014221191406,4.7194390296936035,4.835471153259277,12584,0.0,0.0
2022-12-24 00:00:00+00:00,4.835525035858154,4.851179122924805,4.800242900848389,4.802001953125,4628,0.0,0.0
2022-12-25 00:00:00+00:00,4.802001953125,4.840118885040283,4.694118022918701,4.820487976074219,31494,0.0,0.0
2022-12-26 00:00:00+00:00,4.81838321685791,4.858676910400391,4.492924213409424,4.805356979370117,17809,0.0,0.0
2022-12-27 00:00:00+00:00,4.806481838226318,4.859341144561768,4.787177085876465,4.7911601066589355,2261,0.0,0.0
2022-12-28 00:00:00+00:00,4.791154861450195,5.152278900146484,4.779185771942139,4.817152976989746,14203,0.0,0.0
2022-12-29 00:00:00+00:00,4.817152976989746,4.838977813720703,4.778019905090332,4.779480934143066,805,0.0,0.0
2022-12-30 00:00:00+00:00,4.779480934143066,4.789241790771484,4.509524822235107,4.514012813568115,1961,0.0,0.0
2022-12-31 00:00:00+00:00,4.514050006866455,4.515871047973633,4.324624061584473,4.3411431312561035,2342,0.0,0.0
2023-01-01 00:00:00+00:00,4.341200828552246,4.374797821044922,4.308862209320068,4.312579154968262,411,0.0,0.0
2023-01-02 00:00:00+00:00,4.312579154968262,4.404679775238037,4.249950885772705,4.299524784088135,1984,0.0,0.0
2023-01-03 00:00:00+00:00,4.299384117126465,4.326844215393066,4.25527286529541,4.268198013305664,382,0.0,0.0
2023-01-04 00:00:00+00:00,4.268198013305664,4.36831521987915,4.171061992645264,4.1756768226623535,2670,0.0,0.0
2023-01-05 00:00:00+00:00,4.176423072814941,4.17943811416626,4.057185173034668,4.0678181648254395,1086,0.0,0.0
