,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,7,250,0.3,0,0.0014495392017908322,0.0004851145541153419
1,7,250,0.25,0,0.001449582457682441,0.0004859266826499112
2,9,500,0.3,0,0.0014495876244733194,4.906359888474829e-05
3,7,250,0.2,0,0.0014496616191072831,0.0004870583726209923
4,10,750,0.3,0,0.0014496997997685544,2.0772348714773898e-05
5,7,250,0.15,0,0.0014498342180083211,0.0004888291597845521
6,6,250,0.3,0,0.00144983485655329,0.003216479286538717
7,10,500,0.3,0,0.001449878206113224,2.254450135478651e-05
8,10,500,0.25,0,0.0014500524559715392,2.2389835492672986e-05
9,7,250,0.1,0,0.0014502733496027306,0.0004906181776135894
10,10,500,0.2,0,0.0014503641650738352,2.2182883277914462e-05
11,10,500,0.15,0,0.0014510332899665558,2.188378913195013e-05
12,10,250,0.3,0,0.0014515602132281315,0.00012853723480802152
13,8,250,0.3,0,0.001451597593515172,0.036436751114428574
14,10,250,0.25,0,0.0014523012978178347,0.00012761399227991993
15,8,250,0.25,0,0.0014524430604080695,0.036145177972576326
16,9,250,0.3,0,0.0014528616332385783,3.982217313625951e-05
17,10,250,0.2,0,0.0014535793004976571,0.00012650522651930538
18,13,500,0.3,0,0.0014539350715762282,2.2239734248667236e-05
19,8,250,0.2,0,0.0014539635181067307,0.035750602643321604
20,9,250,0.25,0,0.0014539696846540108,4.095328962217494e-05
21,12,500,0.3,0,0.001454068503864131,2.6837860176678994e-05
22,14,500,0.3,0,0.0014548091022101289,0.00016874324954218537
23,15,500,0.3,0,0.0014555979672788036,0.0006023253342311017
24,9,250,0.2,0,0.0014556938637359067,4.261062937359513e-05
25,13,500,0.25,0,0.0014559733857722587,2.32520186836402e-05
26,10,250,0.15,0,0.0014561793112580742,0.00012510182307439097
27,15,1250,0.3,0,0.0014566117595290556,1.1841401237727885e-05
28,11,500,0.3,0,0.0014571231157462924,2.6883795043695324e-05
29,8,250,0.15,0,0.0014572250515702456,0.03517444592594895
30,14,500,0.25,0,0.001457245806389343,0.0001717756519326056
31,9,250,0.15,0,0.0014583688280778656,4.523034613326356e-05
32,15,500,0.25,0,0.001458390160829704,0.0006109132436730279
33,13,500,0.2,0,0.0014597977762626012,2.460428441775406e-05
34,9,250,0.1,0,0.0014602446845341428,4.892812213347217e-05
35,11,500,0.25,0,0.0014603883074711774,2.7808104130193138e-05
36,10,500,0.1,0,0.0014614607404626328,2.0627705576911328e-05
37,12,250,0.3,0,0.001461674942214743,8.510569269827929e-06
38,14,500,0.2,0,0.0014617509086853843,0.00017565608448841236
39,10,250,0.1,0,0.001463466718296573,0.0001230023398531821
40,15,500,0.2,0,0.0014635433321946228,0.000621868910917437
41,8,250,0.1,0,0.0014648391301321764,0.03433458062393496
42,11,500,0.2,0,0.0014668719270614196,2.89246424991576e-05
43,12,250,0.25,0,0.0014669473666107469,8.268873672362117e-06
44,13,500,0.15,0,0.001468221797819621,2.643176723150447e-05
45,11,250,0.3,0,0.0014699758484119788,5.476516069904632e-05
46,14,500,0.15,0,0.0014714521164103495,0.00018069614542045738
47,13,250,0.3,0,0.0014722821379598643,6.76541296377804e-05
48,12,500,0.25,0,0.001473820514445013,2.91294253065847e-05
49,15,500,0.15,0,0.0014745918744405086,0.0006360048370098047
50,11,250,0.25,0,0.0014762140378139705,5.0243918767760704e-05
51,12,250,0.2,0,0.0014767430554905548,7.988111648461439e-06
52,15,1250,0.25,0,0.001477912402843869,1.2519204161215254e-05
53,13,250,0.25,0,0.0014836949465974658,6.448305556762064e-05
54,11,500,0.15,0,0.00148427947106255,3.031528342339756e-05
55,11,250,0.2,0,0.0014864664927558714,4.566823368700093e-05
56,13,500,0.1,0,0.001492183300013611,2.862429611768933e-05
57,12,500,0.1,0,0.0014936114645507006,0.00012261991313311822
58,12,500,0.15,0,0.0014936553230432523,0.0001093672745813452
59,12,250,0.15,0,0.001498614573388707,7.662811515081857e-06
60,14,500,0.1,0,0.0014986546223718497,0.00018736332209969093
61,15,500,0.1,0,0.0015051420812799096,0.0006551973120427864
62,11,250,0.15,0,0.0015064269858823913,2.3263161928216933e-05
63,13,250,0.2,0,0.001506728082498515,6.006108363774097e-05
64,8,250,0.05,0,0.0015146798181233695,0.03479659192849568
65,12,1000,0.3,0,0.0015194092446461516,1.2619384882626481e-08
66,13,1000,0.25,0,0.0015229010289408386,1.941592571072242e-09
67,15,1000,0.3,0,0.00152800373082231,5.456402808407643e-07
