TIMESTAMP,DTLT_OPEN_PRICE_USD,DTLT_HIGH_PRICE_USD,DTLT_LOW_PRICE_USD,DTLT_CLOSE_PRICE_USD,DTLT_VOLUME_USD,DTLT_DIVIDENDS_USD,DTLT_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,137.8167724609375,138.2058868408203,131.96632385253906,136.87759399414062,256639,0.0,0.0
2022-03-25 00:00:00+00:00,136.87759399414062,137.36822509765625,132.82443237304688,135.5229034423828,106249,0.0,0.0
2022-03-26 00:00:00+00:00,135.5229034423828,136.42962646484375,132.59799194335938,134.44044494628906,90847,0.0,0.0
2022-03-27 00:00:00+00:00,134.44044494628906,136.33766174316406,133.4361114501953,134.9263458251953,68663,0.0,0.0
2022-03-28 00:00:00+00:00,134.9263458251953,136.07969665527344,125.38468170166016,131.06361389160156,52854,0.0,0.0
2022-03-29 00:00:00+00:00,131.06361389160156,138.6194610595703,126.4129867553711,129.828125,310054,0.0,0.0
2022-03-30 00:00:00+00:00,129.828125,140.91281127929688,127.06288146972656,138.7624053955078,321131,0.0,0.0
2022-03-31 00:00:00+00:00,138.7624053955078,147.83604431152344,129.73727416992188,138.4170684814453,151114,0.0,0.0
2022-04-01 00:00:00+00:00,138.4170684814453,142.939208984375,125.38658905029297,130.44775390625,174587,0.0,0.0
2022-04-02 00:00:00+00:00,130.44775390625,136.84075927734375,127.83446502685547,128.22239685058594,10630,0.0,0.0
2022-04-03 00:00:00+00:00,128.22239685058594,138.65579223632812,128.2154541015625,136.88790893554688,58034,0.0,0.0
2022-04-04 00:00:00+00:00,136.88790893554688,138.017822265625,132.85513305664062,135.673583984375,125019,0.0,0.0
2022-04-05 00:00:00+00:00,135.673583984375,136.33047485351562,130.0292510986328,131.39468383789062,121704,0.0,0.0
2022-04-06 00:00:00+00:00,131.39468383789062,136.40074157714844,129.1018829345703,131.27627563476562,114936,0.0,0.0
2022-04-07 00:00:00+00:00,131.27627563476562,134.8284149169922,126.49943542480469,130.3777618408203,194771,0.0,0.0
2022-04-08 00:00:00+00:00,130.3777618408203,135.04579162597656,126.97655487060547,130.13714599609375,231678,0.0,0.0
2022-04-09 00:00:00+00:00,130.13714599609375,131.4069061279297,128.09429931640625,129.31277465820312,45128,0.0,0.0
2022-04-10 00:00:00+00:00,129.31277465820312,131.5264892578125,125.91825866699219,128.7866668701172,54914,0.0,0.0
2022-04-11 00:00:00+00:00,128.7866668701172,133.3202667236328,127.7088623046875,131.1092071533203,471498,0.0,0.0
2022-04-12 00:00:00+00:00,131.1092071533203,132.91781616210938,128.21099853515625,132.50390625,67933,0.0,0.0
2022-04-13 00:00:00+00:00,132.50390625,132.98745727539062,128.26478576660156,130.7054901123047,41169,0.0,0.0
2022-04-14 00:00:00+00:00,130.7054901123047,134.3259735107422,126.51551055908203,129.485107421875,279631,0.0,0.0
2022-04-15 00:00:00+00:00,129.485107421875,131.0016632080078,128.16879272460938,129.76734924316406,81616,0.0,0.0
2022-04-16 00:00:00+00:00,129.76734924316406,133.5882568359375,128.63726806640625,129.47076416015625,91801,0.0,0.0
2022-04-17 00:00:00+00:00,129.47076416015625,131.24954223632812,127.28477478027344,128.66954040527344,40266,0.0,0.0
2022-04-18 00:00:00+00:00,128.66954040527344,136.16163635253906,123.20479583740234,128.51516723632812,1905477,0.0,0.0
2022-04-19 00:00:00+00:00,128.51516723632812,130.28884887695312,126.09881591796875,129.5533905029297,452940,0.0,0.0
2022-04-20 00:00:00+00:00,129.5533905029297,131.5108184814453,125.05028533935547,129.0693817138672,320741,0.0,0.0
2022-04-21 00:00:00+00:00,129.0693817138672,130.3415985107422,125.93547058105469,128.09022521972656,255425,0.0,0.0
2022-04-22 00:00:00+00:00,128.09022521972656,131.44937133789062,126.53268432617188,127.11929321289062,68610,0.0,0.0
2022-04-23 00:00:00+00:00,127.11929321289062,128.2599639892578,125.60913848876953,126.80777740478516,29395,0.0,0.0
2022-04-24 00:00:00+00:00,126.80777740478516,133.0599365234375,126.72718811035156,130.40863037109375,134536,0.0,0.0
2022-04-25 00:00:00+00:00,130.40863037109375,134.6893768310547,128.5625457763672,132.10357666015625,309210,0.0,0.0
2022-04-26 00:00:00+00:00,132.10357666015625,134.97213745117188,128.977294921875,132.79769897460938,192391,0.0,0.0
2022-04-27 00:00:00+00:00,132.79769897460938,135.5840606689453,126.95333862304688,130.47772216796875,395788,0.0,0.0
2022-04-28 00:00:00+00:00,130.47772216796875,132.15147399902344,124.9307632446289,128.84854125976562,106538,0.0,0.0
2022-04-29 00:00:00+00:00,128.84854125976562,131.784912109375,124.81963348388672,127.76364135742188,39162,0.0,0.0
2022-04-30 00:00:00+00:00,127.76364135742188,128.29269409179688,123.27497100830078,124.8541488647461,40529,0.0,0.0
2022-05-01 00:00:00+00:00,124.8541488647461,129.71937561035156,124.80226135253906,129.10498046875,56599,0.0,0.0
2022-05-02 00:00:00+00:00,129.10498046875,130.6134796142578,125.0082778930664,126.16488647460938,42783,0.0,0.0
2022-05-03 00:00:00+00:00,126.16488647460938,129.12237548828125,123.16281127929688,124.62677001953125,163995,0.0,0.0
2022-05-04 00:00:00+00:00,124.62677001953125,128.1685791015625,123.13819122314453,124.91521453857422,231479,0.0,0.0
2022-05-05 00:00:00+00:00,124.91521453857422,125.5929946899414,116.02179718017578,118.1638412475586,140412,0.0,0.0
2022-05-06 00:00:00+00:00,118.1638412475586,121.29978942871094,116.91783142089844,120.28096008300781,35640,0.0,0.0
2022-05-07 00:00:00+00:00,120.28096008300781,122.52251434326172,119.16357421875,120.5892333984375,20920,0.0,0.0
2022-05-08 00:00:00+00:00,120.5892333984375,122.6898193359375,115.75543212890625,117.67799377441406,128731,0.0,0.0
