TIMESTAMP,BOOP_OPEN_PRICE_USD,BOOP_HIGH_PRICE_USD,BOOP_LOW_PRICE_USD,BOOP_CLOSE_PRICE_USD,BOOP_VOLUME_USD,BOOP_DIVIDENDS_USD,BOOP_STOCK_SPLITS_USD
2022-10-20 00:00:00+00:00,0.2965930104255676,0.2966339886188507,0.17307600378990173,0.23612700402736664,256393,0.0,0.0
2022-10-21 00:00:00+00:00,0.2363079935312271,0.3212380111217499,0.19077999889850616,0.22932299971580505,145725,0.0,0.0
2022-10-22 00:00:00+00:00,0.22932299971580505,0.25181901454925537,0.13500100374221802,0.16007199883460999,61828,0.0,0.0
2022-10-23 00:00:00+00:00,0.16007199883460999,0.22563299536705017,0.1470949947834015,0.1767279952764511,67601,0.0,0.0
2022-10-24 00:00:00+00:00,0.1766269952058792,0.18587400019168854,0.10222499817609787,0.11260700225830078,68131,0.0,0.0
2022-10-25 00:00:00+00:00,0.11260700225830078,0.11261499673128128,0.05216800048947334,0.08100099861621857,54715,0.0,0.0
2022-10-26 00:00:00+00:00,0.08091399818658829,0.08111999928951263,0.05321799963712692,0.06155499815940857,36034,0.0,0.0
2022-10-27 00:00:00+00:00,0.06155499815940857,0.07381200045347214,0.05906299874186516,0.07346300035715103,7786,0.0,0.0
2022-10-28 00:00:00+00:00,0.07346300035715103,0.13624000549316406,0.07100900262594223,0.11669299751520157,28872,0.0,0.0
2022-10-29 00:00:00+00:00,0.11669299751520157,0.11669299751520157,0.09235700219869614,0.09449300169944763,7773,0.0,0.0
2022-10-30 00:00:00+00:00,0.09449300169944763,0.09474500268697739,0.08260300010442734,0.08303900063037872,3466,0.0,0.0
2022-10-31 00:00:00+00:00,0.08303900063037872,0.09705600142478943,0.0829479992389679,0.08827300369739532,4402,0.0,0.0
2022-11-01 00:00:00+00:00,0.08827300369739532,0.09948199987411499,0.08774899691343307,0.09938699752092361,7199,0.0,0.0
2022-11-02 00:00:00+00:00,0.09938699752092361,0.10649300366640091,0.0944020003080368,0.0944020003080368,5879,0.0,0.0
2022-11-03 00:00:00+00:00,0.0944020003080368,0.09956300258636475,0.09222099930047989,0.09662900120019913,4418,0.0,0.0
2022-11-04 00:00:00+00:00,0.09853699803352356,0.10306499898433685,0.08827099949121475,0.09414699673652649,7940,0.0,0.0
2022-11-05 00:00:00+00:00,0.09406600147485733,0.10214100033044815,0.08883000165224075,0.08974999934434891,5488,0.0,0.0
2022-11-06 00:00:00+00:00,0.08974999934434891,0.0909930020570755,0.08015900105237961,0.08027199655771255,3930,0.0,0.0
2022-11-07 00:00:00+00:00,0.08024200052022934,0.09273900091648102,0.07886199653148651,0.08823099732398987,4918,0.0,0.0
2022-11-08 00:00:00+00:00,0.08823099732398987,0.09011299908161163,0.07301300019025803,0.07590600103139877,1828,0.0,0.0
