TIMESTAMP,RPG12221_OPEN_PRICE_USD,RPG12221_HIGH_PRICE_USD,RPG12221_LOW_PRICE_USD,RPG12221_CLOSE_PRICE_USD,RPG12221_VOLUME_USD,RPG12221_DIVIDENDS_USD,RPG12221_STOCK_SPLITS_USD
2021-10-08 00:00:00+00:00,18.46881866455078,27.97444725036621,17.832048416137695,18.104917526245117,5849951,0.0,0.0
2021-10-09 00:00:00+00:00,18.103403091430664,23.31955337524414,18.063365936279297,21.87132453918457,3489181,0.0,0.0
2021-10-10 00:00:00+00:00,21.87445831298828,22.337791442871094,18.508081436157227,18.911680221557617,1439304,0.0,0.0
2021-10-11 00:00:00+00:00,18.909805297851562,24.661916732788086,18.569435119628906,24.017026901245117,1811207,0.0,0.0
2021-10-12 00:00:00+00:00,24.016080856323242,29.01572608947754,23.174095153808594,27.170799255371094,5272406,0.0,0.0
2021-10-13 00:00:00+00:00,27.166372299194336,30.522493362426758,25.889495849609375,26.84585189819336,6756930,0.0,0.0
2021-10-14 00:00:00+00:00,26.84694480895996,28.5086612701416,21.817283630371094,23.030363082885742,5591001,0.0,0.0
2021-10-15 00:00:00+00:00,23.03046989440918,23.064617156982422,19.433732986450195,20.013437271118164,3622051,0.0,0.0
2021-10-16 00:00:00+00:00,20.013330459594727,22.28376007080078,19.847755432128906,21.888858795166016,1395904,0.0,0.0
2021-10-17 00:00:00+00:00,21.890077590942383,22.0616512298584,21.186044692993164,21.22711181640625,726167,0.0,0.0
2021-10-18 00:00:00+00:00,21.22751808166504,21.400583267211914,20.078920364379883,20.556869506835938,973253,0.0,0.0
2021-10-19 00:00:00+00:00,20.558137893676758,21.86028480529785,20.261537551879883,21.33127784729004,1245512,0.0,0.0
2021-10-20 00:00:00+00:00,21.32990074157715,25.50008773803711,21.171588897705078,25.127437591552734,1548066,0.0,0.0
2021-10-21 00:00:00+00:00,25.125904083251953,25.35378646850586,22.18870735168457,22.207822799682617,1496376,0.0,0.0
2021-10-22 00:00:00+00:00,22.207284927368164,23.434120178222656,21.556495666503906,21.890338897705078,1166273,0.0,0.0
2021-10-23 00:00:00+00:00,21.888032913208008,22.67743492126465,21.77996253967285,22.306501388549805,651162,0.0,0.0
2021-10-24 00:00:00+00:00,22.30745506286621,22.77916145324707,21.691017150878906,21.753515243530273,519229,0.0,0.0
2021-10-25 00:00:00+00:00,21.75115394592285,21.75115394592285,20.232858657836914,20.363183975219727,640980,0.0,0.0
2021-10-26 00:00:00+00:00,20.365419387817383,20.850616455078125,19.813631057739258,20.146451950073242,731887,0.0,0.0
2021-10-27 00:00:00+00:00,20.14661407470703,20.2608699798584,18.12970542907715,19.28706932067871,909330,0.0,0.0
2021-10-28 00:00:00+00:00,19.287029266357422,20.164657592773438,18.684673309326172,18.829439163208008,981030,0.0,0.0
2021-10-29 00:00:00+00:00,18.831764221191406,24.229860305786133,18.7286376953125,23.45928192138672,1768663,0.0,0.0
