TIMESTAMP,LKSM_OPEN_PRICE_USD,LKSM_HIGH_PRICE_USD,LKSM_LOW_PRICE_USD,LKSM_CLOSE_PRICE_USD,LKSM_VOLUME_USD,LKSM_DIVIDENDS_USD,LKSM_STOCK_SPLITS_USD
2022-06-22 00:00:00+00:00,6.082671165466309,6.109764099121094,6.067817211151123,6.070162773132324,54962,0.0,0.0
2022-06-23 00:00:00+00:00,6.0701398849487305,6.303077220916748,6.065608024597168,6.288154125213623,35095,0.0,0.0
2022-06-24 00:00:00+00:00,6.288072109222412,6.718544960021973,6.274064064025879,6.677670955657959,41571,0.0,0.0
2022-06-25 00:00:00+00:00,6.677567005157471,6.764772891998291,6.293320178985596,6.672905921936035,38427,0.0,0.0
2022-06-26 00:00:00+00:00,6.672861099243164,6.8540778160095215,6.175815105438232,6.190216064453125,73713,0.0,0.0
2022-06-27 00:00:00+00:00,6.190107822418213,6.476002216339111,6.16412878036499,6.19209098815918,91830,0.0,0.0
2022-06-28 00:00:00+00:00,6.19187593460083,6.36283016204834,5.719441890716553,5.7850341796875,121053,0.0,0.0
2022-06-29 00:00:00+00:00,5.784690856933594,5.850647926330566,5.65346097946167,5.728378772735596,79537,0.0,0.0
2022-06-30 00:00:00+00:00,5.728517055511475,5.744565963745117,5.276556968688965,5.573763847351074,84963,0.0,0.0
2022-07-01 00:00:00+00:00,5.574193000793457,5.730409145355225,5.408151149749756,5.60676383972168,48481,0.0,0.0
2022-07-02 00:00:00+00:00,5.607917785644531,5.861473083496094,5.506795883178711,5.658294200897217,75786,0.0,0.0
2022-07-03 00:00:00+00:00,5.658266067504883,5.822056770324707,5.58172082901001,5.7810139656066895,63774,0.0,0.0
2022-07-04 00:00:00+00:00,5.781177043914795,6.023557186126709,5.681132793426514,5.997795104980469,33958,0.0,0.0
2022-07-05 00:00:00+00:00,5.995584011077881,6.068871021270752,5.7012248039245605,5.861907005310059,33974,0.0,0.0
2022-07-06 00:00:00+00:00,5.86398983001709,6.028576850891113,5.788919925689697,5.969324111938477,39468,0.0,0.0
2022-07-07 00:00:00+00:00,5.969360828399658,6.15792179107666,5.909121036529541,6.112244129180908,32528,0.0,0.0
2022-07-08 00:00:00+00:00,6.112237930297852,6.2554168701171875,5.973045825958252,6.036675930023193,28233,0.0,0.0
2022-07-09 00:00:00+00:00,6.036716938018799,6.272812843322754,6.014883995056152,6.19791316986084,25416,0.0,0.0
2022-07-10 00:00:00+00:00,6.197883129119873,6.201515197753906,5.848062038421631,5.8734822273254395,19698,0.0,0.0
2022-07-11 00:00:00+00:00,5.873583793640137,5.874250888824463,5.472722053527832,5.502974987030029,30516,0.0,0.0
2022-07-12 00:00:00+00:00,5.5029401779174805,5.805830001831055,5.416526794433594,5.578400135040283,56605,0.0,0.0
2022-07-13 00:00:00+00:00,5.578517913818359,5.757091999053955,5.365112781524658,5.75303316116333,68512,0.0,0.0
2022-07-14 00:00:00+00:00,5.7528181076049805,6.017066955566406,5.580542087554932,6.0041961669921875,41537,0.0,0.0
2022-07-15 00:00:00+00:00,6.004303932189941,6.450564861297607,5.95872688293457,6.412491798400879,47613,0.0,0.0
2022-07-16 00:00:00+00:00,6.410685062408447,6.658563137054443,6.165515899658203,6.548302173614502,38879,0.0,0.0
2022-07-17 00:00:00+00:00,6.548333168029785,6.731892108917236,6.384890079498291,6.406599044799805,58721,0.0,0.0
2022-07-18 00:00:00+00:00,6.407810211181641,7.4348320960998535,6.394313812255859,7.391895771026611,105014,0.0,0.0
2022-07-19 00:00:00+00:00,7.3900651931762695,7.6183671951293945,7.315003871917725,7.461129188537598,49707,0.0,0.0
2022-07-20 00:00:00+00:00,7.460902214050293,7.678013801574707,6.943894863128662,7.039737224578857,70974,0.0,0.0
2022-07-21 00:00:00+00:00,7.039684772491455,7.461145877838135,6.875827789306641,7.168223857879639,88459,0.0,0.0
2022-07-22 00:00:00+00:00,7.1682329177856445,8.120024681091309,7.154045104980469,7.834629058837891,83451,0.0,0.0
2022-07-23 00:00:00+00:00,7.834415912628174,8.054489135742188,7.5065178871154785,7.875492095947266,72753,0.0,0.0
2022-07-24 00:00:00+00:00,7.875405788421631,7.982669830322266,7.677064895629883,7.703203201293945,49755,0.0,0.0
2022-07-25 00:00:00+00:00,7.703232765197754,7.703232765197754,6.967793941497803,6.969328880310059,51751,0.0,0.0
2022-07-26 00:00:00+00:00,6.969638824462891,6.981472969055176,6.5375518798828125,6.865027904510498,98880,0.0,0.0
2022-07-27 00:00:00+00:00,6.865005970001221,7.33213996887207,6.5569748878479,7.33213996887207,114451,0.0,0.0
2022-07-28 00:00:00+00:00,7.332603931427002,7.979945182800293,7.288286209106445,7.829196929931641,77282,0.0,0.0
2022-07-29 00:00:00+00:00,7.829220771789551,8.000720024108887,7.328784942626953,7.5676679611206055,235566,0.0,0.0
2022-07-30 00:00:00+00:00,7.567450046539307,7.9643378257751465,7.485074043273926,7.535739898681641,159919,0.0,0.0
2022-07-31 00:00:00+00:00,7.5358147621154785,8.010953903198242,7.4458417892456055,7.609210014343262,74858,0.0,0.0
2022-08-01 00:00:00+00:00,7.609187126159668,8.054789543151855,7.4862751960754395,7.644076824188232,65422,0.0,0.0
2022-08-02 00:00:00+00:00,7.64400577545166,7.646907806396484,7.1878180503845215,7.3120012283325195,108549,0.0,0.0
2022-08-03 00:00:00+00:00,7.312243938446045,7.5581440925598145,7.013609886169434,7.312769889831543,64584,0.0,0.0
2022-08-04 00:00:00+00:00,7.312722206115723,7.438138008117676,7.176695823669434,7.211699962615967,36968,0.0,0.0
2022-08-05 00:00:00+00:00,7.211510181427002,7.560956954956055,7.1961798667907715,7.470180988311768,38383,0.0,0.0
2022-08-06 00:00:00+00:00,7.470110893249512,8.143709182739258,7.461932182312012,7.975502014160156,99905,0.0,0.0
2022-08-07 00:00:00+00:00,7.9758148193359375,8.05289363861084,7.7888407707214355,7.8523268699646,76170,0.0,0.0
2022-08-08 00:00:00+00:00,7.852610111236572,8.128690719604492,7.732277870178223,7.750157833099365,90228,0.0,0.0
2022-08-09 00:00:00+00:00,7.7505879402160645,7.81846284866333,7.136321067810059,7.192705154418945,65044,0.0,0.0
2022-08-10 00:00:00+00:00,7.192310810089111,7.70019006729126,6.968803882598877,7.600668907165527,55555,0.0,0.0
2022-08-11 00:00:00+00:00,7.600653171539307,7.778934955596924,7.280405044555664,7.322093963623047,83903,0.0,0.0
2022-08-12 00:00:00+00:00,7.322380065917969,7.403090000152588,7.1317830085754395,7.323044776916504,49154,0.0,0.0
2022-08-13 00:00:00+00:00,7.322627067565918,7.444571018218994,7.219260215759277,7.274143218994141,34938,0.0,0.0
2022-08-14 00:00:00+00:00,7.2746171951293945,7.324440002441406,5.477790832519531,6.648834228515625,270362,0.0,0.0
2022-08-15 00:00:00+00:00,6.648958206176758,7.200668811798096,6.290503025054932,6.91080379486084,57765,0.0,0.0
2022-08-16 00:00:00+00:00,6.910253047943115,6.954547882080078,6.672022819519043,6.741652965545654,35275,0.0,0.0
2022-08-17 00:00:00+00:00,6.741590976715088,6.9567108154296875,6.458497047424316,6.508289813995361,79188,0.0,0.0
2022-08-18 00:00:00+00:00,6.508810997009277,6.676774978637695,6.193522930145264,6.193911075592041,43005,0.0,0.0
2022-08-19 00:00:00+00:00,6.193751811981201,6.196026802062988,5.579010009765625,5.731967926025391,106117,0.0,0.0
2022-08-20 00:00:00+00:00,5.732397079467773,5.883738040924072,5.612064838409424,5.784148216247559,50386,0.0,0.0
2022-08-21 00:00:00+00:00,5.7862019538879395,6.041153907775879,5.740346908569336,5.9947590827941895,60902,0.0,0.0
2022-08-22 00:00:00+00:00,5.994994163513184,6.037075996398926,5.342413902282715,5.870453834533691,129967,0.0,0.0
2022-08-23 00:00:00+00:00,5.87041711807251,6.027169227600098,5.677102088928223,5.868936061859131,73237,0.0,0.0
2022-08-24 00:00:00+00:00,5.868964195251465,6.017459869384766,5.783767223358154,5.906173229217529,31065,0.0,0.0
2022-08-25 00:00:00+00:00,5.9063191413879395,6.079565048217773,5.454092979431152,5.664967060089111,89000,0.0,0.0
2022-08-26 00:00:00+00:00,5.664939880371094,5.754583835601807,5.252750873565674,5.269542217254639,140476,0.0,0.0
2022-08-27 00:00:00+00:00,5.269546985626221,5.476265907287598,5.243381977081299,5.449895858764648,56739,0.0,0.0
2022-08-28 00:00:00+00:00,5.450003147125244,5.661383152008057,5.429349899291992,5.456264972686768,26021,0.0,0.0
2022-08-29 00:00:00+00:00,5.455924987792969,5.975397109985352,5.371263027191162,5.9607439041137695,37771,0.0,0.0
2022-08-30 00:00:00+00:00,5.9607720375061035,6.001462936401367,5.593506813049316,5.734084129333496,30187,0.0,0.0
2022-08-31 00:00:00+00:00,5.733981132507324,6.089354991912842,5.733981132507324,5.757918834686279,69102,0.0,0.0
2022-09-01 00:00:00+00:00,5.757966041564941,5.782710075378418,5.543101787567139,5.6870808601379395,31758,0.0,0.0
2022-09-02 00:00:00+00:00,5.686861038208008,5.915384769439697,5.628758907318115,5.73587703704834,22120,0.0,0.0
2022-09-03 00:00:00+00:00,5.735940933227539,5.905893802642822,5.720351219177246,5.828028202056885,24121,0.0,0.0
2022-09-04 00:00:00+00:00,5.827985763549805,6.119377136230469,5.827985763549805,6.0899977684021,28789,0.0,0.0
2022-09-05 00:00:00+00:00,6.090051174163818,6.1654558181762695,5.919343948364258,6.155634880065918,30384,0.0,0.0
2022-09-06 00:00:00+00:00,6.155632019042969,6.265796184539795,5.559843063354492,5.559843063354492,58770,0.0,0.0
2022-09-07 00:00:00+00:00,5.560030937194824,5.878626823425293,5.523860931396484,5.859478950500488,44101,0.0,0.0
2022-09-08 00:00:00+00:00,5.859335899353027,6.140718936920166,5.832107067108154,6.030012130737305,82450,0.0,0.0
2022-09-09 00:00:00+00:00,6.029959201812744,6.509370803833008,6.027663230895996,6.358363151550293,43273,0.0,0.0
2022-09-10 00:00:00+00:00,6.358584880828857,6.411832809448242,6.2598958015441895,6.333738803863525,24112,0.0,0.0
2022-09-11 00:00:00+00:00,6.333509922027588,6.454782009124756,6.21086311340332,6.31195592880249,38195,0.0,0.0
2022-09-12 00:00:00+00:00,6.311995029449463,6.609135150909424,6.203139781951904,6.318251132965088,54467,0.0,0.0
2022-09-13 00:00:00+00:00,6.318298816680908,6.321025848388672,5.643867015838623,5.708466053009033,49221,0.0,0.0
2022-09-14 00:00:00+00:00,5.661693096160889,5.811844825744629,5.637869834899902,5.792542934417725,41861,0.0,0.0
2022-09-15 00:00:00+00:00,5.7907538414001465,5.794313907623291,5.401435852050781,5.460923194885254,51496,0.0,0.0
2022-09-16 00:00:00+00:00,5.460967063903809,5.488900184631348,5.230012893676758,5.3545050621032715,44392,0.0,0.0
2022-09-17 00:00:00+00:00,5.354747772216797,5.458484172821045,5.331086158752441,5.4382171630859375,39485,0.0,0.0
2022-09-18 00:00:00+00:00,5.4380998611450195,5.450982093811035,4.7503862380981445,4.764338970184326,59929,0.0,0.0
2022-09-19 00:00:00+00:00,4.764532089233398,4.909243106842041,4.601055145263672,4.895415782928467,169077,0.0,0.0
2022-09-20 00:00:00+00:00,4.89523983001709,5.033665180206299,4.7689738273620605,4.906376838684082,42212,0.0,0.0
2022-09-21 00:00:00+00:00,4.906421184539795,5.296389102935791,4.818342208862305,4.898482799530029,58616,0.0,0.0
2022-09-22 00:00:00+00:00,4.899582862854004,5.154026031494141,4.891767978668213,5.082131862640381,53855,0.0,0.0
2022-09-23 00:00:00+00:00,5.082287788391113,5.139466762542725,4.870151996612549,5.114663124084473,25690,0.0,0.0
2022-09-24 00:00:00+00:00,5.114762783050537,5.175455093383789,4.963632106781006,5.018817901611328,40797,0.0,0.0
