TIMESTAMP,PEPEDNA_OPEN_PRICE_USD,PEPEDNA_HIGH_PRICE_USD,PEPEDNA_LOW_PRICE_USD,PEPEDNA_CLOSE_PRICE_USD,PEPEDNA_VOLUME_USD,PEPEDNA_DIVIDENDS_USD,PEPEDNA_STOCK_SPLITS_USD
2025-01-21 00:00:00+00:00,,,,0.0,12208,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1471,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,3364,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,9249,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,2831,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,8917,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,4757,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,2343,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,1551,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,764,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,6932,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,3389,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,2587,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,305,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,3314,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,645,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,1519,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,2844,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,877,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,823,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,646,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,1058,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,120,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,1715,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,395,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,184,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,140,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,1013,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,217,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,253,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,594,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,77,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,777,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,343,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,112,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,290,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,92,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,204,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,85,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,1103,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,222,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-06-01 00:00:00+00:00,2.3537099461297395e-13,2.3537099461297395e-13,2.314909874033544e-13,2.32637287255269e-13,1,0.0,0.0
