TIMESTAMP,XLM_CLOSE_PRICE_USD,XLM_OPEN_PRICE_USD,XLM_HIGH_PRICE_USD,XLM_LOW_PRICE_USD
2017-07-29,0.0175,0.01709,0.0175,0.01549
2017-07-30,0.016,0.0175,0.01767,0.01588
2017-07-31,0.016,0.016,0.01644,0.01521
2017-08-01,0.018,0.016,0.0181,0.0158
2017-08-02,0.01829,0.018,0.0193,0.0175
2017-08-03,0.01888,0.01829,0.0191,0.01813
2017-08-04,0.02242,0.01888,0.02249,0.0186
2017-08-05,0.02381,0.02242,0.02728,0.021
2017-08-06,0.0228,0.02381,0.0252,0.0225
2017-08-07,0.0223,0.0228,0.02316,0.02112
2017-08-08,0.0238,0.0223,0.0238,0.02144
2017-08-09,0.023,0.0238,0.02475,0.02151
2017-08-10,0.02204,0.023,0.02349,0.022
2017-08-11,0.02169,0.02204,0.0225,0.02064
2017-08-12,0.02,0.02169,0.02216,0.0194
2017-08-13,0.01827,0.02,0.0203,0.01706
2017-08-14,0.01775,0.01827,0.01919,0.01675
2017-08-15,0.01738,0.01775,0.01871,0.016
2017-08-16,0.01774,0.01738,0.01849,0.01713
2017-08-17,0.01729,0.01774,0.01818,0.01681
2017-08-18,0.01671,0.01729,0.01753,0.01624
2017-08-19,0.01644,0.01671,0.01722,0.01529
2017-08-20,0.01769,0.01644,0.0184,0.01593
2017-08-21,0.01951,0.01769,0.02092,0.01691
2017-08-22,0.02153,0.01951,0.0218,0.0165
2017-08-23,0.02011,0.02153,0.024,0.0195
2017-08-24,0.01908,0.02011,0.02178,0.01821
2017-08-25,0.02059,0.01908,0.02059,0.0183
2017-08-26,0.02125,0.02059,0.02136,0.01912
2017-08-27,0.0199,0.02125,0.0215,0.01948
2017-08-28,0.02061,0.0199,0.0215,0.01927
2017-08-29,0.02005,0.02061,0.0209,0.01913
2017-08-30,0.02115,0.02005,0.0213,0.0198
2017-08-31,0.02249,0.02115,0.02249,0.0208
2017-09-01,0.02412,0.02249,0.02456,0.0214
2017-09-02,0.0204,0.02412,0.02438,0.02
2017-09-03,0.02138,0.0204,0.02198,0.02
2017-09-04,0.01762,0.02138,0.02138,0.01606
2017-09-05,0.01868,0.01762,0.01924,0.0158
2017-09-06,0.02038,0.01868,0.02095,0.01863
2017-09-07,0.02029,0.02038,0.02086,0.01912
2017-09-08,0.01829,0.02029,0.02078,0.0168
2017-09-09,0.01789,0.01829,0.0183,0.01728
2017-09-10,0.01669,0.01789,0.01799,0.01591
2017-09-11,0.01722,0.01669,0.0182,0.01608
2017-09-12,0.01642,0.01722,0.0178,0.016
2017-09-13,0.01527,0.01642,0.01645,0.01464
2017-09-14,0.01131,0.01527,0.0157,0.01125
2017-09-15,0.01229,0.01131,0.0128,0.00611
2017-09-16,0.01188,0.01229,0.0126,0.01015
2017-09-17,0.01123,0.01188,0.01188,0.01
2017-09-18,0.01351,0.01123,0.01384,0.0112
2017-09-19,0.01189,0.01351,0.01354,0.0113
2017-09-20,0.0123,0.01189,0.013,0.0113
2017-09-21,0.01057,0.0123,0.0123,0.01041
2017-09-22,0.01077,0.01057,0.01117,0.01019
2017-09-23,0.0119,0.01077,0.01208,0.01063
2017-09-24,0.01157,0.0119,0.01204,0.01135
2017-09-25,0.01204,0.01157,0.0125,0.0113
2017-09-26,0.01236,0.01204,0.0125,0.01185
2017-09-27,0.01445,0.01236,0.01491,0.01227
2017-09-28,0.0137,0.01445,0.0146,0.0134
2017-09-29,0.01327,0.0137,0.01396,0.01285
2017-09-30,0.01398,0.01327,0.01411,0.01306
2017-10-01,0.01387,0.01398,0.01398,0.01318
2017-10-02,0.013,0.01387,0.01387,0.0125
2017-10-03,0.01241,0.013,0.013,0.01126
2017-10-04,0.01181,0.01241,0.01284,0.0115
2017-10-05,0.01449,0.01181,0.01515,0.01158
2017-10-06,0.01838,0.01449,0.01927,0.01449
2017-10-07,0.02077,0.01838,0.0247,0.01838
2017-10-08,0.01862,0.02077,0.022,0.0181
2017-10-09,0.01764,0.01862,0.02199,0.0158
2017-10-10,0.0188,0.01764,0.0188,0.01653
2017-10-11,0.01955,0.0188,0.02032,0.01824
2017-10-12,0.01794,0.01955,0.0199,0.0174
2017-10-13,0.01786,0.01794,0.01877,0.01751
2017-10-14,0.0175,0.01786,0.01917,0.0175
2017-10-15,0.01897,0.0175,0.0191,0.01665
2017-10-16,0.036,0.01897,0.0478,0.01855
2017-10-17,0.04608,0.036,0.0466,0.03463
2017-10-18,0.03515,0.04608,0.0465,0.0321
2017-10-19,0.03114,0.03515,0.0357,0.0295
2017-10-20,0.02656,0.03114,0.03251,0.02531
2017-10-21,0.0366,0.02656,0.03899,0.02402
2017-10-22,0.0314,0.0366,0.0387,0.03037
2017-10-23,0.03453,0.0314,0.03745,0.02955
2017-10-24,0.037,0.03453,0.0429,0.03358
2017-10-25,0.03529,0.037,0.03847,0.03362
2017-10-26,0.03475,0.03529,0.03744,0.03416
2017-10-27,0.0341,0.03475,0.0351,0.0332
2017-10-28,0.0308,0.0341,0.0345,0.0306
2017-10-29,0.03021,0.0308,0.03353,0.0295
2017-10-30,0.03195,0.03021,0.03214,0.0297
2017-10-31,0.02936,0.03195,0.03195,0.02814
2017-11-01,0.0273,0.02936,0.03018,0.02704
2017-11-02,0.0275,0.0273,0.02844,0.02345
2017-11-03,0.0274,0.0275,0.0286,0.0251
2017-11-04,0.02735,0.0274,0.02845,0.02667
2017-11-05,0.02664,0.02735,0.02777,0.02616
2017-11-06,0.02867,0.02664,0.0289,0.0263
2017-11-07,0.0302,0.02867,0.03299,0.02824
2017-11-08,0.0334,0.0302,0.0352,0.02905
2017-11-09,0.03902,0.0334,0.0399,0.03325
2017-11-10,0.03319,0.03902,0.03955,0.0306
2017-11-11,0.0326,0.03319,0.0355,0.0315
2017-11-12,0.02824,0.0326,0.03324,0.0269
2017-11-13,0.03001,0.02824,0.0321,0.02789
2017-11-14,0.0355,0.03001,0.03681,0.02995
2017-11-15,0.037,0.0355,0.03748,0.03404
2017-11-16,0.03707,0.037,0.03788,0.03395
2017-11-17,0.03535,0.03707,0.0374,0.0346
2017-11-18,0.03637,0.03535,0.03643,0.03436
2017-11-19,0.03671,0.03637,0.04,0.03606
2017-11-20,0.0384,0.03671,0.04,0.036
2017-11-21,0.03787,0.0384,0.03897,0.03618
2017-11-22,0.04229,0.03787,0.0428,0.03741
2017-11-23,0.04015,0.04229,0.044,0.03981
2017-11-24,0.04004,0.04015,0.0413,0.0382
2017-11-25,0.04328,0.04004,0.0439,0.0393
2017-11-26,0.04863,0.04328,0.04863,0.0431
2017-11-27,0.059,0.04863,0.06185,0.0475
2017-11-28,0.0799,0.059,0.08361,0.056
2017-11-29,0.0656,0.0799,0.09819,0.05676
2017-11-30,0.072,0.0656,0.0785,0.0627
2017-12-01,0.08748,0.072,0.09,0.07012
2017-12-02,0.09359,0.08748,0.09818,0.08748
2017-12-03,0.08921,0.09359,0.09665,0.086
2017-12-04,0.09701,0.08921,0.09759,0.087
2017-12-05,0.1226,0.09701,0.129,0.0933
2017-12-06,0.1398,0.1226,0.1587,0.1102
2017-12-07,0.126,0.1398,0.154,0.1185
2017-12-08,0.1328,0.126,0.14,0.11
2017-12-09,0.1311,0.1328,0.1445,0.118
2017-12-10,0.114,0.1311,0.1347,0.1
2017-12-11,0.1405,0.114,0.1493,0.114
2017-12-12,0.146,0.1405,0.155,0.13
2017-12-13,0.1449,0.146,0.1551,0.1338
2017-12-14,0.1856,0.1449,0.218,0.1425
2017-12-15,0.1932,0.1856,0.1988,0.16
2017-12-16,0.2339,0.1932,0.235,0.187
2017-12-17,0.2635,0.2339,0.299,0.2237
2017-12-18,0.2739,0.2635,0.2765,0.2467
2017-12-19,0.2573,0.2739,0.305,0.2299
2017-12-20,0.2494,0.2573,0.2595,0.19
2017-12-21,0.2488,0.2494,0.2822,0.22
2017-12-22,0.205,0.2488,0.27,0.143
2017-12-23,0.2226,0.205,0.2541,0.199
2017-12-24,0.2118,0.2226,0.2245,0.1807
2017-12-25,0.22,0.2118,0.2291,0.201
2017-12-26,0.2221,0.22,0.225,0.2071
2017-12-27,0.227,0.2221,0.23,0.211
2017-12-28,0.2174,0.227,0.227,0.1922
2017-12-29,0.316,0.2174,0.33,0.2155
2017-12-30,0.3043,0.316,0.37,0.259
2017-12-31,0.354,0.3043,0.3586,0.2953
2018-01-01,0.4848,0.354,0.5231,0.3521
2018-01-02,0.557,0.4848,0.5898,0.462
2018-01-03,0.886,0.557,0.9199,0.5524
2018-01-04,0.6948,0.886,0.91,0.625
2018-01-05,0.6351,0.6948,0.78,0.5353
2018-01-06,0.6883,0.6351,0.77,0.581
2018-01-07,0.7054,0.6883,0.7349,0.672
2018-01-08,0.614,0.7054,0.709,0.5175
2018-01-09,0.56237,0.614,0.643,0.54812
2018-01-10,0.55799,0.56762,0.5744,0.4649
2018-01-11,0.55811,0.55799,0.62656,0.425
2018-01-12,0.67064,0.55811,0.71009,0.52
2018-01-13,0.65938,0.672,0.71657,0.62943
2018-01-14,0.61938,0.65938,0.65938,0.5649
2018-01-15,0.5951,0.61938,0.674,0.59
2018-01-16,0.43,0.5951,0.602,0.32
2018-01-17,0.475,0.43,0.50439,0.3
2018-01-18,0.492,0.475,0.5618,0.44
2018-01-19,0.5,0.492,0.528,0.46296
2018-01-20,0.526,0.5,0.55,0.48912
2018-01-21,0.46,0.526,0.53,0.431
2018-01-22,0.478,0.46,0.53,0.421
2018-01-23,0.484,0.47754,0.518,0.429
2018-01-24,0.56871,0.484,0.5897,0.47
2018-01-25,0.608,0.56884,0.648,0.55
2018-01-26,0.6271,0.608,0.64822,0.544
2018-01-27,0.611,0.6271,0.6399,0.606
2018-01-28,0.624,0.611,0.635,0.6074
2018-01-29,0.57936,0.624,0.62891,0.5652
2018-01-30,0.48754,0.57942,0.57942,0.46334
2018-01-31,0.53293,0.48754,0.54844,0.44135
2018-02-01,0.45406,0.53293,0.54095,0.42181
2018-02-02,0.41505,0.45408,0.45408,0.30018
2018-02-03,0.44756,0.41505,0.48514,0.3511
2018-02-04,0.37546,0.44756,0.47344,0.35633
2018-02-05,0.32367,0.37546,0.41928,0.29227
2018-02-06,0.36328,0.32184,0.36515,0.25934
2018-02-07,0.33171,0.36328,0.38876,0.3295
2018-02-08,0.35314,0.33171,0.37376,0.33145
2018-02-09,0.39192,0.35314,0.3989,0.33598
2018-02-10,0.38862,0.39192,0.43739,0.36324
2018-02-11,0.36108,0.38842,0.38935,0.33983
2018-02-12,0.38479,0.36108,0.39394,0.35953
2018-02-13,0.39773,0.38479,0.42532,0.36053
2018-02-14,0.44813,0.39773,0.44996,0.39115
2018-02-15,0.4405,0.44813,0.45622,0.42974
2018-02-16,0.44756,0.4405,0.45252,0.43162
2018-02-17,0.47279,0.44756,0.47751,0.44517
2018-02-18,0.43574,0.47279,0.47691,0.42113
2018-02-19,0.44306,0.43574,0.45455,0.43263
2018-02-20,0.39012,0.44306,0.44891,0.38602
2018-02-21,0.37552,0.39012,0.42236,0.36415
2018-02-22,0.34678,0.37552,0.39539,0.34063
2018-02-23,0.36712,0.34678,0.37853,0.33652
2018-02-24,0.34069,0.36712,0.37363,0.32863
2018-02-25,0.34733,0.34069,0.3545,0.32817
2018-02-26,0.35443,0.34733,0.36763,0.33557
2018-02-27,0.35603,0.35443,0.36996,0.34903
2018-02-28,0.33106,0.35808,0.36344,0.32945
2018-03-01,0.33641,0.33048,0.34975,0.31528
2018-03-02,0.31823,0.33641,0.34015,0.31767
2018-03-03,0.34709,0.31823,0.34818,0.31199
2018-03-04,0.3619,0.34709,0.36496,0.33974
2018-03-05,0.34959,0.3619,0.39977,0.34915
2018-03-06,0.3313,0.34875,0.36352,0.32967
2018-03-07,0.32394,0.3313,0.3467,0.29095
2018-03-08,0.30883,0.32394,0.33759,0.29939
2018-03-09,0.30756,0.30883,0.31102,0.26138
2018-03-10,0.28674,0.30756,0.31744,0.28285
2018-03-11,0.30397,0.28674,0.30603,0.27181
2018-03-12,0.28878,0.30397,0.3101,0.28093
2018-03-13,0.28802,0.28878,0.29792,0.27918
2018-03-14,0.24561,0.28802,0.29575,0.23546
2018-03-15,0.23951,0.24561,0.24798,0.21447
2018-03-16,0.22873,0.23951,0.24178,0.22692
2018-03-17,0.20818,0.22868,0.23418,0.19965
2018-03-18,0.21915,0.20818,0.22965,0.15854
2018-03-19,0.2474,0.21915,0.24755,0.21027
2018-03-20,0.26681,0.24721,0.28073,0.23215
2018-03-21,0.2505,0.26681,0.2727,0.24504
2018-03-22,0.24135,0.2505,0.25785,0.2241
2018-03-23,0.23683,0.24135,0.24145,0.22233
2018-03-24,0.23236,0.23683,0.24536,0.23205
2018-03-25,0.23856,0.23236,0.243,0.22942
2018-03-26,0.22739,0.23856,0.24523,0.21468
2018-03-27,0.21506,0.22753,0.22901,0.20253
2018-03-28,0.21783,0.21506,0.22575,0.21252
2018-03-29,0.18952,0.21783,0.22054,0.18709
2018-03-30,0.18689,0.18952,0.19977,0.17357
2018-03-31,0.2045,0.18689,0.22034,0.18689
2018-04-01,0.20535,0.2045,0.21135,0.18729
2018-04-02,0.22472,0.20535,0.2374,0.20294
2018-04-03,0.23447,0.22472,0.23779,0.22277
2018-04-04,0.2004,0.23447,0.23448,0.19927
2018-04-05,0.19546,0.2004,0.20734,0.18977
2018-04-06,0.19192,0.19546,0.19776,0.18839
2018-04-07,0.19898,0.19192,0.20638,0.19192
2018-04-08,0.20465,0.19898,0.2078,0.19883
2018-04-09,0.195,0.20465,0.21446,0.19091
2018-04-10,0.19818,0.195,0.20276,0.195
2018-04-11,0.21248,0.19818,0.21418,0.19792
2018-04-12,0.24479,0.21248,0.24655,0.20538
2018-04-13,0.24554,0.24479,0.2747,0.23246
2018-04-14,0.25238,0.24554,0.26174,0.2418
2018-04-15,0.29571,0.25238,0.30772,0.25238
2018-04-16,0.28439,0.29571,0.30598,0.27074
2018-04-17,0.30085,0.28439,0.31973,0.27953
2018-04-18,0.35497,0.30085,0.35673,0.29977
2018-04-19,0.36573,0.35497,0.37773,0.34552
2018-04-20,0.39029,0.36573,0.39955,0.3535
2018-04-21,0.37176,0.39077,0.39963,0.34367
2018-04-22,0.36456,0.37258,0.38523,0.3612
2018-04-23,0.37093,0.36456,0.37543,0.3627
2018-04-24,0.39515,0.37093,0.40817,0.37006
2018-04-25,0.33752,0.3941,0.39667,0.3243
2018-04-26,0.38743,0.33752,0.38743,0.32752
2018-04-27,0.3875,0.38743,0.42476,0.38191
2018-04-28,0.4291,0.38691,0.4364,0.38532
2018-04-29,0.45821,0.43029,0.46546,0.42248
2018-04-30,0.42255,0.45821,0.46077,0.41253
2018-05-01,0.43802,0.42255,0.44941,0.38916
2018-05-02,0.43954,0.43802,0.44493,0.42958
2018-05-03,0.4355,0.43967,0.44327,0.42654
2018-05-04,0.42985,0.4355,0.44047,0.42124
2018-05-05,0.43112,0.42985,0.43701,0.42592
2018-05-06,0.41071,0.43176,0.43376,0.40349
2018-05-07,0.39872,0.41081,0.41257,0.37657
2018-05-08,0.38096,0.40607,0.40607,0.37269
2018-05-09,0.37311,0.38034,0.38639,0.35491
2018-05-10,0.34695,0.37311,0.38464,0.3458
2018-05-11,0.3113,0.34695,0.35025,0.29469
2018-05-12,0.35611,0.3113,0.36462,0.29836
2018-05-13,0.3702,0.35805,0.37806,0.35135
2018-05-14,0.3623,0.36951,0.37961,0.34258
2018-05-15,0.34124,0.36224,0.37031,0.34106
2018-05-16,0.33133,0.34113,0.34113,0.31886
2018-05-17,0.30708,0.33133,0.3401,0.30473
2018-05-18,0.31614,0.30708,0.31742,0.30059
2018-05-19,0.31332,0.31624,0.3259,0.30811
2018-05-20,0.32816,0.31332,0.33243,0.31096
2018-05-21,0.3128,0.32816,0.32943,0.31044
2018-05-22,0.29374,0.31268,0.3196,0.29243
2018-05-23,0.27527,0.29374,0.29374,0.26384
2018-05-24,0.29076,0.27527,0.29627,0.26739
2018-05-25,0.28657,0.29076,0.29811,0.28083
2018-05-26,0.28204,0.28664,0.29388,0.28082
2018-05-27,0.27363,0.28218,0.28253,0.27121
2018-05-28,0.24983,0.27369,0.27733,0.24983
2018-05-29,0.28203,0.24983,0.28359,0.24473
2018-05-30,0.27535,0.28203,0.29352,0.26475
2018-05-31,0.29612,0.27535,0.30289,0.27241
2018-06-01,0.28966,0.29569,0.29832,0.28078
2018-06-02,0.29842,0.28892,0.30216,0.28887
2018-06-03,0.30421,0.29842,0.31002,0.29697
2018-06-04,0.29093,0.30353,0.30864,0.28634
2018-06-05,0.29407,0.29127,0.29841,0.2807
2018-06-06,0.29823,0.294,0.29877,0.28882
2018-06-07,0.29185,0.29823,0.30568,0.28922
2018-06-08,0.28666,0.29185,0.29458,0.28507
2018-06-09,0.27994,0.28675,0.29083,0.27907
2018-06-10,0.24509,0.27994,0.27997,0.23848
2018-06-11,0.25307,0.24509,0.25309,0.23563
2018-06-12,0.22745,0.25307,0.25361,0.22499
2018-06-13,0.21922,0.22741,0.23027,0.20448
2018-06-14,0.24003,0.21922,0.24301,0.21726
2018-06-15,0.22916,0.23999,0.24237,0.22902
2018-06-16,0.22999,0.2293,0.23298,0.22342
2018-06-17,0.22876,0.23005,0.23296,0.22775
2018-06-18,0.23265,0.22859,0.2397,0.22145
2018-06-19,0.23412,0.23252,0.24009,0.23079
2018-06-20,0.23053,0.23412,0.23534,0.22412
2018-06-21,0.22702,0.23039,0.23549,0.2249
2018-06-22,0.20064,0.22718,0.2274,0.19626
2018-06-23,0.20132,0.20087,0.20455,0.19578
2018-06-24,0.19325,0.20153,0.20181,0.17713
2018-06-25,0.19801,0.19325,0.20292,0.1888
2018-06-26,0.18316,0.19797,0.19797,0.18272
2018-06-27,0.19125,0.18335,0.19286,0.18091
2018-06-28,0.17787,0.19113,0.19219,0.17623
2018-06-29,0.18785,0.17787,0.18895,0.17185
2018-06-30,0.19349,0.18764,0.20265,0.18644
2018-07-01,0.19959,0.19329,0.20016,0.18889
2018-07-02,0.2146,0.19959,0.2166,0.194
2018-07-03,0.20525,0.2146,0.22112,0.20357
2018-07-04,0.21091,0.20525,0.21703,0.20055
2018-07-05,0.201,0.21091,0.21391,0.19728
2018-07-06,0.2067,0.201,0.21031,0.19638
2018-07-07,0.20825,0.2067,0.20869,0.19935
2018-07-08,0.20982,0.20824,0.21731,0.20743
2018-07-09,0.20514,0.20982,0.21358,0.20478
2018-07-10,0.19089,0.20564,0.20669,0.19081
2018-07-11,0.18958,0.19089,0.19382,0.18335
2018-07-12,0.18403,0.18958,0.18969,0.18023
2018-07-13,0.20604,0.18403,0.20622,0.18241
2018-07-14,0.20836,0.20581,0.21388,0.19807
2018-07-15,0.22131,0.20836,0.22346,0.20654
2018-07-16,0.23935,0.22131,0.23949,0.21935
2018-07-17,0.25321,0.23935,0.25527,0.2285
2018-07-18,0.29769,0.25321,0.32552,0.25292
2018-07-19,0.30667,0.29769,0.31856,0.27992
2018-07-20,0.26934,0.30667,0.30667,0.26359
2018-07-21,0.29358,0.26943,0.29679,0.25627
2018-07-22,0.28437,0.29358,0.30772,0.28072
2018-07-23,0.2855,0.28437,0.30352,0.28076
2018-07-24,0.302,0.28556,0.30583,0.28037
2018-07-25,0.33341,0.302,0.35163,0.29538
2018-07-26,0.30865,0.33341,0.34975,0.29553
