TIMESTAMP,LTRBT21400_OPEN_PRICE_USD,LTRBT21400_HIGH_PRICE_USD,LTRBT21400_LOW_PRICE_USD,LTRBT21400_CLOSE_PRICE_USD,LTRBT21400_VOLUME_USD,LTRBT21400_DIVIDENDS_USD,LTRBT21400_STOCK_SPLITS_USD
2022-08-16 00:00:00+00:00,,,,0.0,42100,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,19208,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,18677,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,23159,0.0,0.0
2022-08-20 00:00:00+00:00,,,,0.0,6302,0.0,0.0
2022-08-21 00:00:00+00:00,,,,0.0,2187,0.0,0.0
2022-08-22 00:00:00+00:00,,,,0.0,3993,0.0,0.0
2022-08-23 00:00:00+00:00,,,,0.0,6480,0.0,0.0
2022-08-24 00:00:00+00:00,,,,0.0,5721,0.0,0.0
2022-08-25 00:00:00+00:00,,,,0.0,6082,0.0,0.0
2022-08-26 00:00:00+00:00,,,,0.0,6409,0.0,0.0
2022-08-27 00:00:00+00:00,,,,0.0,9770,0.0,0.0
2022-08-28 00:00:00+00:00,,,,0.0,1531,0.0,0.0
2022-08-29 00:00:00+00:00,,,,0.0,7735,0.0,0.0
2022-08-30 00:00:00+00:00,,,,0.0,10060,0.0,0.0
2022-08-31 00:00:00+00:00,,,,0.0,3187,0.0,0.0
2022-09-01 00:00:00+00:00,,,,0.0,3837,0.0,0.0
2022-09-02 00:00:00+00:00,,,,0.0,1869,0.0,0.0
2022-09-03 00:00:00+00:00,,,,0.0,2724,0.0,0.0
2022-09-04 00:00:00+00:00,,,,0.0,4266,0.0,0.0
2022-09-05 00:00:00+00:00,,,,0.0,3233,0.0,0.0
2022-09-06 00:00:00+00:00,,,,0.0,3593,0.0,0.0
2022-09-07 00:00:00+00:00,,,,0.0,5415,0.0,0.0
2022-09-08 00:00:00+00:00,,,,0.0,9483,0.0,0.0
2022-09-09 00:00:00+00:00,,,,0.0,6626,0.0,0.0
2022-09-10 00:00:00+00:00,,,,0.0,7858,0.0,0.0
2022-09-11 00:00:00+00:00,,,,0.0,17204,0.0,0.0
2022-09-12 00:00:00+00:00,,,,0.0,25333,0.0,0.0
2022-09-13 00:00:00+00:00,,,,0.0,17224,0.0,0.0
2022-09-14 00:00:00+00:00,,,,0.0,21580,0.0,0.0
2022-09-15 00:00:00+00:00,,,,0.0,23707,0.0,0.0
2022-09-16 00:00:00+00:00,,,,0.0,44046,0.0,0.0
2022-09-17 00:00:00+00:00,,,,0.0,56247,0.0,0.0
2022-09-18 00:00:00+00:00,,,,0.0,35179,0.0,0.0
2022-09-19 00:00:00+00:00,,,,0.0,48493,0.0,0.0
2022-09-20 00:00:00+00:00,,,,0.0,49386,0.0,0.0
2022-09-21 00:00:00+00:00,,,,0.0,51007,0.0,0.0
2022-09-22 00:00:00+00:00,,,,0.0,64026,0.0,0.0
2022-09-23 00:00:00+00:00,,,,0.0,66683,0.0,0.0
2022-09-24 00:00:00+00:00,,,,0.0,60250,0.0,0.0
2022-09-25 00:00:00+00:00,,,,0.0,65296,0.0,0.0
2022-09-26 00:00:00+00:00,,,,0.0,71722,0.0,0.0
2022-09-27 00:00:00+00:00,,,,0.0,74025,0.0,0.0
2022-09-28 00:00:00+00:00,,,,0.0,67986,0.0,0.0
2022-09-29 00:00:00+00:00,,,,0.0,73197,0.0,0.0
2022-09-30 00:00:00+00:00,,,,0.0,73975,0.0,0.0
2022-10-01 00:00:00+00:00,,,,0.0,74015,0.0,0.0
2022-10-02 00:00:00+00:00,,,,0.0,78533,0.0,0.0
2022-10-03 00:00:00+00:00,,,,0.0,73564,0.0,0.0
2022-10-04 00:00:00+00:00,,,,0.0,76807,0.0,0.0
2022-10-05 00:00:00+00:00,,,,0.0,73912,0.0,0.0
2022-10-06 00:00:00+00:00,,,,0.0,75747,0.0,0.0
2022-10-07 00:00:00+00:00,,,,0.0,68978,0.0,0.0
2022-10-08 00:00:00+00:00,,,,0.0,76940,0.0,0.0
2022-10-09 00:00:00+00:00,,,,0.0,76156,0.0,0.0
2022-10-10 00:00:00+00:00,,,,0.0,75955,0.0,0.0
2022-10-11 00:00:00+00:00,,,,0.0,73244,0.0,0.0
2022-10-12 00:00:00+00:00,,,,0.0,72244,0.0,0.0
2022-10-13 00:00:00+00:00,,,,0.0,79878,0.0,0.0
2022-10-14 00:00:00+00:00,,,,0.0,79339,0.0,0.0
2022-10-15 00:00:00+00:00,,,,0.0,79147,0.0,0.0
2022-10-16 00:00:00+00:00,,,,0.0,84662,0.0,0.0
2022-10-17 00:00:00+00:00,,,,0.0,78908,0.0,0.0
2022-10-18 00:00:00+00:00,,,,0.0,95835,0.0,0.0
2022-10-19 00:00:00+00:00,,,,0.0,74776,0.0,0.0
2022-10-20 00:00:00+00:00,,,,0.0,75535,0.0,0.0
2022-10-21 00:00:00+00:00,,,,0.0,71174,0.0,0.0
2022-10-22 00:00:00+00:00,,,,0.0,70369,0.0,0.0
2022-10-23 00:00:00+00:00,,,,0.0,70676,0.0,0.0
2022-10-24 00:00:00+00:00,,,,0.0,68453,0.0,0.0
2022-10-25 00:00:00+00:00,,,,0.0,73428,0.0,0.0
2022-10-26 00:00:00+00:00,,,,0.0,79204,0.0,0.0
2022-10-27 00:00:00+00:00,,,,0.0,79123,0.0,0.0
2022-10-28 00:00:00+00:00,,,,0.0,80469,0.0,0.0
2022-10-29 00:00:00+00:00,,,,0.0,79186,0.0,0.0
2022-10-30 00:00:00+00:00,,,,0.0,78129,0.0,0.0
2022-10-31 00:00:00+00:00,,,,0.0,72525,0.0,0.0
2022-11-01 00:00:00+00:00,,,,0.0,73806,0.0,0.0
2022-11-02 00:00:00+00:00,,,,0.0,50533,0.0,0.0
2022-11-03 00:00:00+00:00,,,,0.0,25613,0.0,0.0
