,K,Alpha,Tau,MSE
0,7,250,0.3,0.0014495392017908322
1,7,250,0.25,0.001449582457682441
2,9,500,0.3,0.0014495876244733194
3,7,250,0.2,0.0014496616191072831
4,10,750,0.3,0.0014496997997685544
5,7,250,0.15,0.0014498342180083211
6,6,250,0.3,0.00144983485655329
7,10,500,0.3,0.001449878206113224
8,10,500,0.25,0.0014500524559715392
9,7,250,0.1,0.0014502733496027306
10,10,500,0.2,0.0014503641650738352
11,10,500,0.15,0.0014510332899665558
12,10,250,0.3,0.0014515602132281315
13,8,250,0.3,0.001451597593515172
14,10,250,0.25,0.0014523012978178347
15,8,250,0.25,0.0014524430604080695
16,9,250,0.3,0.0014528616332385783
17,10,250,0.2,0.0014535793004976571
18,13,500,0.3,0.0014539350715762282
19,8,250,0.2,0.0014539635181067307
20,9,250,0.25,0.0014539696846540108
21,12,500,0.3,0.001454068503864131
22,14,500,0.3,0.0014548091022101289
23,15,500,0.3,0.0014555979672788036
24,9,250,0.2,0.0014556938637359067
25,13,500,0.25,0.0014559733857722587
26,10,250,0.15,0.0014561793112580742
27,15,1250,0.3,0.0014566117595290556
28,11,500,0.3,0.0014571231157462924
29,8,250,0.15,0.0014572250515702456
30,14,500,0.25,0.001457245806389343
31,9,250,0.15,0.0014583688280778656
32,15,500,0.25,0.001458390160829704
33,13,500,0.2,0.0014597977762626012
34,9,250,0.1,0.0014602446845341428
35,11,500,0.25,0.0014603883074711774
36,10,500,0.1,0.0014614607404626328
37,12,250,0.3,0.001461674942214743
38,14,500,0.2,0.0014617509086853843
39,10,250,0.1,0.001463466718296573
40,15,500,0.2,0.0014635433321946228
41,8,250,0.1,0.0014648391301321764
42,11,500,0.2,0.0014668719270614196
43,12,250,0.25,0.0014669473666107469
44,13,500,0.15,0.001468221797819621
45,11,250,0.3,0.0014699758484119788
46,14,500,0.15,0.0014714521164103495
47,13,250,0.3,0.0014722821379598643
48,12,500,0.25,0.001473820514445013
49,15,500,0.15,0.0014745918744405086
50,11,250,0.25,0.0014762140378139705
51,12,250,0.2,0.0014767430554905548
52,15,1250,0.25,0.001477912402843869
53,13,250,0.25,0.0014836949465974658
54,11,500,0.15,0.00148427947106255
55,11,250,0.2,0.0014864664927558714
56,13,500,0.1,0.001492183300013611
57,12,500,0.1,0.0014936114645507006
58,12,500,0.15,0.0014936553230432523
59,12,250,0.15,0.001498614573388707
60,14,500,0.1,0.0014986546223718497
61,15,500,0.1,0.0015051420812799096
62,11,250,0.15,0.0015064269858823913
63,13,250,0.2,0.001506728082498515
64,8,250,0.05,0.0015146798181233695
65,12,1000,0.3,0.0015194092446461516
66,13,1000,0.25,0.0015229010289408386
67,15,1000,0.3,0.00152800373082231
68,9,500,0.25,0.0015312411808237696
69,12,1000,0.25,0.0015339024482425871
70,10,250,0.05,0.0015362595773810992
71,13,1000,0.3,0.0015395452384572507
72,10,750,0.25,0.0015574032323686319
73,9,250,0.05,0.0015583063817277486
74,15,1000,0.25,0.0015612283122428583
75,11,250,0.1,0.0015651175451666308
76,13,250,0.15,0.0015651359002445682
77,12,250,0.1,0.0015682718082522102
78,11,500,0.1,0.00160340882227948
79,15,1000,0.15,0.001607443451014984
80,14,500,0.05,0.0016344857723329127
81,13,500,0.05,0.001640536354818101
82,15,1000,0.2,0.0016561530942295316
83,15,500,0.05,0.001658315086826596
84,15,250,0.3,0.0016865329196192398
85,12,500,0.2,0.0017158315994378643
86,15,250,0.25,0.0017504228010932093
87,13,250,0.1,0.0017979617848136462
88,15,250,0.2,0.0018518097971739849
89,6,250,0.25,0.0019085108552327362
90,10,500,0.05,0.0019168943048431626
91,15,250,0.15,0.0020411709851124024
92,12,250,0.05,0.0021421529580919734
93,11,750,0.25,0.0022271169787688827
94,11,250,0.05,0.0022397728708203127
95,12,500,0.05,0.0022457888849305267
96,14,250,0.3,0.00230725608299067
97,12,1000,0.2,0.002366600389847056
98,15,250,0.1,0.0025206861715669233
99,12,750,0.3,0.0025723133153312573
100,14,250,0.25,0.0025967163659893744
101,14,1250,0.3,0.002606256787921929
102,15,1500,0.3,0.0027348321171201955
103,11,750,0.2,0.002901311246273195
104,14,250,0.2,0.0030247586787084217
105,7,250,0.05,0.0031912400629178902
106,8,500,0.3,0.0031934319033332507
107,12,750,0.25,0.003388734111529145
108,13,750,0.3,0.003410447329906193
109,14,250,0.15,0.003674660672787413
110,13,250,0.05,0.003999057566131803
111,11,500,0.05,0.004026798466524433
112,14,1250,0.25,0.0041110980021515356
113,14,750,0.3,0.0045086228302386
114,13,750,0.25,0.004613918311875025
115,15,250,0.05,0.004761411720276434
116,14,250,0.1,0.004796429976288912
117,12,750,0.2,0.004896065151066489
118,12,1250,0.3,0.005127150855852791
119,15,750,0.3,0.005161161288492702
120,14,750,0.25,0.006059855981199402
121,14,1000,0.15,0.006202992265202934
122,13,1000,0.2,0.006423177609340953
123,15,750,0.25,0.006699749909735115
124,13,750,0.2,0.007089692011286913
125,14,1000,0.1,0.007201519870481689
126,11,750,0.15,0.007352832182339753
127,14,250,0.05,0.008126902968801107
128,13,1250,0.3,0.008248932090620364
129,12,750,0.15,0.00827217286616391
130,12,1000,0.15,0.008300971724641969
131,11,1000,0.3,0.00846112834741613
132,14,750,0.2,0.00880869152685056
133,10,750,0.2,0.009232751343755197
134,15,750,0.2,0.00935683822785545
135,9,500,0.2,0.01015177259310396
136,15,1750,0.15,0.010259347961740228
137,15,1500,0.2,0.010443174560891914
138,11,750,0.1,0.010499092143266343
139,15,1250,0.1,0.01141571752610505
140,15,1500,0.25,0.011476021977842078
141,14,1250,0.15,0.012051556790265858
142,13,750,0.15,0.012325139177222555
143,15,2000,0.2,0.01329027546703396
144,14,1000,0.2,0.01397006150927898
145,14,750,0.15,0.014102716439661326
146,15,750,0.15,0.014595645279615042
147,13,1250,0.25,0.014642090666789915
148,15,1250,0.2,0.014920632873851614
149,15,2250,0.25,0.015410427676850634
150,12,750,0.1,0.017023656829769324
151,9,500,0.15,0.01841041114215306
152,14,1000,0.05,0.01973082998752626
153,10,750,0.15,0.023806855140583304
