TIMESTAMP,SHAR_OPEN_PRICE_USD,SHAR_HIGH_PRICE_USD,SHAR_LOW_PRICE_USD,SHAR_CLOSE_PRICE_USD,SHAR_VOLUME_USD,SHAR_DIVIDENDS_USD,SHAR_STOCK_SPLITS_USD
2024-10-24 00:00:00+00:00,0.00329799996688962,0.0035429999697953463,0.001686000032350421,0.001693999976851046,8689195,0.0,0.0
2024-10-25 00:00:00+00:00,0.001689000055193901,0.0020979999098926783,0.0013549999566748738,0.0013970000436529517,1111715,0.0,0.0
2024-10-26 00:00:00+00:00,0.0013970000436529517,0.0015739999944344163,0.0013510000426322222,0.0014420000370591879,280272,0.0,0.0
2024-10-27 00:00:00+00:00,0.0014420000370591879,0.0014669999945908785,0.0013389999512583017,0.0013389999512583017,89748,0.0,0.0
2024-10-28 00:00:00+00:00,0.0013389999512583017,0.0013409999664872885,0.0012329999590292573,0.0012359999818727374,57828,0.0,0.0
2024-10-29 00:00:00+00:00,0.0012359999818727374,0.0012619999470189214,0.0010789999505504966,0.0011230000527575612,185244,0.0,0.0
2024-10-30 00:00:00+00:00,0.0011230000527575612,0.0011350000277161598,0.0010369999799877405,0.0010489999549463391,100334,0.0,0.0
2024-10-31 00:00:00+00:00,0.0010489999549463391,0.0010529999854043126,0.0009110000100918114,0.0009120000177063048,40239,0.0,0.0
2024-11-01 00:00:00+00:00,0.0009120000177063048,0.0009190000128000975,0.0008280000183731318,0.0008370000286959112,47780,0.0,0.0
2024-11-02 00:00:00+00:00,0.0008370000286959112,0.0008870000019669533,0.0008370000286959112,0.0008500000112690032,45453,0.0,0.0
2024-11-03 00:00:00+00:00,0.0008500000112690032,0.0008529999759048223,0.0008009999874047935,0.0008210000232793391,8962,0.0,0.0
2024-11-04 00:00:00+00:00,0.0008210000232793391,0.0008360000210814178,0.0008009999874047935,0.0008009999874047935,4975,0.0,0.0
2024-11-05 00:00:00+00:00,0.0008009999874047935,0.0008290000259876251,0.0007939999923110008,0.0008210000232793391,9276,0.0,0.0
2024-11-06 00:00:00+00:00,0.0008210000232793391,0.0009379999828524888,0.0008210000232793391,0.000893999997060746,25900,0.0,0.0
2024-11-07 00:00:00+00:00,0.000893999997060746,0.0009289999725297093,0.0008759999764151871,0.0009169999975711107,8377,0.0,0.0
2024-11-08 00:00:00+00:00,0.0009169999975711107,0.0009679999784566462,0.0009169999975711107,0.0009369999752379954,5043,0.0,0.0
2024-11-09 00:00:00+00:00,0.0009369999752379954,0.0009500000160187483,0.0009169999975711107,0.0009420000133104622,2937,0.0,0.0
2024-11-10 00:00:00+00:00,0.0009420000133104622,0.000990999978967011,0.0009280000231228769,0.0009609999833628535,8573,0.0,0.0
2024-11-11 00:00:00+00:00,0.0009609999833628535,0.001016999944113195,0.0009309999877586961,0.001016999944113195,15513,0.0,0.0
2024-11-12 00:00:00+00:00,0.001016999944113195,0.0010239999974146485,0.0009420000133104622,0.000965000013820827,13286,0.0,0.0
2024-11-13 00:00:00+00:00,0.000965000013820827,0.000990999978967011,0.000914999982342124,0.0009660000214353204,5732,0.0,0.0
