TIMESTAMP,KHEOWZOO_OPEN_PRICE_USD,KHEOWZOO_HIGH_PRICE_USD,KHEOWZOO_LOW_PRICE_USD,KHEOWZOO_CLOSE_PRICE_USD,KHEOWZOO_VOLUME_USD,KHEOWZOO_DIVIDENDS_USD,KHEOWZOO_STOCK_SPLITS_USD
2024-10-23 00:00:00+00:00,0.01473699975758791,0.016513999551534653,0.014715000055730343,0.01484800036996603,904366,0.0,0.0
2024-10-24 00:00:00+00:00,0.015182999894022942,0.0166849996894598,0.012543999589979649,0.012589000165462494,1046654,0.0,0.0
2024-10-25 00:00:00+00:00,0.012589000165462494,0.01510000042617321,0.01170899998396635,0.013927999883890152,845562,0.0,0.0
2024-10-26 00:00:00+00:00,0.013927999883890152,0.0153590003028512,0.01247899979352951,0.0131029998883605,700354,0.0,0.0
2024-10-27 00:00:00+00:00,0.0131029998883605,0.014534000307321548,0.009913000278174877,0.0123089998960495,1171566,0.0,0.0
2024-10-28 00:00:00+00:00,0.01242899987846613,0.013276999816298485,0.01001800037920475,0.013237999752163887,808288,0.0,0.0
2024-10-29 00:00:00+00:00,0.013237999752163887,0.013477999716997147,0.008976000361144543,0.010138999670743942,912894,0.0,0.0
2024-10-30 00:00:00+00:00,0.010138999670743942,0.01152000017464161,0.008298000320792198,0.00865700002759695,787260,0.0,0.0
2024-10-31 00:00:00+00:00,0.00865700002759695,0.008755000308156013,0.006945999804884195,0.008193000219762325,821807,0.0,0.0
2024-11-01 00:00:00+00:00,0.008193000219762325,0.01139300037175417,0.007757000159472227,0.009676000103354454,778145,0.0,0.0
2024-11-02 00:00:00+00:00,0.009713999927043915,0.010331000201404095,0.007918000221252441,0.007984000258147717,390339,0.0,0.0
2024-11-03 00:00:00+00:00,0.007984000258147717,0.01023900043219328,0.0074970000423491,0.008217000402510166,522715,0.0,0.0
2024-11-04 00:00:00+00:00,0.008217000402510166,0.00829899962991476,0.005446999799460173,0.00587099976837635,597853,0.0,0.0
2024-11-05 00:00:00+00:00,0.00587099976837635,0.007648000027984381,0.00587099976837635,0.0073540001176297665,286344,0.0,0.0
2024-11-06 00:00:00+00:00,0.0073540001176297665,0.008418000303208828,0.00648100022226572,0.006744000129401684,414158,0.0,0.0
2024-11-07 00:00:00+00:00,0.006744000129401684,0.0072650001384317875,0.0055599999614059925,0.0064570000395178795,873802,0.0,0.0
2024-11-08 00:00:00+00:00,0.0064570000395178795,0.008786000311374664,0.006395000033080578,0.008682000450789928,792016,0.0,0.0
2024-11-09 00:00:00+00:00,0.008693000301718712,0.011331000365316868,0.008069000206887722,0.008977999910712242,1035430,0.0,0.0
