TIMESTAMP,EUROE_OPEN_PRICE_USD,EUROE_HIGH_PRICE_USD,EUROE_LOW_PRICE_USD,EUROE_CLOSE_PRICE_USD,EUROE_VOLUME_USD,EUROE_DIVIDENDS_USD,EUROE_STOCK_SPLITS_USD
2023-03-08 00:00:00+00:00,1.061115026473999,1.0626260042190552,1.0569130182266235,1.0582120418548584,20328,0.0,0.0
2023-03-09 00:00:00+00:00,1.0581860542297363,1.062248945236206,1.0551340579986572,1.059541940689087,767,0.0,0.0
2023-03-10 00:00:00+00:00,1.0595849752426147,1.0718669891357422,1.0595519542694092,1.071336030960083,84569,0.0,0.0
2023-03-11 00:00:00+00:00,1.0711309909820557,1.1055699586868286,0.9552990198135376,1.091122031211853,652254,0.0,0.0
2023-03-12 00:00:00+00:00,1.0893880128860474,1.1191109418869019,1.0486040115356445,1.113415002822876,50251,0.0,0.0
2023-03-13 00:00:00+00:00,1.1139299869537354,1.1384479999542236,1.036741018295288,1.0437220335006714,269126,0.0,0.0
2023-03-14 00:00:00+00:00,1.0441800355911255,1.0786399841308594,0.9316400289535522,1.072793960571289,366796,0.0,0.0
2023-03-15 00:00:00+00:00,1.0729299783706665,1.0770870447158813,1.0546549558639526,1.0651799440383911,270899,0.0,0.0
2023-03-16 00:00:00+00:00,1.065282940864563,1.0721089839935303,1.0610790252685547,1.0637309551239014,282622,0.0,0.0
2023-03-17 00:00:00+00:00,1.0640870332717896,1.077191948890686,1.06141197681427,1.0745630264282227,75760,0.0,0.0
2023-03-18 00:00:00+00:00,1.0749729871749878,1.0859730243682861,1.0650899410247803,1.0664379596710205,270820,0.0,0.0
2023-03-19 00:00:00+00:00,1.0664379596710205,1.077576994895935,1.0663620233535767,1.0678499937057495,113049,0.0,0.0
2023-03-20 00:00:00+00:00,1.0679680109024048,1.0832439661026,1.066419005393982,1.0809149742126465,257823,0.0,0.0
2023-03-21 00:00:00+00:00,1.0807009935379028,1.087831974029541,1.075801968574524,1.0791820287704468,327628,0.0,0.0
2023-03-22 00:00:00+00:00,1.0790460109710693,1.0873420238494873,1.076066017150879,1.0857110023498535,148628,0.0,0.0
2023-03-23 00:00:00+00:00,1.0857239961624146,1.1351109743118286,1.055528998374939,1.0877430438995361,521004,0.0,0.0
2023-03-24 00:00:00+00:00,1.087746024131775,1.0893909931182861,1.0768870115280151,1.0799479484558105,103880,0.0,0.0
2023-03-25 00:00:00+00:00,1.0800869464874268,1.080847978591919,1.072638988494873,1.0738489627838135,125473,0.0,0.0
2023-03-26 00:00:00+00:00,1.0739660263061523,1.0864440202713013,1.0738110542297363,1.0808769464492798,131656,0.0,0.0
2023-03-27 00:00:00+00:00,1.081055998802185,1.0823739767074585,1.0739949941635132,1.0819790363311768,75921,0.0,0.0
2023-03-28 00:00:00+00:00,1.0819549560546875,1.0887010097503662,1.080057978630066,1.08309805393219,63431,0.0,0.0
2023-03-29 00:00:00+00:00,1.0830470323562622,1.0897910594940186,1.0827829837799072,1.0853890180587769,57065,0.0,0.0
2023-03-30 00:00:00+00:00,1.0852659940719604,1.092985987663269,1.0833920240402222,1.0898460149765015,46194,0.0,0.0
2023-03-31 00:00:00+00:00,1.0892410278320312,1.093737006187439,1.0860240459442139,1.0871649980545044,49088,0.0,0.0
2023-04-01 00:00:00+00:00,1.087237000465393,1.0894880294799805,1.0833020210266113,1.0867220163345337,9678,0.0,0.0
2023-04-02 00:00:00+00:00,1.0863100290298462,1.0871950387954712,1.0777920484542847,1.0845190286636353,15586,0.0,0.0
2023-04-03 00:00:00+00:00,1.0844659805297852,1.093269944190979,1.0773589611053467,1.0889979600906372,76113,0.0,0.0
2023-04-04 00:00:00+00:00,1.0890820026397705,1.0987770557403564,1.0883539915084839,1.0970799922943115,78862,0.0,0.0
2023-04-05 00:00:00+00:00,1.0968600511550903,1.106848955154419,1.0909500122070312,1.0983699560165405,74468,0.0,0.0
2023-04-06 00:00:00+00:00,1.0982489585876465,1.0982489585876465,1.0834920406341553,1.0929659605026245,62427,0.0,0.0
2023-04-07 00:00:00+00:00,1.0930169820785522,1.0952240228652954,1.089264988899231,1.093917965888977,17346,0.0,0.0
2023-04-08 00:00:00+00:00,1.092391014099121,1.096972942352295,1.0810129642486572,1.0825999975204468,1537,0.0,0.0
2023-04-09 00:00:00+00:00,1.0823789834976196,1.0960170030593872,1.0821659564971924,1.0925780534744263,51617,0.0,0.0
2023-04-10 00:00:00+00:00,1.092244029045105,1.093677043914795,1.0830730199813843,1.0896110534667969,53640,0.0,0.0
2023-04-11 00:00:00+00:00,1.0895899534225464,1.0924019813537598,1.0851750373840332,1.0894019603729248,34760,0.0,0.0
2023-04-12 00:00:00+00:00,1.0896350145339966,1.1016960144042969,1.0852630138397217,1.0958460569381714,44844,0.0,0.0
2023-04-13 00:00:00+00:00,1.0973299741744995,1.1065260171890259,1.0922789573669434,1.1052500009536743,102045,0.0,0.0
