TIMESTAMP,GOOMPY_OPEN_PRICE_USD,GOOMPY_HIGH_PRICE_USD,GOOMPY_LOW_PRICE_USD,GOOMPY_CLOSE_PRICE_USD,GOOMPY_VOLUME_USD,GOOMPY_DIVIDENDS_USD,GOOMPY_STOCK_SPLITS_USD
2025-01-05 00:00:00+00:00,,,,0.0,12588,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,10938,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,11909,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,11598,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,10899,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,10995,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,10122,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,7641,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,7047,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,7391,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,6771,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,5218,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,5872,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,5456,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,4440,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,1266,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1187,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,2539,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,490,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,1897,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,1788,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,406,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,273,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,365,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,374,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,6641,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,7030,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,1007,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,839,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,262,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,945,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,797,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,366,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,390,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,407,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,243,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,352,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,181,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,178,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,405,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,365,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,7673,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,21140,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,17663,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,1961,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,1292,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,2580,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,768,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,524,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,2094,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1477,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,319,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,534,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,4773,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,2714,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,1760,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,637,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,3325,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,202,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,933,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,363,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,1449,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,7483,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,8034,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,4428,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,2822,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,2140,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,2396,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,642,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,376,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,1809,0.0,0.0
2025-06-01 00:00:00+00:00,6.494079229923955e-08,8.720225963543271e-08,6.494079229923955e-08,7.985915573271996e-08,3627,0.0,0.0
