TIMESTAMP,LOVELY_OPEN_PRICE_USD,LOVELY_HIGH_PRICE_USD,LOVELY_LOW_PRICE_USD,LOVELY_CLOSE_PRICE_USD,LOVELY_VOLUME_USD,LOVELY_DIVIDENDS_USD,LOVELY_STOCK_SPLITS_USD
2021-10-06 00:00:00+00:00,,,,0.0,3259061,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,1841185,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,945062,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,1545949,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,2985381,0.0,0.0
2021-10-11 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,5766195,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,4449380,0.0,0.0
2021-10-13 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,2876236,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,2091427,0.0,0.0
2021-10-15 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,1984798,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,1786486,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,1513491,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,1474155,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,1359099,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,1026649,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,882253,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,856586,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,917897,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,1572676,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,1249479,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,1293953,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,1579802,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,1646653,0.0,0.0
2021-10-29 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,2729458,0.0,0.0
2021-10-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2407398,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,1692968,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,1183717,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,1190950,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,1349473,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,1314160,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,1111881,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,1011854,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,1355811,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,1118407,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,1177738,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,1082655,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,865667,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,784211,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,858808,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,1600297,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,1034569,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,848969,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,917168,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,1130890,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,991899,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,1119570,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,1010549,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,789112,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,1439625,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,1337136,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,676911,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,595703,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,509350,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,526839,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,651979,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,575446,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,634108,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,545779,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,515528,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,540606,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,547773,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,506451,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,439008,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,608399,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,548597,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,419335,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,519049,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,702117,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,1004655,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,842651,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,552303,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,693506,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,581773,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,509292,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,496693,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,613313,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,598803,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,461922,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,453962,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,434574,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,334693,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,275014,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,385762,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,495823,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,521199,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,381766,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,765544,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,396443,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,263979,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,380761,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,349080,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,366486,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,458535,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,393140,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,550700,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,200067,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,215447,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,210302,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,1018366,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,1675686,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,1504228,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,619992,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,376460,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,348957,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,302312,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,188209,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,186182,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,183883,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,215540,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,291272,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,219679,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,144795,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,149735,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,161645,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,206244,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,168236,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,758865,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,565010,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,302741,0.0,0.0
