TIMESTAMP,FUD23422_OPEN_PRICE_USD,FUD23422_HIGH_PRICE_USD,FUD23422_LOW_PRICE_USD,FUD23422_CLOSE_PRICE_USD,FUD23422_VOLUME_USD,FUD23422_DIVIDENDS_USD,FUD23422_STOCK_SPLITS_USD
2023-02-07 00:00:00+00:00,70.2764892578125,80.12872314453125,56.8879508972168,65.1399917602539,1863511,0.0,0.0
2023-02-08 00:00:00+00:00,65.14674377441406,65.14674377441406,29.406877517700195,33.09850311279297,1489545,0.0,0.0
2023-02-09 00:00:00+00:00,33.050716400146484,33.050716400146484,17.477336883544922,18.973041534423828,439657,0.0,0.0
2023-02-10 00:00:00+00:00,18.96326446533203,22.4432430267334,17.096515655517578,17.103673934936523,351630,0.0,0.0
2023-02-11 00:00:00+00:00,17.10154151916504,31.18612289428711,16.69671058654785,25.831029891967773,588885,0.0,0.0
2023-02-12 00:00:00+00:00,25.740278244018555,29.108253479003906,23.87645149230957,26.361358642578125,310105,0.0,0.0
2023-02-13 00:00:00+00:00,26.37972068786621,32.646881103515625,22.558513641357422,23.46731948852539,277737,0.0,0.0
2023-02-14 00:00:00+00:00,23.847692489624023,24.698060989379883,17.099634170532227,19.85064697265625,285192,0.0,0.0
2023-02-15 00:00:00+00:00,19.86295509338379,20.72508430480957,17.82674217224121,18.076087951660156,227246,0.0,0.0
2023-02-16 00:00:00+00:00,18.05265998840332,19.30862045288086,17.767602920532227,17.89470672607422,230336,0.0,0.0
2023-02-17 00:00:00+00:00,17.90182113647461,18.289411544799805,15.183457374572754,15.492643356323242,229748,0.0,0.0
2023-02-18 00:00:00+00:00,15.497937202453613,16.212987899780273,15.206963539123535,15.512308120727539,213273,0.0,0.0
2023-02-19 00:00:00+00:00,15.514219284057617,15.950764656066895,12.665785789489746,13.125459671020508,215592,0.0,0.0
2023-02-20 00:00:00+00:00,13.130077362060547,14.265986442565918,13.060602188110352,13.62660026550293,192001,0.0,0.0
2023-02-21 00:00:00+00:00,13.626243591308594,23.701139450073242,12.771417617797852,14.235380172729492,238058,0.0,0.0
2023-02-22 00:00:00+00:00,14.24555778503418,14.284406661987305,12.688106536865234,13.706727981567383,195943,0.0,0.0
2023-02-23 00:00:00+00:00,13.729436874389648,14.077138900756836,12.67514419555664,13.485006332397461,184217,0.0,0.0
2023-02-24 00:00:00+00:00,13.489297866821289,13.876981735229492,12.399956703186035,12.992655754089355,195128,0.0,0.0
2023-02-25 00:00:00+00:00,13.008418083190918,13.135587692260742,11.006171226501465,11.402015686035156,195725,0.0,0.0
2023-02-26 00:00:00+00:00,11.434085845947266,12.813549995422363,11.157510757446289,12.42888355255127,188109,0.0,0.0
