TIMESTAMP,CYBER_OPEN_PRICE_USD,CYBER_HIGH_PRICE_USD,CYBER_LOW_PRICE_USD,CYBER_CLOSE_PRICE_USD,CYBER_VOLUME_USD,CYBER_DIVIDENDS_USD,CYBER_STOCK_SPLITS_USD
2023-03-17 00:00:00+00:00,0.14838799834251404,0.15366500616073608,0.14645099639892578,0.15331299602985382,15540,0.0,0.0
2023-03-18 00:00:00+00:00,0.15331299602985382,0.16332000494003296,0.14132800698280334,0.14148500561714172,29890,0.0,0.0
2023-03-19 00:00:00+00:00,0.14148500561714172,0.1495950073003769,0.1406240016222,0.14731599390506744,17531,0.0,0.0
2023-03-20 00:00:00+00:00,0.14731599390506744,0.17274799942970276,0.143777996301651,0.17274799942970276,13740,0.0,0.0
2023-03-21 00:00:00+00:00,0.17274799942970276,0.17481300234794617,0.14996600151062012,0.17126500606536865,26506,0.0,0.0
2023-03-22 00:00:00+00:00,0.17126500606536865,0.17532800137996674,0.15683700144290924,0.1616320013999939,24912,0.0,0.0
2023-03-23 00:00:00+00:00,0.1616320013999939,0.16852399706840515,0.15957799553871155,0.16638199985027313,17756,0.0,0.0
2023-03-24 00:00:00+00:00,0.16638199985027313,0.1813810020685196,0.16536200046539307,0.17960700392723083,46432,0.0,0.0
2023-03-25 00:00:00+00:00,0.17960700392723083,0.19819800555706024,0.17957499623298645,0.19157099723815918,46114,0.0,0.0
2023-03-26 00:00:00+00:00,0.19157099723815918,0.21212099492549896,0.1909399926662445,0.19263799488544464,41813,0.0,0.0
2023-03-27 00:00:00+00:00,0.19263799488544464,0.19282999634742737,0.17422600090503693,0.1767749935388565,17900,0.0,0.0
2023-03-28 00:00:00+00:00,0.1767749935388565,0.1809850037097931,0.17315299808979034,0.1800370067358017,5856,0.0,0.0
2023-03-29 00:00:00+00:00,0.1800370067358017,0.18759000301361084,0.17866399884223938,0.18605099618434906,10968,0.0,0.0
2023-03-30 00:00:00+00:00,0.18605099618434906,0.18629999458789825,0.1578110009431839,0.16180600225925446,47161,0.0,0.0
2023-03-31 00:00:00+00:00,0.16180600225925446,0.17895600199699402,0.16180600225925446,0.17628300189971924,19097,0.0,0.0
2023-04-01 00:00:00+00:00,0.17628300189971924,0.1788180023431778,0.16601699590682983,0.17248700559139252,21031,0.0,0.0
2023-04-02 00:00:00+00:00,0.17293700575828552,0.1730480045080185,0.16189099848270416,0.1654070019721985,11389,0.0,0.0
2023-04-03 00:00:00+00:00,0.1654070019721985,0.17431700229644775,0.16157299280166626,0.17004899680614471,14825,0.0,0.0
2023-04-04 00:00:00+00:00,0.17004899680614471,0.19091899693012238,0.16425900161266327,0.18855500221252441,47181,0.0,0.0
2023-04-05 00:00:00+00:00,0.18855500221252441,0.19831199944019318,0.18738999962806702,0.19777700304985046,17602,0.0,0.0
2023-04-06 00:00:00+00:00,0.19777700304985046,0.2105329930782318,0.19439899921417236,0.20425200462341309,24961,0.0,0.0
2023-04-07 00:00:00+00:00,0.20425200462341309,0.20538699626922607,0.18431200087070465,0.18681800365447998,34772,0.0,0.0
2023-04-08 00:00:00+00:00,0.18681800365447998,0.1928430050611496,0.17231400310993195,0.1826149970293045,41936,0.0,0.0
2023-04-09 00:00:00+00:00,0.1826149970293045,0.1878499984741211,0.1738480031490326,0.17913399636745453,29552,0.0,0.0
2023-04-10 00:00:00+00:00,0.17913399636745453,0.19272400438785553,0.1775529980659485,0.1888670027256012,15931,0.0,0.0
2023-04-11 00:00:00+00:00,0.1888670027256012,0.19291800260543823,0.1843699961900711,0.1868859976530075,10656,0.0,0.0
2023-04-12 00:00:00+00:00,0.1868859976530075,0.19093699753284454,0.17977699637413025,0.18933099508285522,16258,0.0,0.0
