TIMESTAMP,EVY_OPEN_PRICE_USD,EVY_HIGH_PRICE_USD,EVY_LOW_PRICE_USD,EVY_CLOSE_PRICE_USD,EVY_VOLUME_USD,EVY_DIVIDENDS_USD,EVY_STOCK_SPLITS_USD
2019-02-20 00:00:00+00:00,0.00038400001358240843,0.0003870000073220581,0.00038300000596791506,0.0003870000073220581,29245,0.0,0.0
2019-02-21 00:00:00+00:00,0.0003859999997075647,0.00039500001003034413,0.00034699999378062785,0.0003480000013951212,54741,0.0,0.0
2019-02-22 00:00:00+00:00,0.00034699999378062785,0.0004330000083427876,0.0003420000139158219,0.0003480000013951212,52415,0.0,0.0
2019-02-23 00:00:00+00:00,0.0003480000013951212,0.000391999987186864,0.0003330000035930425,0.00036100001307204366,37883,0.0,0.0
2019-02-24 00:00:00+00:00,0.00036100001307204366,0.0004020000051241368,0.00034699999378062785,0.0003480000013951212,19290,0.0,0.0
2019-02-25 00:00:00+00:00,0.0003480000013951212,0.00038499999209307134,0.00027600000612437725,0.00035099999513477087,48857,0.0,0.0
2019-02-26 00:00:00+00:00,0.0003499999875202775,0.00038400001358240843,0.0003370000049471855,0.00037299998803064227,24200,0.0,0.0
2019-02-27 00:00:00+00:00,0.00037399999564513564,0.00037399999564513564,0.00031800000579096377,0.0003239999932702631,49821,0.0,0.0
2019-02-28 00:00:00+00:00,0.0003239999932702631,0.00039900001138448715,0.0003229999856557697,0.0003659999929368496,77779,0.0,0.0
2019-03-01 00:00:00+00:00,0.0003659999929368496,0.0003870000073220581,0.0003319999959785491,0.0003319999959785491,121349,0.0,0.0
2019-03-02 00:00:00+00:00,0.00033099998836405575,0.0003589999978430569,0.00031800000579096377,0.0003209999995306134,82504,0.0,0.0
2019-03-03 00:00:00+00:00,0.0003209999995306134,0.0003600000054575503,0.0003150000120513141,0.0003389999910723418,22025,0.0,0.0
2019-03-04 00:00:00+00:00,0.0003389999910723418,0.0003969999961555004,0.000311999989207834,0.00031900001340545714,111688,0.0,0.0
2019-03-05 00:00:00+00:00,0.00031999999191612005,0.00031999999191612005,0.0002969999914057553,0.0003150000120513141,142904,0.0,0.0
2019-03-06 00:00:00+00:00,0.00031599999056197703,0.00039400000241585076,0.000311999989207834,0.00033999999868683517,223360,0.0,0.0
2019-03-07 00:00:00+00:00,0.00034100000630132854,0.00040600000647827983,0.00023499999952036887,0.0003429999924264848,228269,0.0,0.0
2019-03-08 00:00:00+00:00,0.0003429999924264848,0.00041700000292621553,0.0002859999949578196,0.00028899998869746923,166934,0.0,0.0
2019-03-09 00:00:00+00:00,0.00028899998869746923,0.00037399999564513564,0.00028899998869746923,0.0003319999959785491,167453,0.0,0.0
2019-03-10 00:00:00+00:00,0.0003319999959785491,0.0003499999875202775,0.0003260000084992498,0.0003429999924264848,12129,0.0,0.0
