TIMESTAMP,ASIA_OPEN_PRICE_USD,ASIA_HIGH_PRICE_USD,ASIA_LOW_PRICE_USD,ASIA_CLOSE_PRICE_USD,ASIA_VOLUME_USD,ASIA_DIVIDENDS_USD,ASIA_STOCK_SPLITS_USD
2021-09-26 00:00:00+00:00,0.11915399879217148,0.12462499737739563,0.1103219985961914,0.11855799704790115,117465,0.0,0.0
2021-09-27 00:00:00+00:00,0.11852200329303741,0.4188530147075653,0.11247599869966507,0.12049700319766998,173726,0.0,0.0
2021-09-28 00:00:00+00:00,0.12046000361442566,0.31369099020957947,0.11016800254583359,0.15105800330638885,59091,0.0,0.0
2021-09-29 00:00:00+00:00,0.15104499459266663,0.15143699944019318,0.11863300204277039,0.13011600077152252,154895,0.0,0.0
2021-09-30 00:00:00+00:00,0.13013699650764465,0.13203400373458862,0.11834300309419632,0.12773799896240234,225914,0.0,0.0
2021-10-01 00:00:00+00:00,0.12774799764156342,0.13259199261665344,0.11810000240802765,0.130171000957489,245677,0.0,0.0
2021-10-02 00:00:00+00:00,0.13016299903392792,0.13731099665164948,0.12663500010967255,0.13642899692058563,383879,0.0,0.0
2021-10-03 00:00:00+00:00,0.13640199601650238,0.13787899911403656,0.1323940008878708,0.13729900121688843,211564,0.0,0.0
2021-10-04 00:00:00+00:00,0.13729600608348846,0.1402599960565567,0.11904300004243851,0.140065997838974,226193,0.0,0.0
2021-10-05 00:00:00+00:00,0.14006300270557404,0.14515100419521332,0.1189579963684082,0.14506900310516357,109508,0.0,0.0
2021-10-06 00:00:00+00:00,0.14506399631500244,0.14506900310516357,0.11888399720191956,0.13727200031280518,283014,0.0,0.0
2021-10-07 00:00:00+00:00,0.13723699748516083,0.14136700332164764,0.13604000210762024,0.13850300014019012,365277,0.0,0.0
2021-10-08 00:00:00+00:00,0.13850699365139008,0.1388860046863556,0.09899900108575821,0.09938500076532364,226406,0.0,0.0
2021-10-09 00:00:00+00:00,0.09939499944448471,0.11780200153589249,0.09930499643087387,0.10627999901771545,297932,0.0,0.0
2021-10-10 00:00:00+00:00,0.10627199709415436,0.12488699704408646,0.1016950011253357,0.12359900027513504,153917,0.0,0.0
2021-10-11 00:00:00+00:00,0.12360700219869614,0.12360700219869614,0.05521100014448166,0.059186000376939774,213988,0.0,0.0
2021-10-12 00:00:00+00:00,0.059193000197410583,0.11005999892950058,0.057190001010894775,0.058952998369932175,129308,0.0,0.0
2021-10-13 00:00:00+00:00,0.058959998190402985,0.12932699918746948,0.05724899843335152,0.05760899931192398,187239,0.0,0.0
2021-10-14 00:00:00+00:00,0.05760499835014343,0.06566700339317322,0.05753700062632561,0.0594400018453598,208619,0.0,0.0
2021-10-15 00:00:00+00:00,0.05943499878048897,0.06205600127577782,0.05854000151157379,0.06009799987077713,274089,0.0,0.0
2021-10-16 00:00:00+00:00,0.06008800119161606,0.09276899695396423,0.05925999954342842,0.06139000132679939,172425,0.0,0.0
2021-10-17 00:00:00+00:00,0.061388999223709106,0.09501899778842926,0.060054998844861984,0.060527000576257706,149128,0.0,0.0
2021-10-18 00:00:00+00:00,0.060524001717567444,0.09724900126457214,0.057075001299381256,0.061152998358011246,162219,0.0,0.0
2021-10-19 00:00:00+00:00,0.06115199998021126,0.09127099812030792,0.059356000274419785,0.061792999505996704,158726,0.0,0.0
2021-10-20 00:00:00+00:00,0.06179400160908699,0.0661349967122078,0.059091001749038696,0.06594900041818619,144925,0.0,0.0
2021-10-21 00:00:00+00:00,0.06595300137996674,0.06612800061702728,0.06078999862074852,0.0656609982252121,137668,0.0,0.0
2021-10-22 00:00:00+00:00,0.06566199660301208,0.06975699961185455,0.062178000807762146,0.06935299932956696,171866,0.0,0.0
2021-10-23 00:00:00+00:00,0.06935399770736694,0.06975500285625458,0.0623369999229908,0.06767600029706955,191553,0.0,0.0
