,BTC
DOGE,2.0064006603009734e-05
ETH,3.7600544145337546e-05
XRP,0.0015266446558837
DGB,0.0016328365259966
XMR,0.00270309328305705
SC,0.004008060427267
ETC,0.00624406903429005
ZEN,0.016084163841935
BAT,0.016528188246840048
XEM,0.02745082732157235
QTUM,0.0318138936727443
GNO,0.0323281575925483
RLC,0.03451269260283425
BTS,0.05205712303299185
LSK,0.05647283586296835
LTC,0.07850352155556155
DASH,0.11268016617668565
KMD,0.1150995563268948
MIOTA,0.1446339818430561
WAVES,0.1920090642540819
ZEC,0.19717431396914395
GAS,0.24576438071728612
XLM,0.28492507318000837
PIVX,0.33662880085318037
ARK,0.34070646159415596
ANT,0.38220650931852995
FIRO,0.5262979135840583
STEEM,0.6166079487459825
LUNC,0.7139145776039102
SYS,0.7932585638854771
DCR,0.9140905288688301
