TIMESTAMP,CROB_OPEN_PRICE_USD,CROB_HIGH_PRICE_USD,CROB_LOW_PRICE_USD,CROB_CLOSE_PRICE_USD,CROB_VOLUME_USD,CROB_DIVIDENDS_USD,CROB_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,0.049219999462366104,0.05952199921011925,0.04228200018405914,0.04440400004386902,17174524,0.0,0.0
2024-04-13 00:00:00+00:00,0.04475099965929985,0.04537900164723396,0.033640000969171524,0.038130998611450195,2722973,0.0,0.0
2024-04-14 00:00:00+00:00,0.038130998611450195,0.04131399840116501,0.03595399856567383,0.04131399840116501,1882498,0.0,0.0
2024-04-15 00:00:00+00:00,0.04136800020933151,0.04537700116634369,0.04064900055527687,0.04150699824094772,1870417,0.0,0.0
2024-04-16 00:00:00+00:00,0.041464999318122864,0.041877999901771545,0.03781000152230263,0.0400330014526844,1679334,0.0,0.0
2024-04-17 00:00:00+00:00,0.03981199860572815,0.040199000388383865,0.036451999098062515,0.03890400007367134,1180577,0.0,0.0
2024-04-18 00:00:00+00:00,0.03887699916958809,0.03918299823999405,0.036077000200748444,0.038782998919487,996842,0.0,0.0
2024-04-19 00:00:00+00:00,0.03877900168299675,0.038784001022577286,0.03523699939250946,0.037071000784635544,1241204,0.0,0.0
2024-04-20 00:00:00+00:00,0.037071000784635544,0.03928999975323677,0.036531999707221985,0.038488999009132385,1062684,0.0,0.0
2024-04-21 00:00:00+00:00,0.038423001766204834,0.04061000049114227,0.03834399953484535,0.03986600041389465,991411,0.0,0.0
2024-04-22 00:00:00+00:00,0.03990999981760979,0.04071800038218498,0.03976599872112274,0.04039200022816658,978264,0.0,0.0
2024-04-23 00:00:00+00:00,0.04039200022816658,0.040828000754117966,0.039831001311540604,0.039889998733997345,978883,0.0,0.0
2024-04-24 00:00:00+00:00,0.0398470014333725,0.04018300026655197,0.036701999604701996,0.038058001548051834,1282266,0.0,0.0
2024-04-25 00:00:00+00:00,0.03808499872684479,0.038120999932289124,0.03536900132894516,0.035840000957250595,985657,0.0,0.0
2024-04-26 00:00:00+00:00,0.03583899885416031,0.03589000180363655,0.03358599916100502,0.03365600109100342,1264102,0.0,0.0
2024-04-27 00:00:00+00:00,0.03364500030875206,0.0351019985973835,0.0311450008302927,0.03409299999475479,1184242,0.0,0.0
2024-04-28 00:00:00+00:00,0.03409299999475479,0.03449400141835213,0.03290100023150444,0.033289000391960144,785211,0.0,0.0
2024-04-29 00:00:00+00:00,0.033337999135255814,0.0351249985396862,0.03184200078248978,0.03497999906539917,783174,0.0,0.0
2024-04-30 00:00:00+00:00,0.03497999906539917,0.03519599884748459,0.02980099990963936,0.032917000353336334,1290125,0.0,0.0
2024-05-01 00:00:00+00:00,0.032917000353336334,0.032917000353336334,0.030981000512838364,0.03272499889135361,499108,0.0,0.0
2024-05-02 00:00:00+00:00,0.03272499889135361,0.03272499889135361,0.03144200146198273,0.032558001577854156,388646,0.0,0.0
2024-05-03 00:00:00+00:00,0.032347001135349274,0.03301199898123741,0.02996799908578396,0.030912000685930252,371908,0.0,0.0
2024-05-04 00:00:00+00:00,0.030883999541401863,0.0332069993019104,0.030709000304341316,0.03284300118684769,332915,0.0,0.0
2024-05-05 00:00:00+00:00,0.03280799835920334,0.03293199837207794,0.032370999455451965,0.03257700055837631,354618,0.0,0.0
2024-05-06 00:00:00+00:00,0.032481998205184937,0.03272100165486336,0.030886000022292137,0.03113500028848648,404769,0.0,0.0
2024-05-07 00:00:00+00:00,0.03113500028848648,0.032141998410224915,0.031050000339746475,0.032141998410224915,247210,0.0,0.0
2024-05-08 00:00:00+00:00,0.03204900026321411,0.0323529988527298,0.03174100071191788,0.031982000917196274,265708,0.0,0.0
2024-05-09 00:00:00+00:00,0.031982000917196274,0.03219100087881088,0.03086099959909916,0.030892999842762947,262671,0.0,0.0
2024-05-10 00:00:00+00:00,0.030892999842762947,0.03167000040411949,0.030768999829888344,0.030859999358654022,192094,0.0,0.0
2024-05-11 00:00:00+00:00,0.030859999358654022,0.03134699910879135,0.03072899952530861,0.03116600029170513,241942,0.0,0.0
2024-05-12 00:00:00+00:00,0.03116600029170513,0.03137199953198433,0.030709000304341316,0.031044000759720802,276498,0.0,0.0
2024-05-13 00:00:00+00:00,0.03105900064110756,0.0316229984164238,0.026934999972581863,0.03095100075006485,280578,0.0,0.0
2024-05-14 00:00:00+00:00,0.03095100075006485,0.031190000474452972,0.030525999143719673,0.031024999916553497,265119,0.0,0.0
2024-05-15 00:00:00+00:00,0.031024999916553497,0.03173999860882759,0.02957800030708313,0.02964800037443638,373745,0.0,0.0
2024-05-16 00:00:00+00:00,0.02964800037443638,0.029673000797629356,0.028681999072432518,0.02964100055396557,271122,0.0,0.0
2024-05-17 00:00:00+00:00,0.02964100055396557,0.03087799996137619,0.029631000012159348,0.030056999996304512,262947,0.0,0.0
2024-05-18 00:00:00+00:00,0.030056999996304512,0.0328730009496212,0.030056999996304512,0.03217000141739845,231913,0.0,0.0
2024-05-19 00:00:00+00:00,0.03217000141739845,0.03217799961566925,0.03112800046801567,0.03212299942970276,257671,0.0,0.0
2024-05-20 00:00:00+00:00,0.0321200005710125,0.0334319993853569,0.03209900110960007,0.0334319993853569,227960,0.0,0.0
2024-05-21 00:00:00+00:00,0.0334319993853569,0.033472999930381775,0.03301599994301796,0.033225998282432556,208583,0.0,0.0
