TIMESTAMP,SHARKI_OPEN_PRICE_USD,SHARKI_HIGH_PRICE_USD,SHARKI_LOW_PRICE_USD,SHARKI_CLOSE_PRICE_USD,SHARKI_VOLUME_USD,SHARKI_DIVIDENDS_USD,SHARKI_STOCK_SPLITS_USD
2024-10-17 00:00:00+00:00,0.0023799999617040157,0.0024880000855773687,0.001979999942705035,0.0019910000264644623,185310,0.0,0.0
2024-10-18 00:00:00+00:00,0.0019940000493079424,0.002982999896630645,0.0019779999274760485,0.002305000089108944,177154,0.0,0.0
2024-10-19 00:00:00+00:00,0.002305000089108944,0.0033080000430345535,0.002176000038161874,0.002956999931484461,373542,0.0,0.0
2024-10-20 00:00:00+00:00,0.002956999931484461,0.0038010000716894865,0.0024240000639110804,0.0033680000342428684,248594,0.0,0.0
2024-10-21 00:00:00+00:00,0.0033680000342428684,0.003713000100106001,0.0027409999165683985,0.0031820000149309635,373516,0.0,0.0
2024-10-22 00:00:00+00:00,0.0031820000149309635,0.004021000117063522,0.0029619999695569277,0.003166999900713563,179834,0.0,0.0
2024-10-23 00:00:00+00:00,0.0031820000149309635,0.0031930000986903906,0.0024369999300688505,0.0025259999092668295,149677,0.0,0.0
2024-10-24 00:00:00+00:00,0.002280999906361103,0.003467000089585781,0.0018889999482780695,0.0024689999409019947,438875,0.0,0.0
2024-10-25 00:00:00+00:00,0.0024900001008063555,0.002859999891370535,0.002102999947965145,0.0025019999593496323,167429,0.0,0.0
2024-10-26 00:00:00+00:00,0.0025019999593496323,0.0025480000767856836,0.0021279999054968357,0.002517000073567033,91195,0.0,0.0
2024-10-27 00:00:00+00:00,0.0025319999549537897,0.002833999926224351,0.0022189998999238014,0.0022189998999238014,50160,0.0,0.0
2024-10-28 00:00:00+00:00,0.0022189998999238014,0.002366000087931752,0.0020169999916106462,0.0020600000862032175,59278,0.0,0.0
2024-10-29 00:00:00+00:00,0.002056000055745244,0.004588000010699034,0.00203999993391335,0.002899999963119626,312508,0.0,0.0
