TIMESTAMP,PEEP28467_OPEN_PRICE_USD,PEEP28467_HIGH_PRICE_USD,PEEP28467_LOW_PRICE_USD,PEEP28467_CLOSE_PRICE_USD,PEEP28467_VOLUME_USD,PEEP28467_DIVIDENDS_USD,PEEP28467_STOCK_SPLITS_USD
2023-11-20 00:00:00+00:00,7.200000254670158e-05,7.999999797903001e-05,4.3000000005122274e-05,4.8999998398358e-05,1237243,0.0,0.0
2023-11-21 00:00:00+00:00,4.8999998398358e-05,5.6000000768108293e-05,3.7000001611886546e-05,3.7000001611886546e-05,429202,0.0,0.0
2023-11-22 00:00:00+00:00,3.7000001611886546e-05,5.400000009103678e-05,3.600000127335079e-05,5.400000009103678e-05,406656,0.0,0.0
2023-11-23 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,3.7999998312443495e-05,3.899999865097925e-05,304656,0.0,0.0
2023-11-24 00:00:00+00:00,3.899999865097925e-05,4.5000000682193786e-05,2.300000051036477e-05,3.600000127335079e-05,614699,0.0,0.0
2023-11-25 00:00:00+00:00,3.600000127335079e-05,4.70000013592653e-05,3.600000127335079e-05,4.3000000005122274e-05,466029,0.0,0.0
2023-11-26 00:00:00+00:00,4.3000000005122274e-05,6.199999916134402e-05,3.400000059627928e-05,3.600000127335079e-05,715431,0.0,0.0
2023-11-27 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,3.300000025774352e-05,3.600000127335079e-05,258471,0.0,0.0
2023-11-28 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.099999983329326e-05,2.8000000384054147e-05,390699,0.0,0.0
2023-11-29 00:00:00+00:00,2.8000000384054147e-05,3.5000000934815034e-05,2.2000000171829015e-05,2.499999936844688e-05,138825,0.0,0.0
2023-11-30 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,1.700000029813964e-05,1.8000000636675395e-05,150372,0.0,0.0
2023-12-01 00:00:00+00:00,1.8000000636675395e-05,2.099999983329326e-05,1.5999999959603883e-05,1.700000029813964e-05,56448,0.0,0.0
2023-12-02 00:00:00+00:00,1.700000029813964e-05,2.099999983329326e-05,1.700000029813964e-05,1.9999999494757503e-05,33927,0.0,0.0
2023-12-03 00:00:00+00:00,1.9999999494757503e-05,3.099999958067201e-05,1.9999999494757503e-05,2.300000051036477e-05,221536,0.0,0.0
2023-12-04 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,1.8000000636675395e-05,1.9999999494757503e-05,94142,0.0,0.0
2023-12-05 00:00:00+00:00,1.9999999494757503e-05,4.999999873689376e-05,1.9999999494757503e-05,4.8000001697801054e-05,1244524,0.0,0.0
2023-12-06 00:00:00+00:00,4.8000001697801054e-05,0.0001230000052601099,4.199999966658652e-05,8.299999899463728e-05,2874280,0.0,0.0
2023-12-07 00:00:00+00:00,8.199999865610152e-05,0.00012599999899975955,7.999999797903001e-05,0.00011500000255182385,2631337,0.0,0.0
2023-12-08 00:00:00+00:00,0.00011500000255182385,0.000299000006634742,0.00011500000255182385,0.0002770000137388706,7287755,0.0,0.0
2023-12-09 00:00:00+00:00,0.0002770000137388706,0.00047900000936351717,0.00025599999935366213,0.00029799999902024865,11501933,0.0,0.0
2023-12-10 00:00:00+00:00,0.000299000006634742,0.00037399999564513564,0.00019999999494757503,0.00037200000951997936,7083058,0.0,0.0
2023-12-11 00:00:00+00:00,0.000375000003259629,0.00038499999209307134,0.00021399999968707561,0.0002519999979995191,5257894,0.0,0.0
2023-12-12 00:00:00+00:00,0.0002519999979995191,0.00030700000934302807,0.00014400000509340316,0.00015500000154133886,4060866,0.0,0.0
2023-12-13 00:00:00+00:00,0.00015500000154133886,0.00022499999613501132,0.00012599999899975955,0.00017899999511428177,1960780,0.0,0.0
2023-12-14 00:00:00+00:00,0.00017800000205170363,0.00025400001322850585,0.0001449999981559813,0.00024500000290572643,4036486,0.0,0.0
2023-12-15 00:00:00+00:00,0.0002460000105202198,0.000291000003926456,0.00014200000441633165,0.0002010000025620684,4830633,0.0,0.0
2023-12-16 00:00:00+00:00,0.00019999999494757503,0.00023299999884329736,0.00015700000221841037,0.0001829999964684248,3171139,0.0,0.0
2023-12-17 00:00:00+00:00,0.00018400000408291817,0.00019299999985378236,0.0001340000017080456,0.00014200000441633165,2097519,0.0,0.0
2023-12-18 00:00:00+00:00,0.00014200000441633165,0.00015100000018719584,8.900000102585182e-05,0.00012099999730708078,2435010,0.0,0.0
2023-12-19 00:00:00+00:00,0.0001250000059371814,0.00022699999681208283,0.00012099999730708078,0.00017899999511428177,2015566,0.0,0.0
2023-12-20 00:00:00+00:00,0.00017800000205170363,0.0002570000069681555,0.0001610000035725534,0.0002209999947808683,3160726,0.0,0.0
2023-12-21 00:00:00+00:00,0.0002229999954579398,0.00023799999326001853,0.0001340000017080456,0.00014200000441633165,1392658,0.0,0.0
2023-12-22 00:00:00+00:00,0.00014400000509340316,0.00017299999308306724,0.00010699999984353781,0.00012399999832268804,1016050,0.0,0.0
