TIMESTAMP,STAC_OPEN_PRICE_USD,STAC_HIGH_PRICE_USD,STAC_LOW_PRICE_USD,STAC_CLOSE_PRICE_USD,STAC_VOLUME_USD,STAC_DIVIDENDS_USD,STAC_STOCK_SPLITS_USD
2018-03-08 00:00:00+00:00,0.048315998166799545,0.05109800025820732,0.04019999876618385,0.04628799855709076,54023,0.0,0.0
2018-03-09 00:00:00+00:00,0.044266000390052795,0.04516800120472908,0.03307199850678444,0.04137500002980232,22230,0.0,0.0
2018-03-10 00:00:00+00:00,0.04131099954247475,0.04484099894762039,0.03852900117635727,0.04143499955534935,36875,0.0,0.0
2018-03-11 00:00:00+00:00,0.04141300171613693,0.04561600089073181,0.03443500027060509,0.043143000453710556,22812,0.0,0.0
2018-03-12 00:00:00+00:00,0.04325700178742409,0.055025000125169754,0.031491998583078384,0.03663099929690361,145395,0.0,0.0
2018-03-13 00:00:00+00:00,0.03658299893140793,0.03760400041937828,0.030510999262332916,0.03617699816823006,35343,0.0,0.0
2018-03-14 00:00:00+00:00,0.03623899817466736,0.03649500012397766,0.027149999514222145,0.02887599915266037,21698,0.0,0.0
2018-03-15 00:00:00+00:00,0.028906000778079033,0.034533001482486725,0.025482000783085823,0.033291999250650406,34470,0.0,0.0
2018-03-16 00:00:00+00:00,0.034074001014232635,0.0343019999563694,0.02478400059044361,0.02478400059044361,10035,0.0,0.0
2018-03-17 00:00:00+00:00,0.024762000888586044,0.02483000047504902,0.020919999107718468,0.021056000143289566,7582,0.0,0.0
2018-03-18 00:00:00+00:00,0.021034000441432,0.02408199943602085,0.01880900003015995,0.02374500036239624,7459,0.0,0.0
2018-03-19 00:00:00+00:00,0.023889999836683273,0.02602200023829937,0.020826999098062515,0.022856000810861588,9544,0.0,0.0
2018-03-20 00:00:00+00:00,0.023202000185847282,0.024723999202251434,0.02241400070488453,0.024373000487685204,4482,0.0,0.0
2018-03-21 00:00:00+00:00,0.02501700073480606,0.026281999424099922,0.022293999791145325,0.02287299931049347,8167,0.0,0.0
2018-03-22 00:00:00+00:00,0.022908000275492668,0.024049000814557076,0.022117000073194504,0.02389499917626381,4877,0.0,0.0
