TIMESTAMP,FISHW_OPEN_PRICE_USD,FISHW_HIGH_PRICE_USD,FISHW_LOW_PRICE_USD,FISHW_CLOSE_PRICE_USD,FISHW_VOLUME_USD,FISHW_DIVIDENDS_USD,FISHW_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.0017310000257566571,0.0017719999887049198,0.0017219999572262168,0.0017500000540167093,3411979,0.0,0.0
2025-04-02 00:00:00+00:00,0.0017500000540167093,0.0018469999777153134,0.0017450000159442425,0.0017979999538511038,3965371,0.0,0.0
2025-04-03 00:00:00+00:00,0.0017979999538511038,0.0018110000528395176,0.0017659999430179596,0.0018019999843090773,3389948,0.0,0.0
2025-04-04 00:00:00+00:00,0.0018019999843090773,0.001820000004954636,0.001791000016964972,0.0018090000376105309,4117323,0.0,0.0
2025-04-05 00:00:00+00:00,0.0018090000376105309,0.0018119999440386891,0.0017969999462366104,0.001803999999538064,4778525,0.0,0.0
2025-04-06 00:00:00+00:00,0.001803999999538064,0.0018110000528395176,0.0017500000540167093,0.0017600000137463212,4234391,0.0,0.0
2025-04-07 00:00:00+00:00,0.0017600000137463212,0.0017760000191628933,0.001677999971434474,0.0017689999658614397,1987253,0.0,0.0
2025-04-08 00:00:00+00:00,0.0017689999658614397,0.0017900000093504786,0.0017010000301524997,0.0017229999648407102,4909823,0.0,0.0
2025-04-09 00:00:00+00:00,0.0017229999648407102,0.0017269999952986836,0.0015910000074654818,0.0016459999606013298,1179664,0.0,0.0
2025-04-10 00:00:00+00:00,0.0016459999606013298,0.0016690000193193555,0.001610000035725534,0.0016540000215172768,3628087,0.0,0.0
2025-04-11 00:00:00+00:00,0.0016540000215172768,0.001749000046402216,0.0016189999878406525,0.0017340000486001372,3885074,0.0,0.0
2025-04-12 00:00:00+00:00,0.0017340000486001372,0.001782999956049025,0.0017209999496117234,0.0017729999963194132,5083483,0.0,0.0
2025-04-13 00:00:00+00:00,0.0017729999963194132,0.001782999956049025,0.0017219999572262168,0.0017399999778717756,4178792,0.0,0.0
2025-04-14 00:00:00+00:00,0.0017399999778717756,0.001765000051818788,0.0016319999704137444,0.0016319999704137444,3293969,0.0,0.0
2025-04-15 00:00:00+00:00,0.0016319999704137444,0.0016430000541731715,0.0015930000226944685,0.0015930000226944685,1599243,0.0,0.0
