TIMESTAMP,BIRDDOG31007_OPEN_PRICE_USD,BIRDDOG31007_HIGH_PRICE_USD,BIRDDOG31007_LOW_PRICE_USD,BIRDDOG31007_CLOSE_PRICE_USD,BIRDDOG31007_VOLUME_USD,BIRDDOG31007_DIVIDENDS_USD,BIRDDOG31007_STOCK_SPLITS_USD
2024-05-01 00:00:00+00:00,9.999999974752427e-07,3.999999989900971e-06,9.999999974752427e-07,1.9999999949504854e-06,473473,0.0,0.0
2024-05-02 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,413426,0.0,0.0
2024-05-03 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,112068,0.0,0.0
2024-05-04 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,72397,0.0,0.0
2024-05-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,94563,0.0,0.0
2024-05-06 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,200144,0.0,0.0
2024-05-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,85670,0.0,0.0
2024-05-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,42238,0.0,0.0
2024-05-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,71483,0.0,0.0
2024-05-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,55375,0.0,0.0
2024-05-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,44670,0.0,0.0
2024-05-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,44543,0.0,0.0
2024-05-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,16375,0.0,0.0
2024-05-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,29499,0.0,0.0
2024-05-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,26296,0.0,0.0
2024-05-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20768,0.0,0.0
2024-05-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,14892,0.0,0.0
2024-05-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,43122,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,36891,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,18583,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,15806,0.0,0.0
2024-05-22 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,131298,0.0,0.0
2024-05-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,31798,0.0,0.0
2024-05-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,53731,0.0,0.0
2024-05-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,54406,0.0,0.0
2024-05-26 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,37038,0.0,0.0
2024-05-27 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,90342,0.0,0.0
2024-05-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,49142,0.0,0.0
2024-05-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,53985,0.0,0.0
2024-05-30 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,44511,0.0,0.0
2024-05-31 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,9.999999974752427e-07,3.000000106112566e-06,429844,0.0,0.0
2024-06-01 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,9.999999974752427e-07,1.9999999949504854e-06,479545,0.0,0.0
2024-06-02 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,184691,0.0,0.0
2024-06-03 00:00:00+00:00,1.9999999949504854e-06,6.000000212225132e-06,1.9999999949504854e-06,3.999999989900971e-06,1086360,0.0,0.0
2024-06-04 00:00:00+00:00,3.999999989900971e-06,1.700000029813964e-05,3.999999989900971e-06,1.2999999853491317e-05,3411807,0.0,0.0
2024-06-05 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,7.000000096013537e-06,7.000000096013537e-06,1572563,0.0,0.0
2024-06-06 00:00:00+00:00,7.000000096013537e-06,9.999999747378752e-06,3.999999989900971e-06,6.000000212225132e-06,879469,0.0,0.0
2024-06-07 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,3.999999989900971e-06,4.999999873689376e-06,538182,0.0,0.0
2024-06-08 00:00:00+00:00,4.999999873689376e-06,9.999999747378752e-06,4.999999873689376e-06,9.000000318337698e-06,731626,0.0,0.0
2024-06-09 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,4.999999873689376e-06,6.000000212225132e-06,713506,0.0,0.0
2024-06-10 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,4.999999873689376e-06,6.000000212225132e-06,723006,0.0,0.0
2024-06-11 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,3.999999989900971e-06,7.000000096013537e-06,556246,0.0,0.0
2024-06-12 00:00:00+00:00,7.000000096013537e-06,1.2999999853491317e-05,7.000000096013537e-06,7.999999979801942e-06,1171332,0.0,0.0
2024-06-13 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,428746,0.0,0.0
2024-06-14 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,4.999999873689376e-06,7.000000096013537e-06,328072,0.0,0.0
2024-06-15 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,267981,0.0,0.0
2024-06-16 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,4.999999873689376e-06,6.000000212225132e-06,322355,0.0,0.0
2024-06-17 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,297185,0.0,0.0
2024-06-18 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,184046,0.0,0.0
2024-06-19 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,172351,0.0,0.0
2024-06-20 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,203452,0.0,0.0
