TIMESTAMP,VOLTX_OPEN_PRICE_USD,VOLTX_HIGH_PRICE_USD,VOLTX_LOW_PRICE_USD,VOLTX_CLOSE_PRICE_USD,VOLTX_VOLUME_USD,VOLTX_DIVIDENDS_USD,VOLTX_STOCK_SPLITS_USD
2025-03-08 00:00:00+00:00,0.0002589999930933118,0.0002589999930933118,0.00021699999342672527,0.0002229999954579398,0,0.0,0.0
2025-03-09 00:00:00+00:00,0.0002229999954579398,0.00023299999884329736,0.00018000000272877514,0.00018000000272877514,0,0.0,0.0
2025-03-10 00:00:00+00:00,0.00018000000272877514,0.00019500000053085387,0.00016500000492669642,0.00016500000492669642,709,0.0,0.0
2025-03-11 00:00:00+00:00,0.00016500000492669642,0.00018600000475998968,0.00015900000289548188,0.00018600000475998968,0,0.0,0.0
2025-03-12 00:00:00+00:00,0.00018600000475998968,0.00019700000120792538,0.00017800000205170363,0.00019700000120792538,1019,0.0,0.0
2025-03-13 00:00:00+00:00,0.00019700000120792538,0.00020300000323913991,0.0001829999964684248,0.00019099999917671084,299,0.0,0.0
2025-03-14 00:00:00+00:00,0.00019099999917671084,0.00023499999952036887,0.00019099999917671084,0.00023499999952036887,0,0.0,0.0
2025-03-15 00:00:00+00:00,0.00023499999952036887,0.0002730000123847276,0.00023499999952036887,0.00026599998818710446,1782,0.0,0.0
2025-03-16 00:00:00+00:00,0.00026599998818710446,0.00028899998869746923,0.00026599998818710446,0.0002739999908953905,0,0.0,0.0
2025-03-17 00:00:00+00:00,0.0002739999908953905,0.00029200001154094934,0.00026599998818710446,0.00027799999224953353,0,0.0,0.0
2025-03-18 00:00:00+00:00,0.00027799999224953353,0.00027799999224953353,0.0002479999966453761,0.0002479999966453761,0,0.0,0.0
2025-03-19 00:00:00+00:00,0.0002479999966453761,0.0002589999930933118,0.00024300000222865492,0.0002589999930933118,0,0.0,0.0
2025-03-20 00:00:00+00:00,0.0002589999930933118,0.0002589999930933118,0.00024900000425986946,0.00025400001322850585,0,0.0,0.0
2025-03-21 00:00:00+00:00,0.00025400001322850585,0.0002690000110305846,0.00025099999038502574,0.0002690000110305846,78,0.0,0.0
2025-03-22 00:00:00+00:00,0.0002690000110305846,0.0002739999908953905,0.00025599999935366213,0.0002589999930933118,344,0.0,0.0
2025-03-23 00:00:00+00:00,0.0002589999930933118,0.0002730000123847276,0.0002589999930933118,0.0002730000123847276,0,0.0,0.0
