TIMESTAMP,MERY_OPEN_PRICE_USD,MERY_HIGH_PRICE_USD,MERY_LOW_PRICE_USD,MERY_CLOSE_PRICE_USD,MERY_VOLUME_USD,MERY_DIVIDENDS_USD,MERY_STOCK_SPLITS_USD
2024-05-01 00:00:00+00:00,4.600000102072954e-05,4.8999998398358e-05,3.7999998312443495e-05,4.70000013592653e-05,3584171,0.0,0.0
2024-05-02 00:00:00+00:00,4.70000013592653e-05,5.6000000768108293e-05,4.099999932805076e-05,4.999999873689376e-05,2497252,0.0,0.0
2024-05-03 00:00:00+00:00,4.8999998398358e-05,6.0999998822808266e-05,4.600000102072954e-05,4.999999873689376e-05,1698986,0.0,0.0
2024-05-04 00:00:00+00:00,4.999999873689376e-05,5.6000000768108293e-05,3.899999865097925e-05,4.70000013592653e-05,2375469,0.0,0.0
2024-05-05 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,3.7999998312443495e-05,4.400000034365803e-05,1505839,0.0,0.0
2024-05-06 00:00:00+00:00,4.5000000682193786e-05,4.999999873689376e-05,3.600000127335079e-05,4.3000000005122274e-05,2041619,0.0,0.0
2024-05-07 00:00:00+00:00,4.3000000005122274e-05,6.199999916134402e-05,4.199999966658652e-05,4.8999998398358e-05,2691536,0.0,0.0
2024-05-08 00:00:00+00:00,5.2999999752501026e-05,6.0999998822808266e-05,4.8000001697801054e-05,5.500000042957254e-05,2665301,0.0,0.0
2024-05-09 00:00:00+00:00,5.500000042957254e-05,6.199999916134402e-05,4.999999873689376e-05,5.8000001445179805e-05,1921339,0.0,0.0
2024-05-10 00:00:00+00:00,5.8000001445179805e-05,7.100000220816582e-05,5.6000000768108293e-05,6.70000008540228e-05,3043152,0.0,0.0
2024-05-11 00:00:00+00:00,7.000000186963007e-05,8.800000068731606e-05,6.800000119255856e-05,8.099999831756577e-05,5452002,0.0,0.0
2024-05-12 00:00:00+00:00,7.899999764049426e-05,8.600000001024455e-05,6.199999916134402e-05,7.200000254670158e-05,4341847,0.0,0.0
2024-05-13 00:00:00+00:00,7.200000254670158e-05,8.099999831756577e-05,6.70000008540228e-05,6.900000153109431e-05,2177469,0.0,0.0
2024-05-14 00:00:00+00:00,7.100000220816582e-05,7.999999797903001e-05,5.6000000768108293e-05,6.199999916134402e-05,2401731,0.0,0.0
2024-05-15 00:00:00+00:00,6.199999916134402e-05,7.300000288523734e-05,5.6000000768108293e-05,6.0999998822808266e-05,2167020,0.0,0.0
2024-05-16 00:00:00+00:00,5.500000042957254e-05,5.999999848427251e-05,4.400000034365803e-05,4.70000013592653e-05,4094926,0.0,0.0
2024-05-17 00:00:00+00:00,4.8000001697801054e-05,5.500000042957254e-05,3.099999958067201e-05,3.899999865097925e-05,4345301,0.0,0.0
2024-05-18 00:00:00+00:00,3.9999998989515007e-05,5.400000009103678e-05,3.7000001611886546e-05,4.8000001697801054e-05,1610759,0.0,0.0
2024-05-19 00:00:00+00:00,4.8000001697801054e-05,5.400000009103678e-05,4.3000000005122274e-05,4.5000000682193786e-05,953025,0.0,0.0
2024-05-20 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,3.7999998312443495e-05,4.099999932805076e-05,1284057,0.0,0.0
2024-05-21 00:00:00+00:00,4.099999932805076e-05,6.800000119255856e-05,3.899999865097925e-05,5.700000110664405e-05,3998754,0.0,0.0
2024-05-22 00:00:00+00:00,5.700000110664405e-05,7.100000220816582e-05,4.099999932805076e-05,4.5000000682193786e-05,4913840,0.0,0.0
2024-05-23 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,3.899999865097925e-05,4.199999966658652e-05,1132461,0.0,0.0
2024-05-24 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,3.7999998312443495e-05,3.7999998312443495e-05,1208349,0.0,0.0
2024-05-25 00:00:00+00:00,3.7999998312443495e-05,4.600000102072954e-05,3.5000000934815034e-05,4.099999932805076e-05,1949914,0.0,0.0
2024-05-26 00:00:00+00:00,4.099999932805076e-05,4.999999873689376e-05,3.9999998989515007e-05,4.400000034365803e-05,1994146,0.0,0.0
2024-05-27 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,3.899999865097925e-05,3.9999998989515007e-05,915248,0.0,0.0
2024-05-28 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,2.2000000171829015e-05,2.9999999242136255e-05,3950769,0.0,0.0
2024-05-29 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.300000051036477e-05,2.499999936844688e-05,1228714,0.0,0.0
2024-05-30 00:00:00+00:00,2.4000000848900527e-05,3.400000059627928e-05,2.4000000848900527e-05,2.9000000722589903e-05,2014413,0.0,0.0
2024-05-31 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.700000004551839e-05,2.8000000384054147e-05,412515,0.0,0.0
2024-06-01 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.700000004551839e-05,2.700000004551839e-05,395407,0.0,0.0
2024-06-02 00:00:00+00:00,2.700000004551839e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.700000004551839e-05,297949,0.0,0.0
2024-06-03 00:00:00+00:00,2.700000004551839e-05,2.9999999242136255e-05,2.700000004551839e-05,2.700000004551839e-05,370718,0.0,0.0
2024-06-04 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.8000000384054147e-05,255832,0.0,0.0
2024-06-05 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.8000000384054147e-05,3.099999958067201e-05,380404,0.0,0.0
2024-06-06 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.099999983329326e-05,2.300000051036477e-05,1880669,0.0,0.0
2024-06-07 00:00:00+00:00,2.300000051036477e-05,2.8000000384054147e-05,2.2000000171829015e-05,2.4000000848900527e-05,912839,0.0,0.0
2024-06-08 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,2.300000051036477e-05,2.4000000848900527e-05,507067,0.0,0.0
2024-06-09 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.4000000848900527e-05,2.499999936844688e-05,233167,0.0,0.0
2024-06-10 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.2000000171829015e-05,2.4000000848900527e-05,402493,0.0,0.0
2024-06-11 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.099999983329326e-05,2.300000051036477e-05,398208,0.0,0.0
2024-06-12 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.300000051036477e-05,249595,0.0,0.0
2024-06-13 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.099999983329326e-05,2.099999983329326e-05,374628,0.0,0.0
2024-06-14 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.9999999494757503e-05,537745,0.0,0.0
2024-06-15 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8000000636675395e-05,1.9999999494757503e-05,341753,0.0,0.0
2024-06-16 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.9999999494757503e-05,176607,0.0,0.0
2024-06-17 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.4999999621068127e-05,1.5999999959603883e-05,671034,0.0,0.0
2024-06-18 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.2000000424450263e-05,1.4000000192027073e-05,522576,0.0,0.0
2024-06-19 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,124822,0.0,0.0
2024-06-20 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,289236,0.0,0.0
2024-06-21 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2999999853491317e-05,283754,0.0,0.0
2024-06-22 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,107678,0.0,0.0
2024-06-23 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,60754,0.0,0.0
2024-06-24 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,7.000000096013537e-06,9.000000318337698e-06,518572,0.0,0.0
2024-06-25 00:00:00+00:00,9.000000318337698e-06,1.4999999621068127e-05,9.000000318337698e-06,1.2000000424450263e-05,418465,0.0,0.0
2024-06-26 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,200423,0.0,0.0
2024-06-27 00:00:00+00:00,1.2000000424450263e-05,1.4999999621068127e-05,1.1000000085914508e-05,1.4999999621068127e-05,294450,0.0,0.0
2024-06-28 00:00:00+00:00,1.4999999621068127e-05,2.499999936844688e-05,1.4999999621068127e-05,1.8999999156221747e-05,1278076,0.0,0.0
2024-06-29 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8000000636675395e-05,167793,0.0,0.0
2024-06-30 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,252311,0.0,0.0
2024-07-01 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,253377,0.0,0.0
2024-07-02 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,201388,0.0,0.0
2024-07-03 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,97538,0.0,0.0
2024-07-04 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4999999621068127e-05,475345,0.0,0.0
2024-07-05 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.2999999853491317e-05,1.4000000192027073e-05,560042,0.0,0.0
2024-07-06 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.5999999959603883e-05,157299,0.0,0.0
2024-07-07 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4999999621068127e-05,139578,0.0,0.0
2024-07-08 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.4000000192027073e-05,1.4999999621068127e-05,275610,0.0,0.0
2024-07-09 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.4999999621068127e-05,1.5999999959603883e-05,195228,0.0,0.0
2024-07-10 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,179442,0.0,0.0
2024-07-11 00:00:00+00:00,1.5999999959603883e-05,1.9999999494757503e-05,1.5999999959603883e-05,1.8999999156221747e-05,337742,0.0,0.0
2024-07-12 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,299828,0.0,0.0
2024-07-13 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,365876,0.0,0.0
2024-07-14 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,249700,0.0,0.0
2024-07-15 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,211000,0.0,0.0
2024-07-16 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.5999999959603883e-05,271198,0.0,0.0
2024-07-17 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.5999999959603883e-05,1.5999999959603883e-05,165855,0.0,0.0
2024-07-18 00:00:00+00:00,1.5999999959603883e-05,2.4000000848900527e-05,1.4999999621068127e-05,2.2000000171829015e-05,1072902,0.0,0.0
2024-07-19 00:00:00+00:00,2.300000051036477e-05,2.700000004551839e-05,1.9999999494757503e-05,2.2000000171829015e-05,660571,0.0,0.0
2024-07-20 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.9999999494757503e-05,1.9999999494757503e-05,204802,0.0,0.0
2024-07-21 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.8999999156221747e-05,2.300000051036477e-05,264655,0.0,0.0
2024-07-22 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.2000000171829015e-05,2.300000051036477e-05,282348,0.0,0.0
2024-07-23 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,537752,0.0,0.0
2024-07-24 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,210767,0.0,0.0
2024-07-25 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,184402,0.0,0.0
2024-07-26 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.9999999494757503e-05,511450,0.0,0.0
2024-07-27 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,165212,0.0,0.0
2024-07-28 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,189290,0.0,0.0
2024-07-29 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,247535,0.0,0.0
2024-07-30 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,247394,0.0,0.0
2024-07-31 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4000000192027073e-05,1.5999999959603883e-05,349995,0.0,0.0
2024-08-01 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.2999999853491317e-05,1.4999999621068127e-05,595144,0.0,0.0
2024-08-02 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.2999999853491317e-05,403059,0.0,0.0
