TIMESTAMP,APEWIFHAT_OPEN_PRICE_USD,APEWIFHAT_HIGH_PRICE_USD,APEWIFHAT_LOW_PRICE_USD,APEWIFHAT_CLOSE_PRICE_USD,APEWIFHAT_VOLUME_USD,APEWIFHAT_DIVIDENDS_USD,APEWIFHAT_STOCK_SPLITS_USD
2024-03-12 00:00:00+00:00,,,,0.0,11659350,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,5378246,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,13662518,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,16059134,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,8614346,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,7656274,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,5421035,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,3039698,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,3242806,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,3934188,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,4731424,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,1968894,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,1640865,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,3366456,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,1983262,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,1458127,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,1239987,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,1041301,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,4639963,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,3070726,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,3220893,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,1618654,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,1168335,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,2455765,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,807164,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,751002,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,721246,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,745784,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,669531,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,631556,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,496243,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,449716,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,503465,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,444338,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,430330,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,417155,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,390274,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,436990,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,384251,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,414804,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,362601,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,441339,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,510226,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,490292,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,372022,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,283928,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,216270,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,283848,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,226700,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,186167,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,186144,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,167436,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,175795,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,238141,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,241652,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,263895,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,172703,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,175360,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,183909,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,430627,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,107013,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,177013,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,242657,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,149321,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,186926,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,169254,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,146843,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,167211,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,100253,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,106646,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,85168,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,135469,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,153290,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,86916,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,31099,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,44985,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,77836,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,181264,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,63384,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,35261,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,116029,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,27717,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,66591,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,72365,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,290828,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,93399,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,271577,0.0,0.0
