TIMESTAMP,ANT_CLOSE_PRICE_USD,ANT_OPEN_PRICE_USD,ANT_HIGH_PRICE_USD,ANT_LOW_PRICE_USD
2020-01-24,0.6223,0.5699,0.6223,0.5488
2020-01-25,0.65,0.6223,0.65,0.577
2020-01-26,0.6367,0.65,0.68,0.612
2020-01-27,0.721,0.6367,0.7431,0.6365
2020-01-28,0.7375,0.721,0.7375,0.66
2020-01-29,0.7507,0.7375,0.7597,0.708
2020-01-30,0.745,0.7507,0.7507,0.6852
2020-01-31,0.7164,0.745,0.7552,0.7
2020-02-01,0.697,0.7164,0.7645,0.6904
2020-02-02,0.7366,0.697,0.8095,0.6957
2020-02-03,0.7697,0.7366,0.8067,0.07
2020-02-04,0.7404,0.7697,0.7716,0.7404
2020-02-05,0.8078,0.7404,0.8078,0.7199
2020-02-06,0.8576,0.8078,0.885,0.7727
2020-02-07,0.8694,0.8576,0.9379,0.8413
2020-02-08,0.7931,0.8694,0.9262,0.7914
2020-02-09,0.8409,0.7931,0.86,0.7931
2020-02-10,0.8246,0.8409,0.86,0.8
2020-02-11,0.8029,0.8246,0.8345,0.6552
2020-02-12,0.8375,0.8029,0.9247,0.8029
2020-02-13,0.8555,0.8375,0.9224,0.8
2020-02-14,0.8321,0.8555,0.86,0.7865
2020-02-15,0.798,0.8321,0.9,0.7658
2020-02-16,0.751,0.798,0.8397,0.7106
2020-02-17,0.7065,0.751,0.8158,0.6927
2020-02-18,0.7753,0.7065,0.7753,0.7065
2020-02-19,0.82,0.7753,0.825,0.7753
2020-02-20,0.9923,0.82,1.0974,0.82
2020-02-21,1.16,0.9923,1.16,0.9497
2020-02-22,1.2886,1.16,1.2999,1.0397
2020-02-23,1.35,1.2886,1.35,1.2095
2020-02-24,1.2772,1.35,1.3618,1.1871
2020-02-25,1.1457,1.2772,1.2978,1.08
2020-02-26,1.0298,1.1457,1.179,0.955
2020-02-27,1.007,1.0298,1.11,0.97
2020-02-28,1.0011,1.007,1.1586,0.986
2020-02-29,1.0777,1.0011,1.1,1.0011
2020-03-01,1.1679,1.0777,1.2276,1.0777
2020-03-02,1.3269,1.1679,1.3269,1.1645
2020-03-03,1.4461,1.3269,1.45,1.3114
2020-03-04,1.2241,1.4461,1.4855,1.2241
2020-03-05,1.3397,1.2241,1.42,1.2241
2020-03-06,1.4146,1.3397,1.447,1.313
2020-03-07,1.3157,1.4146,1.4855,1.3157
2020-03-08,1.2147,1.3157,1.389,1.1877
2020-03-09,1.17,1.2147,1.2437,1.0748
2020-03-10,1.2343,1.17,1.2767,1.1378
2020-03-11,1.2273,1.2343,1.2367,1.0675
2020-03-12,0.5265,1.2273,1.2343,0.4957
2020-03-13,0.6384,0.5265,0.6448,0.4342
2020-03-14,0.6497,0.6384,0.7476,0.6236
2020-03-15,0.6254,0.6497,0.6838,0.5869
2020-03-16,0.4566,0.6254,0.6254,0.4368
2020-03-17,0.5245,0.4566,0.558,0.4428
2020-03-18,0.5686,0.5245,0.63,0.4954
2020-03-19,0.7319,0.5686,0.7429,0.5273
2020-03-20,0.6751,0.7319,0.79,0.6124
2020-03-21,0.7151,0.6751,0.737,0.6252
2020-03-22,0.6335,0.7151,0.78,0.632
2020-03-23,0.7026,0.6335,0.7026,0.627
2020-03-24,0.7948,0.7026,0.7968,0.6976
2020-03-25,0.7841,0.7948,0.8282,0.7619
2020-03-26,0.81,0.7841,0.9704,0.7244
2020-03-27,0.8127,0.81,0.8689,0.7906
2020-03-28,0.7782,0.8127,0.839,0.735
2020-03-29,0.7356,0.7782,0.7833,0.7154
2020-03-30,0.7722,0.7356,0.834,0.7069
2020-03-31,0.7337,0.7722,0.797,0.7274
2020-04-01,0.7826,0.7337,0.7826,0.7158
2020-04-02,0.7762,0.7826,0.85,0.7417
2020-04-03,0.8139,0.7762,0.856,0.7762
2020-04-04,0.8156,0.8139,0.8555,0.7964
2020-04-05,0.8146,0.8156,0.8547,0.7894
2020-04-06,0.8961,0.8146,0.8961,0.8114
2020-04-07,0.8552,0.8961,0.9312,0.8552
2020-04-08,0.8699,0.8552,0.8722,0.8552
2020-04-09,0.8809,0.8699,0.8809,0.8699
2020-04-10,0.8002,0.8809,0.8809,0.7907
2020-04-11,0.8207,0.8002,0.8395,0.7908
2020-04-12,0.8791,0.8207,0.8791,0.8195
2020-04-13,0.8078,0.8791,0.8791,0.8078
2020-04-14,0.8979,0.8078,0.9276,0.8078
2020-04-15,0.843,0.8979,0.94,0.843
2020-04-16,0.899,0.843,0.9191,0.786
2020-04-17,0.8817,0.899,0.899,0.8817
2020-04-18,0.9318,0.8817,0.9318,0.8817
2020-04-19,1.0,0.9318,1.0,0.9318
2020-04-20,0.9939,1.0,1.1,0.9577
2020-04-21,0.9535,0.9939,1.0977,0.9436
2020-04-22,1.0038,0.9535,1.074,0.9467
2020-04-23,1.03,1.0038,1.138,0.9588
2020-04-24,0.981,1.03,1.1085,0.9809
2020-04-25,1.0314,0.981,1.062,0.981
2020-04-26,1.0016,1.0314,1.059,1.0002
2020-04-27,1.0045,1.0016,1.0172,0.9812
2020-04-28,0.9518,1.0045,1.0045,0.9485
2020-04-29,1.0531,0.9518,1.0661,0.9518
2020-04-30,1.0123,1.0531,1.0926,0.9906
2020-05-01,0.9471,1.0123,1.0123,0.9471
2020-05-02,0.9946,0.9471,0.9946,0.9471
2020-05-03,0.9587,0.9946,0.9946,0.9579
2020-05-04,0.926,0.9587,1.0978,0.8956
2020-05-05,0.8874,0.926,0.926,0.8874
2020-05-06,0.9828,0.8874,0.9828,0.8874
2020-05-07,1.2,0.9828,1.2,0.9828
2020-05-08,1.2152,1.2,1.2469,1.1721
2020-05-09,1.2188,1.2152,1.2422,1.2152
2020-05-10,1.0433,1.2188,1.2188,1.0433
2020-05-11,1.0327,1.0433,1.0723,0.9982
2020-05-12,1.1885,1.0327,1.2347,1.0327
2020-05-13,1.4278,1.1885,1.4659,1.1885
2020-05-14,1.2673,1.4278,1.4278,1.2001
2020-05-15,1.06,1.2673,1.2673,1.0118
2020-05-16,1.1093,1.06,1.1332,1.06
2020-05-17,1.1093,1.1093,1.1093,1.1093
2020-05-18,1.1093,1.1093,1.1093,1.1093
2020-05-19,1.08,1.1093,1.1407,1.08
2020-05-20,1.08,1.08,1.08,1.08
2020-05-21,1.08,1.08,1.08,1.08
2020-05-22,1.0707,1.08,1.08,1.0707
2020-05-23,1.076,1.0707,1.076,1.0707
2020-05-24,1.01,1.076,1.5,1.01
2020-05-25,1.0268,1.01,1.0479,1.01
2020-05-26,0.9723,1.0268,1.0268,0.9723
2020-05-27,0.9759,0.9723,0.98,0.9723
2020-05-28,1.0061,0.9759,1.0118,0.95
2020-05-29,1.0489,1.0061,1.0489,1.0061
2020-05-30,1.0489,1.0489,1.0489,1.0489
2020-05-31,1.0727,1.0489,1.0727,1.0489
2020-06-01,1.0845,1.0727,1.0845,1.0262
2020-06-02,1.0511,1.0845,1.1186,1.0511
2020-06-03,1.0992,1.0511,1.0992,1.0511
2020-06-04,1.1157,1.0992,1.1157,1.0895
2020-06-05,1.1157,1.1157,1.1157,1.1157
2020-06-06,1.1157,1.1157,1.1157,1.1157
2020-06-07,1.1157,1.1157,1.1157,1.1157
2020-06-08,1.078,1.1157,1.1157,1.076
2020-06-09,1.0434,1.078,1.078,1.0434
2020-06-10,1.0579,1.0434,1.0732,1.0086
2020-06-11,1.1103,1.0579,1.1758,1.0579
2020-06-12,1.1652,1.1103,1.1787,1.1088
2020-06-13,1.1741,1.1652,1.2217,1.158
2020-06-14,1.1493,1.1741,1.1741,1.1435
2020-06-15,1.2236,1.1493,1.2236,1.0751
2020-06-16,1.3849,1.2236,1.41,1.2236
2020-06-17,1.2646,1.3849,1.3849,1.2646
2020-06-18,1.2997,1.2646,1.2997,1.2646
2020-06-19,1.2997,1.2997,1.2997,1.2997
2020-06-20,1.2371,1.2997,1.2997,1.2141
2020-06-21,1.2371,1.2371,1.2371,1.2371
2020-06-22,1.3302,1.2371,1.3333,1.2371
2020-06-23,1.3174,1.3302,1.3647,1.3174
2020-06-24,1.369,1.3174,1.4285,1.3174
2020-06-25,1.4687,1.369,1.5539,1.369
2020-06-26,1.3534,1.4687,1.4687,1.3143
2020-06-27,1.2373,1.3534,1.3791,1.2187
2020-06-28,1.3534,1.2373,1.3534,1.2331
2020-06-29,1.3534,1.3534,1.3534,1.2882
2020-06-30,1.3817,1.3534,1.3923,1.3486
2020-07-01,1.3891,1.3817,1.3891,1.3817
2020-07-02,1.3246,1.3891,1.3891,1.3243
2020-07-03,1.3529,1.3246,1.3931,1.3246
2020-07-04,1.3421,1.3529,1.3529,1.3052
2020-07-05,1.3465,1.3421,1.3465,1.3421
2020-07-06,1.3875,1.3465,1.4399,1.3465
2020-07-07,1.3501,1.3875,1.4193,1.3501
2020-07-08,1.3435,1.3501,1.3875,1.3067
2020-07-09,1.3534,1.3435,1.3644,1.3322
2020-07-10,1.3924,1.3534,1.4343,1.3329
2020-07-11,1.3868,1.3924,1.3931,1.3749
2020-07-12,1.3935,1.3868,1.4956,1.3536
2020-07-13,1.4462,1.3935,1.5252,1.392
2020-07-14,1.3723,1.4462,1.4462,1.3598
2020-07-15,1.3881,1.3723,1.4012,1.3576
2020-07-16,1.406,1.3881,1.4129,1.373
2020-07-17,1.3611,1.406,1.4143,1.352
2020-07-18,1.3949,1.3611,1.4028,1.3455
2020-07-19,1.3805,1.3949,1.4123,1.3609
2020-07-20,1.3618,1.3805,1.3952,1.2869
2020-07-21,1.6632,1.3618,1.7768,1.3484
2020-07-22,1.5629,1.6632,2.0943,1.5629
2020-07-23,1.7421,1.5629,1.8264,1.5629
2020-07-24,1.9481,1.7421,1.9542,1.7421
2020-07-25,2.2169,1.9481,2.2819,1.8421
2020-07-26,2.1351,2.2168,2.3303,2.0415
2020-07-27,1.9777,2.1351,2.3379,1.9561
2020-07-28,2.0307,1.9777,2.0314,1.9236
2020-07-29,1.9462,2.0307,2.1882,1.9462
2020-07-30,2.2937,1.9462,2.3,1.9312
2020-07-31,2.3255,2.2937,2.3569,2.2586
2020-08-01,2.6142,2.3255,2.669,2.3203
2020-08-02,2.4628,2.6142,2.7363,2.3776
2020-08-03,2.4769,2.4628,2.5092,2.3705
2020-08-04,2.5076,2.4769,2.5076,2.3709
2020-08-05,2.7046,2.5076,2.7654,2.5076
2020-08-06,2.7589,2.7046,3.0651,2.7046
2020-08-07,3.1087,2.7589,3.1087,2.7589
2020-08-08,3.1338,3.1087,3.505,3.0775
2020-08-09,3.2662,3.1255,3.4187,3.0895
2020-08-10,3.5701,3.2662,3.5701,3.2117
2020-08-11,3.755,3.5701,4.0671,3.5216
2020-08-12,4.9528,3.755,5.6009,3.755
2020-08-13,6.6736,4.9528,8.2397,4.9528
2020-08-14,6.1109,6.6736,7.1,6.0245
2020-08-15,6.0154,6.1109,6.4584,5.6349
2020-08-16,6.0722,6.0154,6.2886,5.9789
2020-08-17,5.9799,6.0722,6.1043,5.7839
2020-08-18,5.7134,5.9799,6.5385,5.266
2020-08-19,5.2592,5.7134,5.8081,5.1252
2020-08-20,5.4105,5.2592,5.477,5.0102
2020-08-21,4.9341,5.4105,5.4105,4.8368
2020-08-22,5.3449,4.9341,5.4843,4.6346
2020-08-23,6.2816,5.3449,6.2816,5.3435
2020-08-24,6.7027,6.2816,7.3426,6.2816
2020-08-25,7.3064,6.7027,7.5061,6.5306
2020-08-26,9.6222,7.3064,10.41,7.3064
2020-08-27,8.1752,9.6222,10.161,7.4318
2020-08-28,7.8675,8.1752,8.2676,7.4268
2020-08-29,7.3879,7.8675,7.918,7.2
2020-08-30,8.9514,7.3879,9.1087,7.2483
2020-08-31,8.3593,8.9514,8.9555,7.8368
2020-09-01,7.4967,8.3593,8.4827,7.4368
2020-09-02,6.533,7.4967,7.6,5.7824
2020-09-03,4.9588,6.533,6.533,4.9588
2020-09-04,5.6265,4.9588,5.8375,4.7958
2020-09-05,4.2998,5.6265,5.6265,4.0694
2020-09-06,4.7712,4.2998,4.9143,3.7985
2020-09-07,4.5701,4.7712,4.8974,4.0788
2020-09-08,4.0647,4.5701,4.5701,3.9202
2020-09-09,4.6005,4.0647,4.6005,3.9658
2020-09-10,4.535,4.6005,4.7316,4.3392
2020-09-11,4.4499,4.535,4.535,4.2141
2020-09-12,4.7612,4.4499,4.8703,4.3446
2020-09-13,4.9872,4.7612,5.27,4.6397
2020-09-14,5.5234,4.9872,5.9447,4.858
2020-09-15,4.3553,5.5234,5.7406,4.3169
2020-09-16,4.4198,4.3553,4.5658,4.1955
2020-09-17,4.3275,4.4198,4.6445,4.1936
2020-09-18,4.32,4.3275,4.5456,4.2462
2020-09-19,4.2511,4.32,4.3246,4.0519
2020-09-20,3.7531,4.2511,4.2643,3.6923
2020-09-21,3.2377,3.7531,3.9136,2.8924
2020-09-22,3.2801,3.2377,3.3056,2.9712
2020-09-23,3.0989,3.2801,3.3123,3.0158
2020-09-24,3.3501,3.0989,3.3876,3.0177
2020-09-25,3.7339,3.3501,3.8321,3.3086
2020-09-26,3.6386,3.7339,3.7839,3.497
2020-09-27,3.3528,3.6386,3.6386,3.1929
2020-09-28,3.393,3.3528,3.5382,3.3021
2020-09-29,3.6892,3.393,3.8154,3.3317
2020-09-30,3.6646,3.6892,3.7138,3.4597
2020-10-01,3.7869,3.6646,3.8932,3.4822
2020-10-02,3.5168,3.7869,3.7869,3.337
2020-10-03,3.5409,3.515,3.6708,3.515
2020-10-04,3.5203,3.5409,3.5495,3.4646
2020-10-05,3.5476,3.5203,3.5717,3.5203
2020-10-06,3.3481,3.5476,3.5652,3.3424
2020-10-07,3.2167,3.3481,3.3778,3.19
2020-10-08,3.4059,3.2167,3.4317,3.1935
2020-10-09,3.6694,3.4059,3.6784,3.3269
2020-10-10,3.7196,3.6694,3.7729,3.6475
2020-10-11,3.8374,3.7196,3.8719,3.5499
2020-10-12,3.7873,3.8374,3.8447,3.6182
2020-10-13,3.599,3.7873,3.7873,3.55
2020-10-14,3.4224,3.599,3.5999,3.4122
2020-10-15,3.2751,3.4224,3.482,3.2128
2020-10-16,3.2294,3.2751,3.3927,3.1576
2020-10-17,3.2294,3.2294,3.2294,3.2294
2020-10-18,3.2983,3.2294,3.2983,3.2294
2020-10-19,3.25,3.2983,3.2983,3.25
2020-10-20,2.8997,3.25,3.25,2.8997
2020-10-21,3.063,2.8997,3.0704,2.839
2020-10-22,3.1666,3.063,3.1666,2.9564
2020-10-23,3.3254,3.1666,3.3998,3.1231
2020-10-24,3.2767,3.3254,3.3591,3.2767
2020-10-25,3.1669,3.2767,3.2859,3.1669
2020-10-26,3.0023,3.1669,3.1898,3.0023
2020-10-27,3.3364,3.0023,3.5901,3.0023
2020-10-28,3.082,3.3364,3.848,3.0278
2020-10-29,3.0706,3.082,3.5057,3.0038
2020-10-30,3.0118,3.0706,3.0706,2.9121
2020-10-31,3.1208,3.0118,3.1581,3.0118
2020-11-01,3.1208,3.1208,3.1208,3.1208
2020-11-02,3.0236,3.1208,3.1208,3.0236
2020-11-03,2.8274,3.0236,3.0236,2.8018
2020-11-04,2.7903,2.8274,2.8303,2.6959
2020-11-05,2.8648,2.7903,2.9028,2.71
2020-11-06,3.1185,2.8648,3.1508,2.8648
2020-11-07,2.9021,3.1185,3.29,2.8152
2020-11-08,3.09,2.9021,3.09,2.8969
2020-11-09,3.0723,3.09,3.1234,3.0216
2020-11-10,3.2476,3.0723,3.4682,3.0681
2020-11-11,3.5428,3.2476,3.5533,3.2476
2020-11-12,3.2368,3.5428,3.5428,3.2368
2020-11-13,3.4852,3.2368,3.5872,3.2129
2020-11-14,3.3052,3.4852,3.4852,3.2217
2020-11-15,3.2285,3.3052,3.3529,3.2285
2020-11-16,3.2766,3.2285,3.3197,3.2021
2020-11-17,3.3312,3.2766,3.3999,3.1583
2020-11-18,3.181,3.3312,3.5667,3.0208
2020-11-19,3.0689,3.181,3.1848,3.0084
2020-11-20,3.1294,3.0689,3.2479,3.0689
2020-11-21,3.4865,3.1294,3.5019,3.1294
2020-11-22,3.9087,3.4865,4.2849,3.4865
2020-11-23,4.1456,3.9087,4.419,3.8725
2020-11-24,4.0341,4.1456,4.3129,3.9346
2020-11-25,3.7013,4.0341,4.1065,3.6031
2020-11-26,3.2649,3.7013,3.7497,2.9869
2020-11-27,3.1444,3.2649,3.3648,3.034
2020-11-28,3.266,3.1444,3.3718,3.1183
2020-11-29,3.2808,3.266,3.3219,3.1554
2020-11-30,3.432,3.2808,3.4586,3.2244
2020-12-01,3.3292,3.432,3.647,3.1795
2020-12-02,3.4278,3.3292,3.466,3.2598
2020-12-03,3.3691,3.4278,3.4777,3.3326
2020-12-04,3.1933,3.3691,3.4471,3.1541
2020-12-05,3.2835,3.1933,3.2836,3.1554
2020-12-06,3.462,3.2835,3.5953,3.2136
2020-12-07,3.3905,3.462,3.4921,3.303
2020-12-08,3.0856,3.3905,3.4304,3.0744
2020-12-09,3.063,3.0856,3.1768,3.0208
2020-12-10,3.0309,3.063,3.0962,2.955
2020-12-11,2.9055,3.0309,3.0391,2.8234
2020-12-12,2.9633,2.9055,3.0058,2.9033
2020-12-13,3.0041,2.9633,3.0774,2.9633
2020-12-14,2.9622,3.0041,3.0188,2.9018
2020-12-15,3.0543,2.9622,3.1501,2.9415
2020-12-16,3.1212,3.0686,3.1492,3.0315
2020-12-17,3.1108,3.1212,3.2323,3.0333
2020-12-18,3.1516,3.1108,3.1998,3.0812
2020-12-19,3.1932,3.1516,3.2731,3.1255
2020-12-20,3.1065,3.1932,3.2031,3.0411
2020-12-21,2.8632,3.1065,3.1065,2.8198
2020-12-22,2.9282,2.8632,2.9704,2.8141
2020-12-23,2.6645,2.9282,2.9527,2.61
2020-12-24,2.7949,2.6645,2.7949,2.6455
2020-12-25,2.8655,2.7949,2.9076,2.781
2020-12-26,2.8711,2.8655,2.9076,2.8251
2020-12-27,2.8977,2.8711,2.9971,2.7634
2020-12-28,2.9749,2.8924,3.0801,2.8839
2020-12-29,2.9818,2.9749,3.0132,2.9053
2020-12-30,3.0145,2.9818,3.1043,2.9474
2020-12-31,3.0561,3.0145,3.0642,2.9801
2021-01-01,3.2205,3.0561,3.2502,3.0467
2021-01-02,3.1065,3.2205,3.2205,3.0039
2021-01-03,3.0503,3.1065,3.2085,3.0031
2021-01-04,3.3371,3.0593,3.4327,3.0588
2021-01-05,3.2995,3.3371,3.4178,3.181
2021-01-06,3.468,3.2995,3.5892,3.2902
2021-01-07,3.4691,3.468,3.8336,3.3116
2021-01-08,3.3438,3.4691,3.5948,3.1207
2021-01-09,3.4863,3.3438,3.65,3.2037
2021-01-10,3.8195,3.4863,3.9431,3.3803
2021-01-11,3.3232,3.8195,3.8202,3.041
2021-01-12,3.1711,3.3124,3.3458,3.0361
2021-01-13,3.2915,3.1711,3.3498,3.0451
2021-01-14,3.2772,3.2875,3.4781,3.1749
2021-01-15,3.3496,3.2772,3.5736,3.1036
2021-01-16,3.4988,3.3496,3.6283,3.3463
2021-01-17,4.8997,3.4988,5.2496,3.4295
2021-01-18,4.2652,4.8997,4.9807,4.1535
2021-01-19,4.0074,4.2684,4.3973,3.9999
2021-01-20,4.0094,4.0074,4.1716,3.7
2021-01-21,3.4332,4.0094,4.0897,3.4102
2021-01-22,3.3582,3.4332,3.4849,3.0206
2021-01-23,3.7129,3.3582,3.8886,3.2655
2021-01-24,4.22,3.7129,4.4123,3.6838
2021-01-25,3.8713,4.22,4.3908,3.8613
2021-01-26,3.9921,3.8713,4.1633,3.5769
2021-01-27,3.4838,3.9921,3.9972,3.4263
2021-01-28,3.8592,3.4838,4.0931,3.458
2021-01-29,3.7605,3.8592,3.9519,3.5616
2021-01-30,3.9515,3.7605,4.101,3.7232
2021-01-31,4.1662,3.9515,4.341,3.8619
2021-02-01,4.2432,4.1662,4.5169,4.0534
2021-02-02,4.1582,4.2432,4.277,4.0869
2021-02-03,4.2461,4.1582,4.2872,4.0218
2021-02-04,4.5189,4.2461,4.8113,4.1771
2021-02-05,5.9585,4.5189,6.6105,4.5045
2021-02-06,5.4777,5.9585,6.082,5.1026
2021-02-07,5.1733,5.4777,5.6033,4.6542
2021-02-08,5.569,5.1733,5.7748,5.0652
2021-02-09,5.8004,5.569,5.8414,5.3373
2021-02-10,5.4944,5.8004,5.9581,5.0638
2021-02-11,6.2327,5.4944,6.5782,5.4473
2021-02-12,6.9252,6.2327,7.0216,6.204
2021-02-13,7.1136,6.9252,7.3489,6.2068
2021-02-14,6.5359,7.1136,7.4771,6.2298
2021-02-15,5.9285,6.5359,6.5516,5.0973
2021-02-16,5.7143,5.9285,6.2145,5.4166
2021-02-17,6.1215,5.7143,6.1376,5.3336
2021-02-18,6.3501,6.1215,6.479,5.9424
2021-02-19,5.9458,6.3501,6.4194,5.9279
2021-02-20,5.64,5.9458,6.1529,5.513
2021-02-21,5.8084,5.6352,5.9184,5.5197
2021-02-22,5.2903,5.8084,6.5994,4.7683
2021-02-23,4.4296,5.2903,5.3218,3.8509
2021-02-24,4.7157,4.4296,4.8188,4.2429
2021-02-25,4.3348,4.7157,4.8032,4.334
2021-02-26,4.118,4.3348,4.4041,3.8644
2021-02-27,4.2324,4.118,4.4124,4.0506
2021-02-28,3.8085,4.2324,4.2324,3.5551
2021-03-01,4.3501,3.8085,4.3598,3.8015
2021-03-02,5.3492,4.3501,6.0995,4.122
2021-03-03,5.1437,5.3492,6.0045,4.9658
2021-03-04,5.3656,5.1437,5.4686,4.8208
2021-03-05,5.0639,5.344,5.3727,4.8112
2021-03-06,5.0207,5.0639,5.0987,4.8415
2021-03-07,5.056,5.0207,5.2226,4.9521
2021-03-08,5.3475,5.056,5.3803,4.946
2021-03-09,5.4109,5.3475,5.459,5.17
2021-03-10,5.1442,5.4109,5.479,5.0578
2021-03-11,5.0871,5.1442,5.2318,4.9013
2021-03-12,5.9996,5.0871,6.081,5.0038
2021-03-13,5.63,5.9996,5.9996,5.5023
2021-03-14,5.8598,5.6289,6.095,5.4727
2021-03-15,6.7955,5.8598,7.489,5.3002
2021-03-16,6.8488,6.7955,7.7988,6.4118
2021-03-17,6.8342,6.8488,7.0,6.3234
2021-03-18,6.7426,6.8342,6.9287,6.4555
2021-03-19,7.0607,6.7426,7.4083,6.536
2021-03-20,7.0621,7.0607,7.8254,7.0072
2021-03-21,7.2184,7.0621,7.5992,6.6401
2021-03-22,6.762,7.2184,7.725,6.7042
2021-03-23,6.4559,6.762,6.932,6.2173
2021-03-24,8.2305,6.4559,10.2219,6.2116
2021-03-25,10.0995,8.2305,13.6404,8.0638
2021-03-26,9.8981,10.0995,11.6796,9.5979
2021-03-27,10.0145,9.8981,10.6315,9.3002
2021-03-28,9.2449,10.0145,10.1862,9.108
2021-03-29,9.3104,9.2449,9.8519,9.0616
2021-03-30,11.7609,9.3104,13.2961,9.3059
2021-03-31,10.7913,11.7609,11.8468,10.5002
2021-04-01,11.7961,10.7913,12.6,10.5189
2021-04-02,11.6677,11.7961,13.5795,11.418
2021-04-03,10.66,11.6677,12.4087,10.615
2021-04-04,11.3573,10.66,11.9679,10.5323
2021-04-05,13.083,11.3573,13.2658,11.2914
2021-04-06,12.5335,13.0748,14.8541,12.2841
2021-04-07,11.0922,12.5335,12.8119,10.5189
2021-04-08,12.1165,11.0922,12.3731,10.9746
2021-04-09,12.2063,12.1079,12.9602,11.6134
2021-04-10,11.6302,12.2301,12.3271,11.2605
2021-04-11,11.2104,11.6302,11.6737,10.8529
2021-04-12,10.5276,11.2104,11.534,10.2472
2021-04-13,11.0076,10.5372,11.279,10.2093
2021-04-14,10.4607,11.0076,11.1021,10.013
2021-04-15,11.1782,10.4607,11.1939,10.2568
2021-04-16,10.271,11.194,11.194,10.0011
2021-04-17,10.3628,10.271,10.891,10.1629
2021-04-18,8.794,10.3628,10.5443,7.4177
2021-04-19,8.0331,8.794,9.2759,7.7918
2021-04-20,8.3808,8.0331,8.5431,7.3319
2021-04-21,8.6447,8.3808,9.6086,8.163
2021-04-22,8.2129,8.6489,10.0229,7.9433
2021-04-23,8.1522,8.2129,8.4681,7.0207
2021-04-24,7.5079,8.1522,8.1527,7.4118
2021-04-25,7.8333,7.5079,8.1374,7.3119
2021-04-26,8.6001,7.8523,8.7056,7.8111
2021-04-27,8.9313,8.6001,9.2188,8.5132
2021-04-28,9.2654,8.9313,9.4143,8.4047
2021-04-29,9.9391,9.2654,9.9593,8.7578
2021-04-30,9.9309,9.94,10.3586,9.5895
2021-05-01,9.9024,9.9309,10.1952,9.6706
2021-05-02,9.5128,9.9024,9.9055,9.1886
2021-05-03,9.8708,9.5129,10.1566,9.5129
2021-05-04,8.9885,9.8708,9.8708,8.7342
2021-05-05,9.2919,8.9885,9.3845,8.6494
2021-05-06,9.8023,9.2919,9.9389,9.0302
2021-05-07,10.6598,9.8023,11.9717,9.6807
2021-05-08,10.2968,10.6598,10.8693,10.1907
2021-05-09,10.1738,10.2968,10.5302,9.7208
2021-05-10,9.1992,10.1738,10.4752,8.7855
2021-05-11,9.7839,9.1992,10.0026,8.7163
2021-05-12,8.2295,9.7839,10.0984,8.2295
2021-05-13,8.1495,8.2295,8.8324,7.8064
2021-05-14,8.4532,8.1495,8.7775,8.0789
2021-05-15,7.699,8.4532,8.8381,7.6581
2021-05-16,7.7399,7.699,8.6061,7.1937
2021-05-17,6.8724,7.7399,7.7453,6.6816
2021-05-18,7.0342,6.8708,7.45,6.819
2021-05-19,4.5092,7.0342,7.1252,3.3455
2021-05-20,5.0078,4.5092,5.2835,3.9536
2021-05-21,4.1564,5.0078,5.4211,3.549
2021-05-22,3.8941,4.1564,4.3465,3.6037
2021-05-23,3.3581,3.8941,4.0425,2.7845
2021-05-24,4.0738,3.3581,4.0764,3.2003
2021-05-25,4.3821,4.0738,4.5789,3.6861
2021-05-26,5.3271,4.419,5.6925,4.3023
2021-05-27,4.8889,5.3271,5.3631,4.7245
2021-05-28,4.124,4.8889,4.9279,3.9266
2021-05-29,3.9811,4.124,4.4765,3.7149
2021-05-30,4.1185,3.991,4.3929,3.7485
2021-05-31,5.0068,4.1185,5.56,3.9536
2021-06-01,4.7961,5.0068,5.1468,4.5695
2021-06-02,4.8387,4.7961,5.0057,4.6031
2021-06-03,5.0699,4.8348,5.1379,4.7183
2021-06-04,4.4962,5.0699,5.1006,4.2636
2021-06-05,5.003,4.4962,5.3819,4.4384
2021-06-06,5.5659,5.003,6.0682,4.9832
2021-06-07,4.7817,5.5659,5.5659,4.73
2021-06-08,4.6267,4.7817,4.8605,4.177
2021-06-09,4.7059,4.6267,4.7839,4.3521
2021-06-10,4.2948,4.7059,4.7501,4.2517
2021-06-11,4.397,4.2948,4.5373,4.1552
2021-06-12,4.2666,4.3964,4.5054,3.8208
2021-06-13,4.4217,4.2666,4.4653,4.1317
2021-06-14,4.7044,4.4217,4.7044,4.3704
2021-06-15,4.5938,4.7133,4.9575,4.4936
2021-06-16,4.6613,4.5938,4.7474,4.41
2021-06-17,4.423,4.6613,4.9956,4.3226
2021-06-18,4.1625,4.423,4.5628,4.066
2021-06-19,4.0136,4.163,4.1929,3.9823
2021-06-20,4.104,4.0136,4.1851,3.8489
2021-06-21,3.1617,4.104,4.1221,3.1585
2021-06-22,3.4456,3.1617,3.6632,3.0474
2021-06-23,3.5545,3.4456,3.7873,3.284
2021-06-24,3.5693,3.5545,3.7729,3.4045
2021-06-25,3.2751,3.5693,3.7572,3.2264
2021-06-26,3.4093,3.2751,3.4332,3.1045
2021-06-27,3.508,3.4093,3.7041,3.2921
2021-06-28,3.5169,3.508,3.6312,3.3279
2021-06-29,3.727,3.5169,3.9328,3.5002
2021-06-30,3.6897,3.727,3.7349,3.4129
2021-07-01,3.4821,3.6897,3.7033,3.3703
2021-07-02,3.6713,3.4821,3.8088,3.3507
