TIMESTAMP,EPIC_OPEN_PRICE_USD,EPIC_HIGH_PRICE_USD,EPIC_LOW_PRICE_USD,EPIC_CLOSE_PRICE_USD,EPIC_VOLUME_USD,EPIC_DIVIDENDS_USD,EPIC_STOCK_SPLITS_USD
2020-04-12 00:00:00+00:00,0.01311499997973442,0.023771999403834343,0.012777999974787235,0.01978999935090542,1819,0.0,0.0
2020-04-13 00:00:00+00:00,0.01954999938607216,0.024542000144720078,0.012485000304877758,0.01790899969637394,991,0.0,0.0
2020-04-14 00:00:00+00:00,0.01790899969637394,0.024596000090241432,0.014391000382602215,0.01955699920654297,1192,0.0,0.0
2020-04-15 00:00:00+00:00,0.019541999325156212,0.019747000187635422,0.017458999529480934,0.01747800037264824,1411,0.0,0.0
2020-04-16 00:00:00+00:00,0.017477000132203102,0.017503000795841217,0.017342999577522278,0.01747100055217743,0,0.0,0.0
2020-04-17 00:00:00+00:00,0.01747100055217743,0.01747100055217743,0.01747100055217743,0.01747100055217743,0,0.0,0.0
2020-04-18 00:00:00+00:00,0.01747100055217743,0.01747100055217743,0.01747100055217743,0.01747100055217743,0,0.0,0.0
2020-04-19 00:00:00+00:00,0.01747100055217743,0.01747100055217743,0.01747100055217743,0.01747100055217743,0,0.0,0.0
2020-04-20 00:00:00+00:00,0.01747100055217743,0.01747100055217743,0.01747100055217743,0.01747100055217743,0,0.0,0.0
2020-04-21 00:00:00+00:00,0.01747100055217743,0.018530000001192093,0.016815999522805214,0.018308000639081,801,0.0,0.0
2020-04-22 00:00:00+00:00,0.018518000841140747,0.022120999172329903,0.016878999769687653,0.018691999837756157,420,0.0,0.0
2020-04-23 00:00:00+00:00,0.018691999837756157,0.02106500044465065,0.01779099926352501,0.020052000880241394,303,0.0,0.0
2020-04-24 00:00:00+00:00,0.020045999437570572,0.028790000826120377,0.012888999655842781,0.022741999477148056,2052,0.0,0.0
2020-04-25 00:00:00+00:00,0.022739000618457794,0.029506999999284744,0.020666999742388725,0.026301000267267227,1272,0.0,0.0
2020-04-26 00:00:00+00:00,0.0263030007481575,0.02710000053048134,0.020471999421715736,0.022898999974131584,439,0.0,0.0
2020-04-27 00:00:00+00:00,0.022915000095963478,0.0311450008302927,0.018547000363469124,0.02645000070333481,2152,0.0,0.0
2020-04-28 00:00:00+00:00,0.02652299962937832,0.02852500043809414,0.022766999900341034,0.027919000014662743,711,0.0,0.0
2020-04-29 00:00:00+00:00,0.027837000787258148,0.02805900014936924,0.02348800003528595,0.027403999119997025,579,0.0,0.0
2020-04-30 00:00:00+00:00,0.02725600078701973,0.02726699970662594,0.020294999703764915,0.023574000224471092,589,0.0,0.0
2020-05-01 00:00:00+00:00,0.023574000224471092,0.03409900143742561,0.020002000033855438,0.029055999591946602,1233,0.0,0.0
2020-05-02 00:00:00+00:00,0.029059000313282013,0.03029000014066696,0.024013999849557877,0.02490900084376335,500,0.0,0.0
2020-05-03 00:00:00+00:00,0.024782000109553337,0.027045000344514847,0.023701999336481094,0.0256120003759861,1125,0.0,0.0
2020-05-04 00:00:00+00:00,0.025617999956011772,0.03323199972510338,0.025617999956011772,0.029525000602006912,638,0.0,0.0
2020-05-05 00:00:00+00:00,0.02931799925863743,0.02977599948644638,0.022523999214172363,0.02333199977874756,591,0.0,0.0
2020-05-06 00:00:00+00:00,0.02333199977874756,0.028185000643134117,0.02263299934566021,0.027660999447107315,477,0.0,0.0
2020-05-07 00:00:00+00:00,0.027660999447107315,0.0324460007250309,0.026333000510931015,0.029872000217437744,965,0.0,0.0
2020-05-08 00:00:00+00:00,0.029872000217437744,0.03629099950194359,0.0272000003606081,0.030873000621795654,2386,0.0,0.0
