TIMESTAMP,3DVANCE_OPEN_PRICE_USD,3DVANCE_HIGH_PRICE_USD,3DVANCE_LOW_PRICE_USD,3DVANCE_CLOSE_PRICE_USD,3DVANCE_VOLUME_USD,3DVANCE_DIVIDENDS_USD,3DVANCE_STOCK_SPLITS_USD
2025-04-04 00:00:00+00:00,,,,0.0,4954,0.0,0.0
2025-06-01 00:00:00+00:00,9.474400295339178e-14,9.474403683470967e-14,9.474400295339178e-14,9.474403683470967e-14,53,0.0,0.0
