TIMESTAMP,GEEQ_OPEN_PRICE_USD,GEEQ_HIGH_PRICE_USD,GEEQ_LOW_PRICE_USD,GEEQ_CLOSE_PRICE_USD,GEEQ_VOLUME_USD,GEEQ_DIVIDENDS_USD,GEEQ_STOCK_SPLITS_USD
2020-08-07 00:00:00+00:00,3.2712950706481934,3.6062910556793213,2.80822491645813,3.2846529483795166,2715353,0.0,0.0
2020-08-08 00:00:00+00:00,3.2863729000091553,3.708169937133789,2.864867925643921,3.078495979309082,2412485,0.0,0.0
2020-08-09 00:00:00+00:00,3.112778902053833,4.610197067260742,3.0195369720458984,4.461913108825684,3107990,0.0,0.0
2020-08-10 00:00:00+00:00,4.461913108825684,4.907039165496826,3.594059944152832,4.324212074279785,2800751,0.0,0.0
2020-08-11 00:00:00+00:00,4.329843044281006,4.930560111999512,4.110273838043213,4.251492977142334,1623921,0.0,0.0
2020-08-12 00:00:00+00:00,4.249504089355469,4.769183158874512,3.7321970462799072,3.9612739086151123,2344860,0.0,0.0
2020-08-13 00:00:00+00:00,3.9600930213928223,4.184035778045654,3.149601936340332,3.3281219005584717,2227986,0.0,0.0
2020-08-14 00:00:00+00:00,3.330704927444458,3.5548150539398193,3.132288932800293,3.3130290508270264,1267618,0.0,0.0
2020-08-15 00:00:00+00:00,3.3208229541778564,3.336203098297119,2.9982199668884277,2.9982199668884277,876903,0.0,0.0
2020-08-16 00:00:00+00:00,3.0064480304718018,3.67484188079834,2.940540075302124,3.5034019947052,1426457,0.0,0.0
2020-08-17 00:00:00+00:00,3.5034019947052,4.005756855010986,3.280100107192993,3.8182249069213867,1951707,0.0,0.0
2020-08-18 00:00:00+00:00,3.8200910091400146,4.099222183227539,3.592233896255493,3.918523073196411,1643599,0.0,0.0
2020-08-19 00:00:00+00:00,3.9195001125335693,4.463449001312256,3.610853910446167,4.302289009094238,1993993,0.0,0.0
2020-08-20 00:00:00+00:00,4.302289009094238,4.41449499130249,3.157041072845459,3.3596439361572266,2417478,0.0,0.0
2020-08-21 00:00:00+00:00,3.3295559883117676,3.472656011581421,2.8501338958740234,2.9056859016418457,1487589,0.0,0.0
2020-08-22 00:00:00+00:00,2.9060139656066895,3.012212038040161,2.351547956466675,2.713165044784546,1392731,0.0,0.0
2020-08-23 00:00:00+00:00,2.6938021183013916,3.030735969543457,2.355336904525757,2.5413050651550293,1117962,0.0,0.0
2020-08-24 00:00:00+00:00,2.54182505607605,2.8776071071624756,2.399038076400757,2.711695909500122,1179574,0.0,0.0
