TIMESTAMP,SHILL34850_OPEN_PRICE_USD,SHILL34850_HIGH_PRICE_USD,SHILL34850_LOW_PRICE_USD,SHILL34850_CLOSE_PRICE_USD,SHILL34850_VOLUME_USD,SHILL34850_DIVIDENDS_USD,SHILL34850_STOCK_SPLITS_USD
2025-02-19 00:00:00+00:00,0.0014769999543204904,0.0018660000059753656,0.0008169999928213656,0.0008350000134669244,502705,0.0,0.0
2025-02-20 00:00:00+00:00,0.0008350000134669244,0.000944000028539449,0.000750000006519258,0.0009089999948628247,260051,0.0,0.0
2025-02-21 00:00:00+00:00,0.0009089999948628247,0.00092299998505041,0.0008329999982379377,0.000910000002477318,176235,0.0,0.0
2025-02-22 00:00:00+00:00,0.000910000002477318,0.0009219999774359167,0.0008219999726861715,0.0008379999781027436,97165,0.0,0.0
2025-02-23 00:00:00+00:00,0.0008379999781027436,0.0008500000112690032,0.0007999999797903001,0.0008360000210814178,86926,0.0,0.0
2025-02-24 00:00:00+00:00,0.0008360000210814178,0.0008490000036545098,0.0007040000054985285,0.0007099999929778278,86994,0.0,0.0
2025-02-25 00:00:00+00:00,0.0007099999929778278,0.0007479999912902713,0.0006750000175088644,0.0007409999961964786,92337,0.0,0.0
2025-02-26 00:00:00+00:00,0.0007409999961964786,0.000742000003810972,0.000615999975707382,0.0006520000169984996,135611,0.0,0.0
2025-02-27 00:00:00+00:00,0.0006520000169984996,0.0007029999978840351,0.0006520000169984996,0.000666000007186085,170233,0.0,0.0
2025-02-28 00:00:00+00:00,0.000666000007186085,0.0007159999804571271,0.0006150000263005495,0.0007060000207275152,150710,0.0,0.0
2025-03-01 00:00:00+00:00,0.0007050000131130219,0.0007159999804571271,0.000623999978415668,0.0006329999887384474,154095,0.0,0.0
2025-03-02 00:00:00+00:00,0.0006329999887384474,0.0007529999711550772,0.0006009999779053032,0.0007270000060088933,163316,0.0,0.0
2025-03-03 00:00:00+00:00,0.0007270000060088933,0.0007270000060088933,0.0004729999927803874,0.0004839999892283231,162992,0.0,0.0
2025-03-04 00:00:00+00:00,0.0004839999892283231,0.0004980000085197389,0.00042299999040551484,0.00048099999548867345,152079,0.0,0.0
2025-03-05 00:00:00+00:00,0.00048099999548867345,0.0004820000031031668,0.0004450000124052167,0.00047500000800937414,148599,0.0,0.0
2025-03-06 00:00:00+00:00,0.00047500000800937414,0.0004949999856762588,0.0004020000051241368,0.0004020000051241368,170247,0.0,0.0
2025-03-07 00:00:00+00:00,0.0004020000051241368,0.0004250000056345016,0.00037900000461377203,0.0004030000127386302,96302,0.0,0.0
2025-03-08 00:00:00+00:00,0.0004030000127386302,0.00040499999886378646,0.00036899998667649925,0.0003870000073220581,98573,0.0,0.0
2025-03-09 00:00:00+00:00,0.0003870000073220581,0.0004299999854993075,0.0003420000139158219,0.0003530000103637576,107320,0.0,0.0
2025-03-10 00:00:00+00:00,0.0003530000103637576,0.0003769999893847853,4.8999998398358e-05,5.400000009103678e-05,236843,0.0,0.0
