TIMESTAMP,DUCKY36304_OPEN_PRICE_USD,DUCKY36304_HIGH_PRICE_USD,DUCKY36304_LOW_PRICE_USD,DUCKY36304_CLOSE_PRICE_USD,DUCKY36304_VOLUME_USD,DUCKY36304_DIVIDENDS_USD,DUCKY36304_STOCK_SPLITS_USD
2025-04-18 00:00:00+00:00,0.0007329999934881926,0.006134999915957451,0.0007329999934881926,0.0044929999858140945,585,0.0,0.0
2025-04-19 00:00:00+00:00,0.004534999839961529,0.006926999893039465,0.003398000029847026,0.0035520000383257866,141,0.0,0.0
2025-04-20 00:00:00+00:00,0.0035520000383257866,0.0037120000924915075,0.0016629999736323953,0.001930000027641654,806,0.0,0.0
2025-04-21 00:00:00+00:00,0.0018919999711215496,0.0034799999557435513,0.0018060000147670507,0.00292599992826581,3333538,0.0,0.0
2025-04-22 00:00:00+00:00,0.00292599992826581,0.003011999884620309,0.0009309999877586961,0.0009869999485090375,2800144,0.0,0.0
2025-04-23 00:00:00+00:00,0.0009869999485090375,0.0010509999701753259,0.0004830000107176602,0.0008099999977275729,4159943,0.0,0.0
2025-04-24 00:00:00+00:00,0.0008099999977275729,0.0011840000515803695,0.0007660000119358301,0.0009510000236332417,2583733,0.0,0.0
2025-04-25 00:00:00+00:00,0.0009510000236332417,0.0009510000236332417,0.0005119999987073243,0.0005150000215508044,2530588,0.0,0.0
2025-04-26 00:00:00+00:00,0.0005150000215508044,0.0006459999713115394,0.0004949999856762588,0.0005959999980404973,3870199,0.0,0.0
2025-04-27 00:00:00+00:00,0.0005959999980404973,0.0008970000199042261,0.0005339999916031957,0.0008210000232793391,2801543,0.0,0.0
2025-04-28 00:00:00+00:00,0.0008210000232793391,0.0011940000113099813,0.0007849999819882214,0.0009580000187270343,3144911,0.0,0.0
2025-04-29 00:00:00+00:00,0.0009580000187270343,0.0011309999972581863,0.0008399999933317304,0.0011259999591857195,3109688,0.0,0.0
2025-04-30 00:00:00+00:00,0.0011259999591857195,0.001294999965466559,0.0009590000263415277,0.0010519999777898192,2015092,0.0,0.0
2025-05-01 00:00:00+00:00,0.0010519999777898192,0.0012400000123307109,0.000826000003144145,0.000981000019237399,2231407,0.0,0.0
2025-05-02 00:00:00+00:00,0.000981000019237399,0.0011070000473409891,0.0008900000248104334,0.0009050000226125121,1549783,0.0,0.0
2025-05-03 00:00:00+00:00,0.0009050000226125121,0.0009720000089146197,0.0007680000271648169,0.0007999999797903001,1220321,0.0,0.0
2025-05-04 00:00:00+00:00,0.0007999999797903001,0.0009050000226125121,0.0006510000093840063,0.000661000027321279,1278146,0.0,0.0
2025-05-05 00:00:00+00:00,0.000661000027321279,0.0008089999901130795,0.0006569999968633056,0.0007319999858736992,1866108,0.0,0.0
2025-05-06 00:00:00+00:00,0.0007319999858736992,0.0007440000190399587,0.0005949999904260039,0.0006130000110715628,1633306,0.0,0.0
2025-05-07 00:00:00+00:00,0.0006130000110715628,0.0007019999902695417,0.00045200000749900937,0.0005990000208839774,1499644,0.0,0.0
2025-05-08 00:00:00+00:00,0.0005990000208839774,0.0006000000284984708,0.00046400001156143844,0.0005019999807700515,4607326,0.0,0.0
2025-05-09 00:00:00+00:00,0.0005019999807700515,0.0005419999943114817,0.0003009999927598983,0.00036100001307204366,7132150,0.0,0.0
2025-05-10 00:00:00+00:00,0.00036100001307204366,0.0003659999929368496,0.00029200001154094934,0.00036299999919719994,8595085,0.0,0.0
2025-05-11 00:00:00+00:00,0.00036299999919719994,0.00043799998820759356,0.0003279999946244061,0.0004030000127386302,8000142,0.0,0.0
2025-05-12 00:00:00+00:00,0.0004030000127386302,0.0004360000020824373,0.0003499999875202775,0.0003600000054575503,11331491,0.0,0.0
2025-05-13 00:00:00+00:00,0.0003600000054575503,0.00039999998989515007,0.00033099998836405575,0.0003539999888744205,7026801,0.0,0.0
2025-05-14 00:00:00+00:00,0.0003539999888744205,0.0003539999888744205,0.00023400000645779073,0.0002789999998640269,4644243,0.0,0.0
2025-05-15 00:00:00+00:00,0.0002789999998640269,0.0002809999859891832,0.00025499999173916876,0.00026500000967644155,243472,0.0,0.0
2025-05-16 00:00:00+00:00,0.00026500000967644155,0.00026599998818710446,0.00026199998683296144,0.00026199998683296144,161616,0.0,0.0
2025-05-17 00:00:00+00:00,0.00026199998683296144,0.0002640000020619482,0.0002610000083222985,0.0002629999944474548,181215,0.0,0.0
2025-05-18 00:00:00+00:00,0.0002629999944474548,0.00026599998818710446,0.0002629999944474548,0.00026500000967644155,205346,0.0,0.0
