,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,XRP,ZEC
BAT,1.0,0.5476531206720727,0.5357231966531101,0.4483744764307643,0.32712084682634096,0.5157027833904589,0.6129222503304077,0.6278757700050976,0.5786067438501873,0.5582233894308395,0.5191330287364215,-0.030538324325968542,0.5233690765284317,0.5184699940312344,0.46180238282490715,0.5672582881966232
BTC,0.5476531206720727,1.0,0.6099675649579439,0.5425951477218383,0.4153709173720434,0.5747099916748635,0.7528521613413792,0.6960062042219671,0.5714311163934847,0.697979592925699,0.5450616322480568,-0.012476408153780375,0.5070286767638403,0.6351994091599498,0.4891165516382436,0.6066327985121036
DASH,0.5357231966531101,0.6099675649579439,1.0,0.5121650480091003,0.3655617838984934,0.6441737757751056,0.6548957044674637,0.5999296566031863,0.5813234537342031,0.6663188783126242,0.5437004000988999,-0.011124401724681803,0.5059478917992583,0.6503287922732419,0.5039460249608697,0.7480343606542342
DCR,0.4483744764307643,0.5425951477218383,0.5121650480091003,1.0,0.3123515389887608,0.46406455970327026,0.5610139183751608,0.42360563735396367,0.45678988010698596,0.5295916466554645,0.4334850934931175,-0.012919612093121768,0.4148114343937928,0.49005652959023593,0.3916064458360468,0.5049215884577162
DOGE,0.32712084682634096,0.4153709173720434,0.3655617838984934,0.3123515389887608,1.0,0.39735806578145266,0.39555857136491873,0.5210791342771917,0.320083390942132,0.3915228359229384,0.2945564494392934,-0.02797842225302629,0.3501778037324264,0.3468987820327224,0.32206074268869705,0.35303352415201944
ETC,0.5157027833904589,0.5747099916748635,0.6441737757751056,0.46406455970327026,0.39735806578145266,1.0,0.6875907472931421,0.6644949231121471,0.5590125271994835,0.6533699225141446,0.590911530452529,-0.04107632838371579,0.527876618923324,0.5648627068412132,0.49014102250616254,0.6373343854245996
ETH,0.6129222503304077,0.7528521613413792,0.6548957044674637,0.5610139183751608,0.39555857136491873,0.6875907472931421,1.0,0.8305372986092439,0.6170868230132224,0.7475203926836737,0.6003376629463115,-0.01615892944272453,0.5549518997650964,0.6446405347015493,0.5630209107073204,0.6938016164664034
GNO,0.6278757700050976,0.6960062042219671,0.5999296566031863,0.42360563735396367,0.5210791342771917,0.6644949231121471,0.8305372986092439,1.0,0.5327173279682448,0.6111426615813831,0.6060597568980173,-0.03934162981324518,0.46179496654701213,0.4883352313146058,0.44753364406835067,0.5600695126869836
IOTA,0.5786067438501873,0.5714311163934847,0.5813234537342031,0.45678988010698596,0.320083390942132,0.5590125271994835,0.6170868230132224,0.5327173279682448,1.0,0.5717980170477278,0.5682554578338976,-0.02001564596239441,0.5499676113256038,0.5420776302103651,0.49486092244317964,0.5831321266265332
LTC,0.5582233894308395,0.697979592925699,0.6663188783126242,0.5295916466554645,0.3915228359229384,0.6533699225141446,0.7475203926836737,0.6111426615813831,0.5717980170477278,1.0,0.5869491047524062,-0.021005825162784104,0.5336616282158856,0.6071004858317371,0.5523645179646389,0.6509302028397201
QTUM,0.5191330287364215,0.5450616322480568,0.5437004000988999,0.4334850934931175,0.2945564494392934,0.590911530452529,0.6003376629463115,0.6060597568980173,0.5682554578338976,0.5869491047524062,1.0,-0.017824706192391824,0.4985599371767722,0.4972579108465074,0.45002205491808767,0.5422092124011284
USDT,-0.030538324325968542,-0.012476408153780375,-0.011124401724681803,-0.012919612093121768,-0.02797842225302629,-0.04107632838371579,-0.01615892944272453,-0.03934162981324518,-0.02001564596239441,-0.021005825162784104,-0.017824706192391824,1.0,-0.016829892117583425,-0.033794936250995354,-0.02244229846060883,-0.038053171212055675
XLM,0.5233690765284317,0.5070286767638403,0.5059478917992583,0.4148114343937928,0.3501778037324264,0.527876618923324,0.5549518997650964,0.46179496654701213,0.5499676113256038,0.5336616282158856,0.4985599371767722,-0.016829892117583425,1.0,0.511811025082231,0.6472057455581052,0.5586534629057425
XMR,0.5184699940312344,0.6351994091599498,0.6503287922732419,0.49005652959023593,0.3468987820327224,0.5648627068412132,0.6446405347015493,0.4883352313146058,0.5420776302103651,0.6071004858317371,0.4972579108465074,-0.033794936250995354,0.511811025082231,1.0,0.4778316548892054,0.6553171690626841
XRP,0.46180238282490715,0.4891165516382436,0.5039460249608697,0.3916064458360468,0.32206074268869705,0.49014102250616254,0.5630209107073204,0.44753364406835067,0.49486092244317964,0.5523645179646389,0.45002205491808767,-0.02244229846060883,0.6472057455581052,0.4778316548892054,1.0,0.5543566647806281
ZEC,0.5672582881966232,0.6066327985121036,0.7480343606542342,0.5049215884577162,0.35303352415201944,0.6373343854245996,0.6938016164664034,0.5600695126869836,0.5831321266265332,0.6509302028397201,0.5422092124011284,-0.038053171212055675,0.5586534629057425,0.6553171690626841,0.5543566647806281,1.0
