,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,XRP,ZEC
BAT,1.0,0.36541168833688714,0.3746292640944346,0.31537883797816213,0.20928513008527194,0.34793703396664233,0.42809190447593076,0.5596916086524224,0.411160962644313,0.3731283372286369,0.3956293566515262,-0.0001590477198403946,0.3609058897475096,0.34470285794225364,0.31227513758290826,0.4075736404752625
BTC,0.36541168833688714,1.0,0.5993817137832101,0.48426177441889573,0.4177055491595021,0.5585130645958463,0.7238611788560122,0.6457669885177479,0.5541142808439772,0.6873416096232774,0.5549762595834705,0.027942248046642026,0.49874900398152455,0.6240432872488908,0.4818854182382507,0.5970537538353926
DASH,0.3746292640944346,0.5993817137832101,1.0,0.46924168437485114,0.3673028286997132,0.6369722368267232,0.6217598880470103,0.5427875108889961,0.5625426767689812,0.6597206702979216,0.5616393846525953,0.025150014518827,0.4979434796839778,0.6392743180323537,0.4996301760916967,0.7332823248926089
DCR,0.31537883797816213,0.48426177441889573,0.46924168437485114,1.0,0.2824602352740063,0.4109233354676046,0.48916335785255666,0.39886523987259437,0.4079382321315873,0.4656656510696926,0.4298200260574293,0.020676075041018035,0.3631763597355707,0.43623849069107573,0.35175499005807537,0.44734903580529595
DOGE,0.20928513008527194,0.4177055491595021,0.3673028286997132,0.2824602352740063,1.0,0.3982008720444107,0.37853400019212313,0.46521599946125586,0.314899760903151,0.39370467356003835,0.3216459743235865,0.007780557315215904,0.3610481448450214,0.34264439818723147,0.3292822405143564,0.350746962624062
ETC,0.34793703396664233,0.5585130645958463,0.6369722368267232,0.4109233354676046,0.3982008720444107,1.0,0.6446130080534936,0.6040851563044207,0.522202419509115,0.635637789195166,0.5892080951998513,0.004447111668751856,0.5062544884871363,0.5492368959313145,0.48135674949005125,0.6253749307899025
ETH,0.42809190447593076,0.7238611788560122,0.6217598880470103,0.48916335785255666,0.37853400019212313,0.6446130080534936,1.0,0.7609010348893857,0.5709654312617423,0.7114363513878076,0.6103466613740809,0.020234746882126144,0.5233693086846289,0.6244295460355175,0.5410652478397632,0.6633806258243076
GNO,0.5596916086524224,0.6457669885177479,0.5427875108889961,0.39886523987259437,0.46521599946125586,0.6040851563044207,0.7609010348893857,1.0,0.4692912169002149,0.5595027974112021,0.5442399495263376,0.02945265653650997,0.4245512973620331,0.44528097703417224,0.4081897777846919,0.5198064289861892
IOTA,0.411160962644313,0.5541142808439772,0.5625426767689812,0.4079382321315873,0.314899760903151,0.522202419509115,0.5709654312617423,0.4692912169002149,1.0,0.5469655679378923,0.563466931314625,0.016117400940506576,0.5257633970187252,0.528288036512808,0.4773199100267269,0.5662818907274911
LTC,0.3731283372286369,0.6873416096232774,0.6597206702979216,0.4656656510696926,0.39370467356003835,0.635637789195166,0.7114363513878076,0.5595027974112021,0.5469655679378923,1.0,0.5777069173097997,0.016031901881946295,0.524730864117648,0.5990104967952143,0.5509339640629086,0.6354473266259009
QTUM,0.3956293566515262,0.5549762595834705,0.5616393846525953,0.4298200260574293,0.3216459743235865,0.5892080951998513,0.6103466613740809,0.5442399495263376,0.563466931314625,0.5777069173097997,1.0,0.007712555280501568,0.5026547643262861,0.526239453860278,0.4773679465309114,0.5683460757770566
USDT,-0.0001590477198403946,0.027942248046642026,0.025150014518827,0.020676075041018035,0.007780557315215904,0.004447111668751856,0.020234746882126144,0.02945265653650997,0.016117400940506576,0.016031901881946295,0.007712555280501568,1.0,0.02698920836828516,0.0114979289494291,0.0279033381367379,0.005427761349426274
XLM,0.3609058897475096,0.49874900398152455,0.4979434796839778,0.3631763597355707,0.3610481448450214,0.5062544884871363,0.5233693086846289,0.4245512973620331,0.5257633970187252,0.524730864117648,0.5026547643262861,0.02698920836828516,1.0,0.5004536357915625,0.6340915543924152,0.5394188297687936
XMR,0.34470285794225364,0.6240432872488908,0.6392743180323537,0.43623849069107573,0.34264439818723147,0.5492368959313145,0.6244295460355175,0.44528097703417224,0.528288036512808,0.5990104967952143,0.526239453860278,0.0114979289494291,0.5004536357915625,1.0,0.4736670906579431,0.6457642713024181
XRP,0.31227513758290826,0.4818854182382507,0.4996301760916967,0.35175499005807537,0.3292822405143564,0.48135674949005125,0.5410652478397632,0.4081897777846919,0.4773199100267269,0.5509339640629086,0.4773679465309114,0.0279033381367379,0.6340915543924152,0.4736670906579431,1.0,0.5362521474469982
ZEC,0.4075736404752625,0.5970537538353926,0.7332823248926089,0.44734903580529595,0.350746962624062,0.6253749307899025,0.6633806258243076,0.5198064289861892,0.5662818907274911,0.6354473266259009,0.5683460757770566,0.005427761349426274,0.5394188297687936,0.6457642713024181,0.5362521474469982,1.0
