TIMESTAMP,PHNIX_OPEN_PRICE_USD,PHNIX_HIGH_PRICE_USD,PHNIX_LOW_PRICE_USD,PHNIX_CLOSE_PRICE_USD,PHNIX_VOLUME_USD,PHNIX_DIVIDENDS_USD,PHNIX_STOCK_SPLITS_USD
2025-03-06 00:00:00+00:00,2.700000004551839e-05,3.300000025774352e-05,2.4000000848900527e-05,2.9000000722589903e-05,527671,0.0,0.0
2025-03-07 00:00:00+00:00,2.9000000722589903e-05,3.300000025774352e-05,2.5999999706982635e-05,2.8000000384054147e-05,402560,0.0,0.0
2025-03-08 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.700000004551839e-05,299359,0.0,0.0
2025-03-09 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.2000000171829015e-05,2.300000051036477e-05,285007,0.0,0.0
2025-03-10 00:00:00+00:00,2.300000051036477e-05,2.5999999706982635e-05,1.5999999959603883e-05,1.5999999959603883e-05,264763,0.0,0.0
2025-03-11 00:00:00+00:00,1.5999999959603883e-05,2.5999999706982635e-05,1.4999999621068127e-05,2.4000000848900527e-05,358371,0.0,0.0
2025-03-12 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.099999983329326e-05,2.2000000171829015e-05,262078,0.0,0.0
2025-03-13 00:00:00+00:00,2.2000000171829015e-05,2.700000004551839e-05,2.099999983329326e-05,2.2000000171829015e-05,234447,0.0,0.0
2025-03-14 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.099999983329326e-05,2.4000000848900527e-05,251411,0.0,0.0
2025-03-15 00:00:00+00:00,2.4000000848900527e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.5999999706982635e-05,1345139,0.0,0.0
2025-03-16 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.2000000171829015e-05,2.300000051036477e-05,1558621,0.0,0.0
2025-03-17 00:00:00+00:00,2.300000051036477e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.5999999706982635e-05,1477028,0.0,0.0
2025-03-18 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.099999983329326e-05,2.300000051036477e-05,2188928,0.0,0.0
2025-03-19 00:00:00+00:00,2.300000051036477e-05,2.9000000722589903e-05,1.9999999494757503e-05,2.4000000848900527e-05,2834597,0.0,0.0
2025-03-20 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.099999983329326e-05,2.2000000171829015e-05,2712884,0.0,0.0
2025-03-21 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,2634372,0.0,0.0
2025-03-22 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,1753302,0.0,0.0
2025-03-23 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.9999999494757503e-05,271336,0.0,0.0
2025-03-24 00:00:00+00:00,1.9999999494757503e-05,2.700000004551839e-05,1.8999999156221747e-05,2.4000000848900527e-05,338996,0.0,0.0
2025-03-25 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.2000000171829015e-05,2.300000051036477e-05,335875,0.0,0.0
2025-03-26 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,1.8000000636675395e-05,1.9999999494757503e-05,286203,0.0,0.0
2025-03-27 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,295595,0.0,0.0
2025-03-28 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.4999999621068127e-05,277377,0.0,0.0
2025-03-29 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.5999999959603883e-05,244413,0.0,0.0
2025-03-30 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.5999999959603883e-05,230823,0.0,0.0
2025-03-31 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,236070,0.0,0.0
2025-04-01 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.700000029813964e-05,227139,0.0,0.0
2025-04-02 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4999999621068127e-05,223859,0.0,0.0
2025-04-03 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.5999999959603883e-05,232959,0.0,0.0
2025-04-04 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.5999999959603883e-05,248047,0.0,0.0
2025-04-05 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,235451,0.0,0.0
2025-04-06 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,207906,0.0,0.0
2025-04-07 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.4000000192027073e-05,287949,0.0,0.0
2025-04-08 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,227564,0.0,0.0
2025-04-09 00:00:00+00:00,1.2999999853491317e-05,1.5999999959603883e-05,1.2000000424450263e-05,1.5999999959603883e-05,300092,0.0,0.0
2025-04-10 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,191791,0.0,0.0
2025-04-11 00:00:00+00:00,1.4000000192027073e-05,1.700000029813964e-05,1.4000000192027073e-05,1.4999999621068127e-05,226808,0.0,0.0
2025-04-12 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.700000029813964e-05,206449,0.0,0.0
2025-04-13 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4000000192027073e-05,207591,0.0,0.0
2025-04-14 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,228655,0.0,0.0
2025-04-15 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,189941,0.0,0.0
2025-04-16 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,239705,0.0,0.0
2025-04-17 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,227982,0.0,0.0
2025-04-18 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4000000192027073e-05,226041,0.0,0.0
2025-04-19 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,235673,0.0,0.0
2025-04-20 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,175130,0.0,0.0
2025-04-21 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,149883,0.0,0.0
2025-04-22 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,217234,0.0,0.0
2025-04-23 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,205588,0.0,0.0
2025-04-24 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,242107,0.0,0.0
2025-04-25 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,206306,0.0,0.0
2025-04-26 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,240526,0.0,0.0
2025-04-27 00:00:00+00:00,1.4000000192027073e-05,1.700000029813964e-05,1.2999999853491317e-05,1.5999999959603883e-05,285508,0.0,0.0
2025-04-28 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.5999999959603883e-05,204621,0.0,0.0
2025-04-29 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,217447,0.0,0.0
2025-04-30 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,216070,0.0,0.0
2025-05-01 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,233773,0.0,0.0
2025-05-02 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,206007,0.0,0.0
2025-05-03 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,218960,0.0,0.0
2025-05-04 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.4000000192027073e-05,221645,0.0,0.0
2025-05-05 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,210120,0.0,0.0
2025-05-06 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,231310,0.0,0.0
2025-05-07 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,238560,0.0,0.0
2025-05-08 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4999999621068127e-05,253379,0.0,0.0
2025-05-09 00:00:00+00:00,1.4999999621068127e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.8000000636675395e-05,277690,0.0,0.0
2025-05-10 00:00:00+00:00,1.8000000636675395e-05,2.300000051036477e-05,1.700000029813964e-05,2.300000051036477e-05,267171,0.0,0.0
2025-05-11 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8000000636675395e-05,2.099999983329326e-05,241106,0.0,0.0
2025-05-12 00:00:00+00:00,2.099999983329326e-05,2.700000004551839e-05,1.9999999494757503e-05,2.499999936844688e-05,313557,0.0,0.0
2025-05-13 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.2000000171829015e-05,2.4000000848900527e-05,236247,0.0,0.0
2025-05-14 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.5999999706982635e-05,3480994,0.0,0.0
2025-05-15 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.2000000171829015e-05,2.2000000171829015e-05,3262714,0.0,0.0
2025-05-16 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.099999983329326e-05,2.300000051036477e-05,3204844,0.0,0.0
2025-05-17 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,2.099999983329326e-05,961013,0.0,0.0
2025-05-18 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,1.9999999494757503e-05,2.300000051036477e-05,254512,0.0,0.0
2025-05-19 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.099999983329326e-05,2.2000000171829015e-05,888979,0.0,0.0
2025-05-20 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.9999999494757503e-05,2.099999983329326e-05,239162,0.0,0.0
2025-05-21 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.099999983329326e-05,275830,0.0,0.0
2025-05-22 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,1.9999999494757503e-05,2.2000000171829015e-05,290167,0.0,0.0
2025-05-23 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,1.8000000636675395e-05,1.8999999156221747e-05,276932,0.0,0.0
2025-05-24 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,232281,0.0,0.0
2025-05-25 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.700000029813964e-05,1.8999999156221747e-05,291723,0.0,0.0
2025-05-26 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,238584,0.0,0.0
2025-05-27 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8999999156221747e-05,207947,0.0,0.0
2025-05-28 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.700000029813964e-05,1.8000000636675395e-05,147660,0.0,0.0
2025-05-29 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,168849,0.0,0.0
2025-05-30 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4999999621068127e-05,332957,0.0,0.0
2025-05-31 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,218179,0.0,0.0
2025-06-01 00:00:00+00:00,1.5099372831173241e-05,1.5144306416914333e-05,1.4026445569470525e-05,1.4398092389455996e-05,270719,0.0,0.0
