TIMESTAMP,BTCK_OPEN_PRICE_USD,BTCK_HIGH_PRICE_USD,BTCK_LOW_PRICE_USD,BTCK_CLOSE_PRICE_USD,BTCK_VOLUME_USD,BTCK_DIVIDENDS_USD,BTCK_STOCK_SPLITS_USD
2021-08-09 00:00:00+00:00,44841.92578125,46321.9140625,44829.51171875,46238.234375,0,0.0,0.0
2021-08-10 00:00:00+00:00,46238.734375,46542.84765625,44830.671875,45474.29296875,0,0.0,0.0
2021-08-11 00:00:00+00:00,45474.95703125,46638.59765625,45471.171875,45748.33984375,0,0.0,0.0
2021-08-12 00:00:00+00:00,45750.234375,46090.5625,44346.5625,44633.08984375,0,0.0,0.0
2021-08-13 00:00:00+00:00,44632.5859375,47121.14453125,44632.5859375,47071.02734375,0,0.0,0.0
2021-08-14 00:00:00+00:00,47076.74609375,47106.484375,45990.98046875,46609.1328125,0,0.0,0.0
2021-08-15 00:00:00+00:00,46602.3203125,46807.26953125,45657.8046875,46767.13671875,0,0.0,0.0
2021-08-16 00:00:00+00:00,46768.171875,47456.06640625,45699.9453125,45790.765625,0,0.0,0.0
2021-08-17 00:00:00+00:00,45795.703125,46562.92578125,44594.1875,44738.55078125,0,0.0,0.0
2021-08-18 00:00:00+00:00,44740.9765625,45873.3046875,44436.10546875,44998.29296875,0,0.0,0.0
2021-08-19 00:00:00+00:00,44991.94921875,46852.9765625,44102.66015625,46671.81640625,0,0.0,0.0
2021-08-20 00:00:00+00:00,46672.1796875,49057.29296875,46672.1796875,49042.921875,0,0.0,0.0
2021-08-21 00:00:00+00:00,49049.875,49621.96484375,48453.70703125,49078.58984375,0,0.0,0.0
2021-08-22 00:00:00+00:00,49083.62890625,49306.27734375,48307.89453125,49304.953125,0,0.0,0.0
2021-08-23 00:00:00+00:00,49305.875,50351.94921875,49214.80859375,49576.55078125,0,0.0,0.0
2021-08-24 00:00:00+00:00,49577.6953125,49726.98828125,47759.0859375,47765.4609375,0,0.0,0.0
2021-08-25 00:00:00+00:00,47761.53515625,49097.140625,47368.65625,48983.34765625,0,0.0,0.0
2021-08-26 00:00:00+00:00,48987.953125,49179.765625,46512.51171875,47027.79296875,0,0.0,0.0
2021-08-27 00:00:00+00:00,47028.87109375,48712.46875,46531.8359375,48703.875,0,0.0,0.0
2021-08-28 00:00:00+00:00,48699.953125,49052.9375,48525.02734375,48690.359375,0,0.0,0.0
2021-08-29 00:00:00+00:00,48691.39453125,49458.2734375,48018.83984375,49020.32421875,0,0.0,0.0
2021-08-30 00:00:00+00:00,49014.19140625,49014.19140625,47014.953125,47014.953125,0,0.0,0.0
2021-08-31 00:00:00+00:00,47019.75,48039.9140625,46450.41015625,47117.08984375,0,0.0,0.0
2021-09-01 00:00:00+00:00,47111.87890625,48780.52734375,45867.953125,48600.6015625,0,0.0,0.0
2021-09-02 00:00:00+00:00,48716.296875,51020.984375,48716.296875,49457.4140625,0,0.0,0.0
2021-09-03 00:00:00+00:00,49451.0625,50917.83203125,48504.47265625,49894.05078125,0,0.0,0.0
2021-09-04 00:00:00+00:00,49893.57421875,50590.00390625,49655.99609375,49825.85546875,0,0.0,0.0
2021-09-05 00:00:00+00:00,49818.6484375,51692.609375,49617.73046875,51679.34375,0,0.0,0.0
2021-09-06 00:00:00+00:00,51677.1640625,52539.703125,51180.0078125,52539.703125,0,0.0,0.0
2021-09-07 00:00:00+00:00,52541.9140625,52818.8203125,47478.69140625,47689.90625,0,0.0,0.0
2021-09-08 00:00:00+00:00,47682.0,47841.26953125,45864.80859375,46179.62890625,0,0.0,0.0
2021-09-09 00:00:00+00:00,45881.47265625,47216.77734375,45733.4453125,46437.5859375,0,0.0,0.0
2021-09-10 00:00:00+00:00,46437.1015625,46890.03125,44414.29296875,44735.9375,0,0.0,0.0
2021-09-11 00:00:00+00:00,44738.27734375,45814.078125,44735.078125,45171.68359375,0,0.0,0.0
2021-09-12 00:00:00+00:00,45168.5,46253.796875,44914.7578125,46186.078125,0,0.0,0.0
2021-09-13 00:00:00+00:00,46189.3515625,46544.1484375,43797.23046875,45035.1484375,0,0.0,0.0
2021-09-14 00:00:00+00:00,45029.66015625,47138.03125,44869.2734375,47047.84765625,0,0.0,0.0
2021-09-15 00:00:00+00:00,47044.5078125,48289.859375,46855.3984375,48167.71484375,1505020,0.0,0.0
2021-09-16 00:00:00+00:00,48173.6015625,48347.109375,47213.4609375,47794.48828125,1743187,0.0,0.0
2021-09-17 00:00:00+00:00,47799.40234375,48046.34375,46965.70703125,47135.765625,1478204,0.0,0.0
2021-09-18 00:00:00+00:00,47137.24609375,48692.01953125,47136.18359375,48177.0546875,908893,0.0,0.0
2021-09-19 00:00:00+00:00,48175.19140625,48176.15234375,47033.30078125,47210.37109375,1328068,0.0,0.0
2021-09-20 00:00:00+00:00,47215.59375,47216.50390625,42724.79296875,42855.01171875,5328669,0.0,0.0
2021-09-21 00:00:00+00:00,42850.18359375,43445.375,39430.84765625,40646.2578125,8920610,0.0,0.0
