TIMESTAMP,ANKRMATIC_OPEN_PRICE_USD,ANKRMATIC_HIGH_PRICE_USD,ANKRMATIC_LOW_PRICE_USD,ANKRMATIC_CLOSE_PRICE_USD,ANKRMATIC_VOLUME_USD,ANKRMATIC_DIVIDENDS_USD,ANKRMATIC_STOCK_SPLITS_USD
2023-04-02 00:00:00+00:00,0.8705899715423584,0.8705899715423584,0.8705899715423584,0.8705899715423584,0,0.0,0.0
2023-04-03 00:00:00+00:00,0.8705899715423584,1.5187660455703735,0.8705899715423584,1.4951729774475098,2,0.0,0.0
2023-04-04 00:00:00+00:00,1.495036005973816,1.502864956855774,1.0431959629058838,1.271589994430542,123432,0.0,0.0
2023-04-05 00:00:00+00:00,1.2715530395507812,1.3016170263290405,1.2525509595870972,1.2729530334472656,68092,0.0,0.0
2023-04-06 00:00:00+00:00,1.2726279497146606,1.2788740396499634,1.2470680475234985,1.2508469820022583,47904,0.0,0.0
2023-04-07 00:00:00+00:00,1.2510499954223633,1.2570329904556274,1.2262500524520874,1.2372920513153076,31540,0.0,0.0
2023-04-08 00:00:00+00:00,1.2376099824905396,1.2473950386047363,1.2291970252990723,1.2310199737548828,22482,0.0,0.0
2023-04-09 00:00:00+00:00,1.2308399677276611,1.2391810417175293,1.2111430168151855,1.2280349731445312,81867,0.0,0.0
2023-04-10 00:00:00+00:00,1.2288459539413452,1.2530970573425293,1.2166990041732788,1.2505459785461426,71945,0.0,0.0
2023-04-11 00:00:00+00:00,1.2505379915237427,1.2618329524993896,1.2378029823303223,1.2408130168914795,368821,0.0,0.0
2023-04-12 00:00:00+00:00,1.2410629987716675,1.2451610565185547,1.2078779935836792,1.2389470338821411,39256,0.0,0.0
2023-04-13 00:00:00+00:00,1.232583999633789,1.2718290090560913,1.2254420518875122,1.2667200565338135,43343,0.0,0.0
2023-04-14 00:00:00+00:00,1.2667560577392578,1.3257529735565186,1.2666620016098022,1.2947629690170288,86931,0.0,0.0
2023-04-15 00:00:00+00:00,1.2947349548339844,1.3203049898147583,1.2786550521850586,1.3067920207977295,4065,0.0,0.0
2023-04-16 00:00:00+00:00,1.3066530227661133,1.3336670398712158,1.2831579446792603,1.333351969718933,22536,0.0,0.0
2023-04-17 00:00:00+00:00,1.3333289623260498,1.3407599925994873,1.2847199440002441,1.2863789796829224,63420,0.0,0.0
2023-04-18 00:00:00+00:00,1.2868620157241821,1.3193219900131226,1.2776720523834229,1.3053710460662842,19417,0.0,0.0
2023-04-19 00:00:00+00:00,1.3054389953613281,1.3120930194854736,1.1999599933624268,1.2106930017471313,183927,0.0,0.0
2023-04-20 00:00:00+00:00,1.209596037864685,1.2234090566635132,1.1587549448013306,1.1665129661560059,71758,0.0,0.0
2023-04-21 00:00:00+00:00,1.1662520170211792,1.177983045578003,1.1196140050888062,1.129621982574463,91718,0.0,0.0
2023-04-22 00:00:00+00:00,1.129621982574463,1.1471879482269287,1.1239269971847534,1.1444250345230103,9155,0.0,0.0
2023-04-23 00:00:00+00:00,1.1446059942245483,1.1513340473175049,1.097269058227539,1.1209789514541626,109441,0.0,0.0
2023-04-24 00:00:00+00:00,1.1205860376358032,1.1404550075531006,1.0979219675064087,1.1106840372085571,4217,0.0,0.0
2023-04-25 00:00:00+00:00,1.1105279922485352,1.1315239667892456,1.0701550245285034,1.123384952545166,4050,0.0,0.0
