TIMESTAMP,1HUB_OPEN_PRICE_USD,1HUB_HIGH_PRICE_USD,1HUB_LOW_PRICE_USD,1HUB_CLOSE_PRICE_USD,1HUB_VOLUME_USD,1HUB_DIVIDENDS_USD,1HUB_STOCK_SPLITS_USD
2025-03-10 00:00:00+00:00,0.0003549999964889139,0.0003549999964889139,0.00030899999546818435,0.00030899999546818435,0,0.0,0.0
2025-03-11 00:00:00+00:00,0.00030899999546818435,0.0003279999946244061,0.00030899999546818435,0.00031400000443682075,0,0.0,0.0
2025-03-12 00:00:00+00:00,0.00031400000443682075,0.0003239999932702631,0.00031400000443682075,0.0003150000120513141,0,0.0,0.0
2025-03-13 00:00:00+00:00,0.0003150000120513141,0.0003150000120513141,0.0002699999895412475,0.00030300000798888505,0,0.0,0.0
2025-03-14 00:00:00+00:00,0.00030300000798888505,0.0003150000120513141,0.0002410000015515834,0.0002410000015515834,0,0.0,0.0
2025-03-15 00:00:00+00:00,0.0002410000015515834,0.00024500000290572643,0.00023600000713486224,0.00024399999529123306,0,0.0,0.0
2025-03-16 00:00:00+00:00,0.00024399999529123306,0.00024399999529123306,0.00023299999884329736,0.00023299999884329736,0,0.0,0.0
2025-03-17 00:00:00+00:00,0.00023299999884329736,0.00023299999884329736,0.00014400000509340316,0.00016900000628083944,0,0.0,0.0
2025-03-18 00:00:00+00:00,0.00016900000628083944,0.00016900000628083944,4.8000001697801054e-05,6.399999983841553e-05,6265,0.0,0.0
2025-03-19 00:00:00+00:00,6.399999983841553e-05,8.099999831756577e-05,6.199999916134402e-05,6.900000153109431e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,4.400000034365803e-05,4.400000034365803e-05,1470,0.0,0.0
2025-03-21 00:00:00+00:00,4.400000034365803e-05,4.70000013592653e-05,3.600000127335079e-05,3.899999865097925e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,3.899999865097925e-05,5.700000110664405e-05,3.899999865097925e-05,5.700000110664405e-05,1080,0.0,0.0
2025-03-23 00:00:00+00:00,5.700000110664405e-05,7.200000254670158e-05,5.700000110664405e-05,6.800000119255856e-05,1162,0.0,0.0
2025-03-24 00:00:00+00:00,6.800000119255856e-05,8.199999865610152e-05,6.800000119255856e-05,7.599999662488699e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,7.599999662488699e-05,8.399999933317304e-05,7.300000288523734e-05,8.299999899463728e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,8.299999899463728e-05,8.499999967170879e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,3.9999998989515007e-05,3.9999998989515007e-05,347,0.0,0.0
2025-03-29 00:00:00+00:00,3.9999998989515007e-05,4.600000102072954e-05,3.9999998989515007e-05,4.5000000682193786e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.400000034365803e-05,4.400000034365803e-05,0,0.0,0.0
