TIMESTAMP,MTRG_OPEN_PRICE_USD,MTRG_HIGH_PRICE_USD,MTRG_LOW_PRICE_USD,MTRG_CLOSE_PRICE_USD,MTRG_VOLUME_USD,MTRG_DIVIDENDS_USD,MTRG_STOCK_SPLITS_USD
2020-07-27 00:00:00+00:00,1.0316359996795654,1.0316359996795654,1.013828992843628,1.013828992843628,1057382,0.0,0.0
2020-07-28 00:00:00+00:00,1.0164870023727417,1.133254051208496,0.9648020267486572,1.066931962966919,603115,0.0,0.0
2020-07-29 00:00:00+00:00,1.0668950080871582,1.1201599836349487,0.9914209842681885,1.061961054801941,641595,0.0,0.0
2020-07-30 00:00:00+00:00,1.0617539882659912,1.0891460180282593,1.0044909715652466,1.0613739490509033,639355,0.0,0.0
2020-07-31 00:00:00+00:00,1.0613739490509033,1.1450910568237305,1.0295519828796387,1.1084870100021362,617468,0.0,0.0
2020-08-01 00:00:00+00:00,1.108180046081543,1.4108669757843018,1.0903149843215942,1.2742290496826172,914665,0.0,0.0
2020-08-02 00:00:00+00:00,1.275555968284607,1.736441969871521,1.1792000532150269,1.732085943222046,1180786,0.0,0.0
2020-08-03 00:00:00+00:00,1.6522910594940186,1.7305829524993896,1.538666009902954,1.5987950563430786,1154422,0.0,0.0
2020-08-04 00:00:00+00:00,1.5987550020217896,1.7109500169754028,1.4897329807281494,1.5774699449539185,830477,0.0,0.0
2020-08-05 00:00:00+00:00,1.5769540071487427,1.6366850137710571,1.4289809465408325,1.5428179502487183,826695,0.0,0.0
2020-08-06 00:00:00+00:00,1.5428179502487183,1.5444990396499634,1.3647719621658325,1.3802499771118164,720159,0.0,0.0
2020-08-07 00:00:00+00:00,1.3804240226745605,1.7279469966888428,1.3758820295333862,1.6787569522857666,1014916,0.0,0.0
2020-08-08 00:00:00+00:00,1.6799789667129517,2.323712110519409,1.6784030199050903,2.225416898727417,1619825,0.0,0.0
2020-08-09 00:00:00+00:00,2.2248239517211914,2.7359189987182617,1.885118007659912,2.4315879344940186,2197098,0.0,0.0
2020-08-10 00:00:00+00:00,2.4315879344940186,2.496829032897949,1.860692024230957,1.9903199672698975,1347406,0.0,0.0
2020-08-11 00:00:00+00:00,1.9894599914550781,2.0489180088043213,1.6048879623413086,1.7094670534133911,1358009,0.0,0.0
2020-08-12 00:00:00+00:00,1.7013219594955444,2.1042098999023438,1.5380680561065674,1.920390009880066,1350506,0.0,0.0
2020-08-13 00:00:00+00:00,1.9195799827575684,2.370924949645996,1.7017940282821655,1.8727129697799683,2337081,0.0,0.0
2020-08-14 00:00:00+00:00,1.866474986076355,1.9025650024414062,1.640591025352478,1.6808749437332153,1231513,0.0,0.0
2020-08-15 00:00:00+00:00,1.680791974067688,1.795701026916504,1.5915260314941406,1.6596590280532837,1008811,0.0,0.0
2020-08-16 00:00:00+00:00,1.6605910062789917,1.688297986984253,1.5762439966201782,1.5840950012207031,889522,0.0,0.0
2020-08-17 00:00:00+00:00,1.5840950012207031,1.9027680158615112,1.5574040412902832,1.8559600114822388,1120887,0.0,0.0
2020-08-18 00:00:00+00:00,1.8556410074234009,1.8556410074234009,1.61348295211792,1.7021260261535645,856565,0.0,0.0
2020-08-19 00:00:00+00:00,1.7023600339889526,1.7023600339889526,1.4211499691009521,1.4795409440994263,915933,0.0,0.0
2020-08-20 00:00:00+00:00,1.4795409440994263,1.5818599462509155,1.4600670337677002,1.4764490127563477,770334,0.0,0.0
2020-08-21 00:00:00+00:00,1.4752659797668457,1.550858974456787,1.1180989742279053,1.1488569974899292,593422,0.0,0.0
2020-08-22 00:00:00+00:00,1.1471259593963623,1.6409189701080322,1.0847489833831787,1.5538710355758667,919204,0.0,0.0
