TIMESTAMP,HABIBI36128_OPEN_PRICE_USD,HABIBI36128_HIGH_PRICE_USD,HABIBI36128_LOW_PRICE_USD,HABIBI36128_CLOSE_PRICE_USD,HABIBI36128_VOLUME_USD,HABIBI36128_DIVIDENDS_USD,HABIBI36128_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.00014099999680183828,0.00016700000560376793,0.00011999999696854502,0.00012099999730708078,11785,0.0,0.0
2025-04-02 00:00:00+00:00,0.00012099999730708078,0.00012099999730708078,0.00010699999984353781,0.00010699999984353781,0,0.0,0.0
2025-04-03 00:00:00+00:00,0.00010699999984353781,0.00011100000119768083,0.00010399999882793054,0.0001049999991664663,0,0.0,0.0
2025-04-04 00:00:00+00:00,0.0001049999991664663,0.00010599999950500205,9.899999713525176e-05,9.999999747378752e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,9.999999747378752e-05,0.0001049999991664663,9.999999747378752e-05,0.0001049999991664663,180,0.0,0.0
2025-04-06 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,9.600000339560211e-05,9.600000339560211e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,9.600000339560211e-05,9.699999645818025e-05,9.300000237999484e-05,9.500000305706635e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,9.500000305706635e-05,9.699999645818025e-05,8.199999865610152e-05,8.199999865610152e-05,1232,0.0,0.0
2025-04-09 00:00:00+00:00,8.199999865610152e-05,8.70000003487803e-05,8.099999831756577e-05,8.70000003487803e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,8.70000003487803e-05,8.70000003487803e-05,8.499999967170879e-05,8.600000001024455e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,8.600000001024455e-05,9.000000136438757e-05,8.499999967170879e-05,8.600000001024455e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,8.600000001024455e-05,9.100000170292333e-05,8.600000001024455e-05,9.100000170292333e-05,0,0.0,0.0
